id,label,name
AgentValue:98235.11303346175,AgentValue,98235.11303346175
BuyHoldValue:103297.02838888494,BuyHoldValue,103297.02838888494
MarketSnapshot:IVV_2026-01-20,MarketSnapshot,IVV_2026-01-20
DailyBacktest:IVV_2026-01-20,DailyBacktest,IVV_2026-01-20
AgentValue:99183.09458731722,AgentValue,99183.09458731722
BuyHoldValue:104958.41120908881,BuyHoldValue,104958.41120908881
MarketSnapshot:IVV_2026-01-21,MarketSnapshot,IVV_2026-01-21
DailyBacktest:IVV_2026-01-21,DailyBacktest,IVV_2026-01-21
AgentValue:99433.53976789096,AgentValue,99433.53976789096
BuyHoldValue:105400.12506428034,BuyHoldValue,105400.12506428034
MarketSnapshot:IVV_2026-01-22,MarketSnapshot,IVV_2026-01-22
DailyBacktest:IVV_2026-01-22,DailyBacktest,IVV_2026-01-22
AgentValue:98999.17993481005,AgentValue,98999.17993481005
BuyHoldValue:104632.75185472253,BuyHoldValue,104632.75185472253
MarketSnapshot:IVV_2026-01-23,MarketSnapshot,IVV_2026-01-23
DailyBacktest:IVV_2026-01-23,DailyBacktest,IVV_2026-01-23
AgentValue:98359.20282173777,AgentValue,98359.20282173777
BuyHoldValue:103505.42658278781,BuyHoldValue,103505.42658278781
MarketSnapshot:IVV_2026-01-26,MarketSnapshot,IVV_2026-01-26
DailyBacktest:IVV_2026-01-26,DailyBacktest,IVV_2026-01-26
AgentValue:99082.81748220565,AgentValue,99082.81748220565
BuyHoldValue:104774.55107689725,BuyHoldValue,104774.55107689725
MarketSnapshot:IVV_2026-01-27,MarketSnapshot,IVV_2026-01-27
DailyBacktest:IVV_2026-01-27,DailyBacktest,IVV_2026-01-27
AgentValue:99259.82847499,AgentValue,99259.82847499
BuyHoldValue:105086.51649088012,BuyHoldValue,105086.51649088012
MarketSnapshot:IVV_2026-01-28,MarketSnapshot,IVV_2026-01-28
DailyBacktest:IVV_2026-01-28,DailyBacktest,IVV_2026-01-28
AgentValue:99566.62675015403,AgentValue,99566.62675015403
BuyHoldValue:105627.8627484369,BuyHoldValue,105627.8627484369
MarketSnapshot:IVV_2026-01-29,MarketSnapshot,IVV_2026-01-29
DailyBacktest:IVV_2026-01-29,DailyBacktest,IVV_2026-01-29
AgentValue:98545.32049097992,AgentValue,98545.32049097992
BuyHoldValue:103822.06360854932,BuyHoldValue,103822.06360854932
MarketSnapshot:IVV_2026-01-30,MarketSnapshot,IVV_2026-01-30
DailyBacktest:IVV_2026-01-30,DailyBacktest,IVV_2026-01-30
AgentValue:99114.38334268793,AgentValue,99114.38334268793
BuyHoldValue:104821.2871010658,BuyHoldValue,104821.2871010658
MarketSnapshot:IVV_2026-02-02,MarketSnapshot,IVV_2026-02-02
DailyBacktest:IVV_2026-02-02,DailyBacktest,IVV_2026-02-02
AgentValue:99405.43491279283,AgentValue,99405.43491279283
BuyHoldValue:105334.30379891647,BuyHoldValue,105334.30379891647
MarketSnapshot:IVV_2026-02-03,MarketSnapshot,IVV_2026-02-03
DailyBacktest:IVV_2026-02-03,DailyBacktest,IVV_2026-02-03
AgentValue:98764.01298337613,AgentValue,98764.01298337613
BuyHoldValue:104201.50637464855,BuyHoldValue,104201.50637464855
MarketSnapshot:IVV_2026-02-04,MarketSnapshot,IVV_2026-02-04
DailyBacktest:IVV_2026-02-04,DailyBacktest,IVV_2026-02-04
AgentValue:98505.33533287281,AgentValue,98505.33533287281
BuyHoldValue:103746.64094958668,BuyHoldValue,103746.64094958668
MarketSnapshot:IVV_2026-02-05,MarketSnapshot,IVV_2026-02-05
DailyBacktest:IVV_2026-02-05,DailyBacktest,IVV_2026-02-05
AgentValue:98681.88676318183,AgentValue,98681.88676318183
BuyHoldValue:104056.55001504508,BuyHoldValue,104056.55001504508
MarketSnapshot:IVV_2026-02-06,MarketSnapshot,IVV_2026-02-06
DailyBacktest:IVV_2026-02-06,DailyBacktest,IVV_2026-02-06
AgentValue:98733.6750953274,AgentValue,98733.6750953274
BuyHoldValue:104147.56494782321,BuyHoldValue,104147.56494782321
MarketSnapshot:IVV_2026-02-09,MarketSnapshot,IVV_2026-02-09
DailyBacktest:IVV_2026-02-09,DailyBacktest,IVV_2026-02-09
AgentValue:98581.32635750934,AgentValue,98581.32635750934
BuyHoldValue:103879.72742006136,BuyHoldValue,103879.72742006136
MarketSnapshot:IVV_2026-02-10,MarketSnapshot,IVV_2026-02-10
DailyBacktest:IVV_2026-02-10,DailyBacktest,IVV_2026-02-10
AgentValue:98540.81637167413,AgentValue,98540.81637167413
BuyHoldValue:103808.58199387972,BuyHoldValue,103808.58199387972
MarketSnapshot:IVV_2026-02-11,MarketSnapshot,IVV_2026-02-11
DailyBacktest:IVV_2026-02-11,DailyBacktest,IVV_2026-02-11
AgentValue:98412.52960377798,AgentValue,98412.52960377798
BuyHoldValue:103583.34085431565,BuyHoldValue,103583.34085431565
MarketSnapshot:IVV_2026-02-12,MarketSnapshot,IVV_2026-02-12
DailyBacktest:IVV_2026-02-12,DailyBacktest,IVV_2026-02-12
AgentValue:98523.28061142705,AgentValue,98523.28061142705
BuyHoldValue:103777.6243705417,BuyHoldValue,103777.6243705417
MarketSnapshot:IVV_2026-02-13,MarketSnapshot,IVV_2026-02-13
DailyBacktest:IVV_2026-02-13,DailyBacktest,IVV_2026-02-13
AgentValue:99710.67686257957,AgentValue,99710.67686257957
BuyHoldValue:105341.02595144688,BuyHoldValue,105341.02595144688
MarketSnapshot:IVV_2026-02-16,MarketSnapshot,IVV_2026-02-16
DailyBacktest:IVV_2026-02-16,DailyBacktest,IVV_2026-02-16
AgentValue:97691.20984873861,AgentValue,97691.20984873861
BuyHoldValue:102674.15097618347,BuyHoldValue,102674.15097618347
MarketSnapshot:IVV_2026-02-17,MarketSnapshot,IVV_2026-02-17
DailyBacktest:IVV_2026-02-17,DailyBacktest,IVV_2026-02-17
AgentValue:97533.45787635268,AgentValue,97533.45787635268
BuyHoldValue:102466.90293085495,BuyHoldValue,102466.90293085495
MarketSnapshot:IVV_2026-02-18,MarketSnapshot,IVV_2026-02-18
DailyBacktest:IVV_2026-02-18,DailyBacktest,IVV_2026-02-18
AgentValue:97698.49417907471,AgentValue,97698.49417907471
BuyHoldValue:102683.63315834934,BuyHoldValue,102683.63315834934
MarketSnapshot:IVV_2026-02-19,MarketSnapshot,IVV_2026-02-19
DailyBacktest:IVV_2026-02-19,DailyBacktest,IVV_2026-02-19
AgentValue:97957.19509407275,AgentValue,97957.19509407275
BuyHoldValue:103023.50981249586,BuyHoldValue,103023.50981249586
MarketSnapshot:IVV_2026-02-20,MarketSnapshot,IVV_2026-02-20
DailyBacktest:IVV_2026-02-20,DailyBacktest,IVV_2026-02-20
AgentValue:97693.16943509254,AgentValue,97693.16943509254
BuyHoldValue:102676.40858574859,BuyHoldValue,102676.40858574859
MarketSnapshot:IVV_2026-02-23,MarketSnapshot,IVV_2026-02-23
DailyBacktest:IVV_2026-02-23,DailyBacktest,IVV_2026-02-23
AgentValue:96347.56577256639,AgentValue,96347.56577256639
BuyHoldValue:100908.60649366106,BuyHoldValue,100908.60649366106
MarketSnapshot:IVV_2026-02-24,MarketSnapshot,IVV_2026-02-24
DailyBacktest:IVV_2026-02-24,DailyBacktest,IVV_2026-02-24
AgentValue:96627.3556225047,AgentValue,96627.3556225047
BuyHoldValue:101274.90017791188,BuyHoldValue,101274.90017791188
MarketSnapshot:IVV_2026-02-25,MarketSnapshot,IVV_2026-02-25
DailyBacktest:IVV_2026-02-25,DailyBacktest,IVV_2026-02-25
AgentValue:97989.6855495082,AgentValue,97989.6855495082
BuyHoldValue:103059.71859809184,BuyHoldValue,103059.71859809184
MarketSnapshot:IVV_2026-02-26,MarketSnapshot,IVV_2026-02-26
DailyBacktest:IVV_2026-02-26,DailyBacktest,IVV_2026-02-26
AgentValue:96814.701887508,AgentValue,96814.701887508
BuyHoldValue:101514.99625200989,BuyHoldValue,101514.99625200989
MarketSnapshot:IVV_2026-02-27,MarketSnapshot,IVV_2026-02-27
DailyBacktest:IVV_2026-02-27,DailyBacktest,IVV_2026-02-27
AgentValue:97510.86001706263,AgentValue,97510.86001706263
BuyHoldValue:102427.44147642762,BuyHoldValue,102427.44147642762
MarketSnapshot:IVV_2026-03-02,MarketSnapshot,IVV_2026-03-02
DailyBacktest:IVV_2026-03-02,DailyBacktest,IVV_2026-03-02
AgentValue:97281.88484151532,AgentValue,97281.88484151532
BuyHoldValue:102126.79110029487,BuyHoldValue,102126.79110029487
MarketSnapshot:IVV_2026-03-03,MarketSnapshot,IVV_2026-03-03
DailyBacktest:IVV_2026-03-03,DailyBacktest,IVV_2026-03-03
AgentValue:97261.39778567971,AgentValue,97261.39778567971
BuyHoldValue:102099.90689062171,BuyHoldValue,102099.90689062171
MarketSnapshot:IVV_2026-03-04,MarketSnapshot,IVV_2026-03-04
DailyBacktest:IVV_2026-03-04,DailyBacktest,IVV_2026-03-04
AgentValue:96469.3799300395,AgentValue,96469.3799300395
BuyHoldValue:101060.63345895197,BuyHoldValue,101060.63345895197
MarketSnapshot:IVV_2026-03-05,MarketSnapshot,IVV_2026-03-05
DailyBacktest:IVV_2026-03-05,DailyBacktest,IVV_2026-03-05
AgentValue:96238.27311993235,AgentValue,96238.27311993235
BuyHoldValue:100758.00115423718,BuyHoldValue,100758.00115423718
MarketSnapshot:IVV_2026-03-06,MarketSnapshot,IVV_2026-03-06
DailyBacktest:IVV_2026-03-06,DailyBacktest,IVV_2026-03-06
AgentValue:97266.13221058778,AgentValue,97266.13221058778
BuyHoldValue:102103.16540237353,BuyHoldValue,102103.16540237353
MarketSnapshot:IVV_2026-03-09,MarketSnapshot,IVV_2026-03-09
DailyBacktest:IVV_2026-03-09,DailyBacktest,IVV_2026-03-09
AgentValue:97746.74770200968,AgentValue,97746.74770200968
BuyHoldValue:102733.81095571668,BuyHoldValue,102733.81095571668
MarketSnapshot:IVV_2026-03-10,MarketSnapshot,IVV_2026-03-10
DailyBacktest:IVV_2026-03-10,DailyBacktest,IVV_2026-03-10
AgentValue:99128.7393948484,AgentValue,99128.7393948484
BuyHoldValue:104549.43751941696,BuyHoldValue,104549.43751941696
MarketSnapshot:IVV_2026-03-11,MarketSnapshot,IVV_2026-03-11
DailyBacktest:IVV_2026-03-11,DailyBacktest,IVV_2026-03-11
AgentValue:100090.2182923019,AgentValue,100090.2182923019
BuyHoldValue:105817.00732976169,BuyHoldValue,105817.00732976169
MarketSnapshot:IVV_2026-03-12,MarketSnapshot,IVV_2026-03-12
DailyBacktest:IVV_2026-03-12,DailyBacktest,IVV_2026-03-12
AgentValue:100469.82980577016,AgentValue,100469.82980577016
BuyHoldValue:106318.67166555401,BuyHoldValue,106318.67166555401
MarketSnapshot:IVV_2026-03-13,MarketSnapshot,IVV_2026-03-13
DailyBacktest:IVV_2026-03-13,DailyBacktest,IVV_2026-03-13
AgentValue:101899.66379840765,AgentValue,101899.66379840765
BuyHoldValue:108210.01122357552,BuyHoldValue,108210.01122357552
MarketSnapshot:IVV_2026-03-16,MarketSnapshot,IVV_2026-03-16
DailyBacktest:IVV_2026-03-16,DailyBacktest,IVV_2026-03-16
AgentValue:102286.06174655308,AgentValue,102286.06174655308
BuyHoldValue:108722.91927384523,BuyHoldValue,108722.91927384523
MarketSnapshot:IVV_2026-03-17,MarketSnapshot,IVV_2026-03-17
DailyBacktest:IVV_2026-03-17,DailyBacktest,IVV_2026-03-17
AgentValue:102992.23504206036,AgentValue,102992.23504206036
BuyHoldValue:109661.18521264712,BuyHoldValue,109661.18521264712
MarketSnapshot:IVV_2026-03-18,MarketSnapshot,IVV_2026-03-18
DailyBacktest:IVV_2026-03-18,DailyBacktest,IVV_2026-03-18
AgentValue:102776.71682504739,AgentValue,102776.71682504739
BuyHoldValue:109374.34340482895,BuyHoldValue,109374.34340482895
MarketSnapshot:IVV_2026-03-19,MarketSnapshot,IVV_2026-03-19
DailyBacktest:IVV_2026-03-19,DailyBacktest,IVV_2026-03-19
AgentValue:102860.20918953803,AgentValue,102860.20918953803
BuyHoldValue:109485.40847418002,BuyHoldValue,109485.40847418002
MarketSnapshot:IVV_2026-03-20,MarketSnapshot,IVV_2026-03-20
DailyBacktest:IVV_2026-03-20,DailyBacktest,IVV_2026-03-20
AgentValue:102315.11276524364,AgentValue,102315.11276524364
BuyHoldValue:108760.15104540944,BuyHoldValue,108760.15104540944
MarketSnapshot:IVV_2026-03-23,MarketSnapshot,IVV_2026-03-23
DailyBacktest:IVV_2026-03-23,DailyBacktest,IVV_2026-03-23
AgentValue:103153.75613168789,AgentValue,103153.75613168789
BuyHoldValue:109874.4900802618,BuyHoldValue,109874.4900802618
MarketSnapshot:IVV_2026-03-24,MarketSnapshot,IVV_2026-03-24
DailyBacktest:IVV_2026-03-24,DailyBacktest,IVV_2026-03-24
AgentValue:102210.26762670175,AgentValue,102210.26762670175
BuyHoldValue:108618.29105429517,BuyHoldValue,108618.29105429517
MarketSnapshot:IVV_2026-03-25,MarketSnapshot,IVV_2026-03-25
DailyBacktest:IVV_2026-03-25,DailyBacktest,IVV_2026-03-25
AgentValue:102878.60040464802,AgentValue,102878.60040464802
BuyHoldValue:109506.08302815566,BuyHoldValue,109506.08302815566
MarketSnapshot:IVV_2026-03-26,MarketSnapshot,IVV_2026-03-26
DailyBacktest:IVV_2026-03-26,DailyBacktest,IVV_2026-03-26
AgentValue:102750.49510106695,AgentValue,102750.49510106695
BuyHoldValue:109335.63565188985,BuyHoldValue,109335.63565188985
MarketSnapshot:IVV_2026-03-27,MarketSnapshot,IVV_2026-03-27
DailyBacktest:IVV_2026-03-27,DailyBacktest,IVV_2026-03-27
AgentValue:103742.03498961088,AgentValue,103742.03498961088
BuyHoldValue:110654.4935790648,BuyHoldValue,110654.4935790648
MarketSnapshot:IVV_2026-03-30,MarketSnapshot,IVV_2026-03-30
DailyBacktest:IVV_2026-03-30,DailyBacktest,IVV_2026-03-30
AgentValue:104394.25617462055,AgentValue,104394.25617462055
BuyHoldValue:111524.09292874028,BuyHoldValue,111524.09292874028
MarketSnapshot:IVV_2026-03-31,MarketSnapshot,IVV_2026-03-31
DailyBacktest:IVV_2026-03-31,DailyBacktest,IVV_2026-03-31
AgentValue:105944.00657742721,AgentValue,105944.00657742721
BuyHoldValue:113593.58547402291,BuyHoldValue,113593.58547402291
MarketSnapshot:IVV_2026-04-01,MarketSnapshot,IVV_2026-04-01
DailyBacktest:IVV_2026-04-01,DailyBacktest,IVV_2026-04-01
AgentValue:106593.04048874577,AgentValue,106593.04048874577
BuyHoldValue:114463.45640233991,BuyHoldValue,114463.45640233991
MarketSnapshot:IVV_2026-04-02,MarketSnapshot,IVV_2026-04-02
DailyBacktest:IVV_2026-04-02,DailyBacktest,IVV_2026-04-02
AgentValue:105282.33813511634,AgentValue,105282.33813511634
BuyHoldValue:112704.10699942385,BuyHoldValue,112704.10699942385
MarketSnapshot:IVV_2026-04-03,MarketSnapshot,IVV_2026-04-03
DailyBacktest:IVV_2026-04-03,DailyBacktest,IVV_2026-04-03
AgentValue:105255.42529708787,AgentValue,105255.42529708787
BuyHoldValue:112668.09446125095,BuyHoldValue,112668.09446125095
MarketSnapshot:IVV_2026-04-06,MarketSnapshot,IVV_2026-04-06
DailyBacktest:IVV_2026-04-06,DailyBacktest,IVV_2026-04-06
AgentValue:104298.01589210854,AgentValue,104298.01589210854
BuyHoldValue:111387.050123467,BuyHoldValue,111387.050123467
MarketSnapshot:IVV_2026-04-07,MarketSnapshot,IVV_2026-04-07
DailyBacktest:IVV_2026-04-07,DailyBacktest,IVV_2026-04-07
AgentValue:103894.77486267292,AgentValue,103894.77486267292
BuyHoldValue:110848.73896321387,BuyHoldValue,110848.73896321387
MarketSnapshot:IVV_2026-04-08,MarketSnapshot,IVV_2026-04-08
DailyBacktest:IVV_2026-04-08,DailyBacktest,IVV_2026-04-08
AgentValue:105179.93530236531,AgentValue,105179.93530236531
BuyHoldValue:112562.71368299177,BuyHoldValue,112562.71368299177
MarketSnapshot:IVV_2026-04-09,MarketSnapshot,IVV_2026-04-09
DailyBacktest:IVV_2026-04-09,DailyBacktest,IVV_2026-04-09
AgentValue:105745.83180411629,AgentValue,105745.83180411629
BuyHoldValue:113319.73599097386,BuyHoldValue,113319.73599097386
MarketSnapshot:IVV_2026-04-10,MarketSnapshot,IVV_2026-04-10
DailyBacktest:IVV_2026-04-10,DailyBacktest,IVV_2026-04-10
AgentValue:105184.16880067528,AgentValue,105184.16880067528
BuyHoldValue:112567.37178214466,BuyHoldValue,112567.37178214466
MarketSnapshot:IVV_2026-04-13,MarketSnapshot,IVV_2026-04-13
DailyBacktest:IVV_2026-04-13,DailyBacktest,IVV_2026-04-13
AgentValue:104360.60421923673,AgentValue,104360.60421923673
BuyHoldValue:111465.65536556729,BuyHoldValue,111465.65536556729
MarketSnapshot:IVV_2026-04-14,MarketSnapshot,IVV_2026-04-14
DailyBacktest:IVV_2026-04-14,DailyBacktest,IVV_2026-04-14
AgentValue:104417.19446057921,AgentValue,104417.19446057921
BuyHoldValue:111541.20911961231,BuyHoldValue,111541.20911961231
MarketSnapshot:IVV_2026-04-15,MarketSnapshot,IVV_2026-04-15
DailyBacktest:IVV_2026-04-15,DailyBacktest,IVV_2026-04-15
AgentValue:103430.1928935008,AgentValue,103430.1928935008
BuyHoldValue:110223.2826425171,BuyHoldValue,110223.2826425171
MarketSnapshot:IVV_2026-04-16,MarketSnapshot,IVV_2026-04-16
DailyBacktest:IVV_2026-04-16,DailyBacktest,IVV_2026-04-16
AgentValue:102903.82400071317,AgentValue,102903.82400071317
BuyHoldValue:109522.10794655936,BuyHoldValue,109522.10794655936
MarketSnapshot:IVV_2026-04-17,MarketSnapshot,IVV_2026-04-17
DailyBacktest:IVV_2026-04-17,DailyBacktest,IVV_2026-04-17
AgentValue:103189.49281340987,AgentValue,103189.49281340987
BuyHoldValue:109902.16003457647,BuyHoldValue,109902.16003457647
MarketSnapshot:IVV_2026-04-20,MarketSnapshot,IVV_2026-04-20
DailyBacktest:IVV_2026-04-20,DailyBacktest,IVV_2026-04-20
AgentValue:104172.11437577425,AgentValue,104172.11437577425
BuyHoldValue:111210.3386734093,BuyHoldValue,111210.3386734093
MarketSnapshot:IVV_2026-04-21,MarketSnapshot,IVV_2026-04-21
DailyBacktest:IVV_2026-04-21,DailyBacktest,IVV_2026-04-21
AgentValue:104708.61032549651,AgentValue,104708.61032549651
BuyHoldValue:111926.26798691903,BuyHoldValue,111926.26798691903
MarketSnapshot:IVV_2026-04-22,MarketSnapshot,IVV_2026-04-22
DailyBacktest:IVV_2026-04-22,DailyBacktest,IVV_2026-04-22
AgentValue:102818.58681399807,AgentValue,102818.58681399807
BuyHoldValue:109400.8873449648,BuyHoldValue,109400.8873449648
MarketSnapshot:IVV_2026-04-23,MarketSnapshot,IVV_2026-04-23
DailyBacktest:IVV_2026-04-23,DailyBacktest,IVV_2026-04-23
AgentValue:103097.73247392269,AgentValue,103097.73247392269
BuyHoldValue:109772.15755787745,BuyHoldValue,109772.15755787745
MarketSnapshot:IVV_2026-04-24,MarketSnapshot,IVV_2026-04-24
DailyBacktest:IVV_2026-04-24,DailyBacktest,IVV_2026-04-24
AgentValue:103186.01182351359,AgentValue,103186.01182351359
BuyHoldValue:109889.65062052617,BuyHoldValue,109889.65062052617
MarketSnapshot:IVV_2026-04-27,MarketSnapshot,IVV_2026-04-27
DailyBacktest:IVV_2026-04-27,DailyBacktest,IVV_2026-04-27
AgentValue:103556.56540986501,AgentValue,103556.56540986501
BuyHoldValue:110382.9345867917,BuyHoldValue,110382.9345867917
MarketSnapshot:IVV_2026-04-28,MarketSnapshot,IVV_2026-04-28
DailyBacktest:IVV_2026-04-28,DailyBacktest,IVV_2026-04-28
AgentValue:104924.51423709153,AgentValue,104924.51423709153
BuyHoldValue:112205.58828957952,BuyHoldValue,112205.58828957952
MarketSnapshot:IVV_2026-04-29,MarketSnapshot,IVV_2026-04-29
DailyBacktest:IVV_2026-04-29,DailyBacktest,IVV_2026-04-29
AgentValue:103222.01890948504,AgentValue,103222.01890948504
BuyHoldValue:109929.79159917633,BuyHoldValue,109929.79159917633
MarketSnapshot:IVV_2026-04-30,MarketSnapshot,IVV_2026-04-30
DailyBacktest:IVV_2026-04-30,DailyBacktest,IVV_2026-04-30
AgentValue:102762.80196331939,AgentValue,102762.80196331939
BuyHoldValue:109318.46826278786,BuyHoldValue,109318.46826278786
MarketSnapshot:IVV_2026-05-01,MarketSnapshot,IVV_2026-05-01
DailyBacktest:IVV_2026-05-01,DailyBacktest,IVV_2026-05-01
AgentValue:103277.36106329382,AgentValue,103277.36106329382
BuyHoldValue:110002.6994676255,BuyHoldValue,110002.6994676255
MarketSnapshot:IVV_2026-05-04,MarketSnapshot,IVV_2026-05-04
DailyBacktest:IVV_2026-05-04,DailyBacktest,IVV_2026-05-04
AgentValue:101999.53555760683,AgentValue,101999.53555760683
BuyHoldValue:108301.40387841105,BuyHoldValue,108301.40387841105
MarketSnapshot:IVV_2026-05-05,MarketSnapshot,IVV_2026-05-05
DailyBacktest:IVV_2026-05-05,DailyBacktest,IVV_2026-05-05
AgentValue:103232.46436682816,AgentValue,103232.46436682816
BuyHoldValue:109937.78290934049,BuyHoldValue,109937.78290934049
MarketSnapshot:IVV_2026-05-06,MarketSnapshot,IVV_2026-05-06
DailyBacktest:IVV_2026-05-06,DailyBacktest,IVV_2026-05-06
AgentValue:103565.58034401013,AgentValue,103565.58034401013
BuyHoldValue:110381.2242265618,BuyHoldValue,110381.2242265618
MarketSnapshot:IVV_2026-05-07,MarketSnapshot,IVV_2026-05-07
DailyBacktest:IVV_2026-05-07,DailyBacktest,IVV_2026-05-07
AgentValue:104295.99440093701,AgentValue,104295.99440093701
BuyHoldValue:111354.32742272108,BuyHoldValue,111354.32742272108
MarketSnapshot:IVV_2026-05-08,MarketSnapshot,IVV_2026-05-08
DailyBacktest:IVV_2026-05-08,DailyBacktest,IVV_2026-05-08
AgentValue:103960.61373820924,AgentValue,103960.61373820924
BuyHoldValue:110757.5309630688,BuyHoldValue,110757.5309630688
MarketSnapshot:IVV_2026-05-11,MarketSnapshot,IVV_2026-05-11
DailyBacktest:IVV_2026-05-11,DailyBacktest,IVV_2026-05-11
AgentValue:104490.04170297479,AgentValue,104490.04170297479
BuyHoldValue:111697.60066978638,BuyHoldValue,111697.60066978638
MarketSnapshot:IVV_2026-05-12,MarketSnapshot,IVV_2026-05-12
DailyBacktest:IVV_2026-05-12,DailyBacktest,IVV_2026-05-12
AgentValue:105181.85243639484,AgentValue,105181.85243639484
BuyHoldValue:112930.1519218997,BuyHoldValue,112930.1519218997
MarketSnapshot:IVV_2026-05-13,MarketSnapshot,IVV_2026-05-13
DailyBacktest:IVV_2026-05-13,DailyBacktest,IVV_2026-05-13
AgentValue:105350.90787470496,AgentValue,105350.90787470496
BuyHoldValue:113232.66697700598,BuyHoldValue,113232.66697700598
MarketSnapshot:IVV_2026-05-14,MarketSnapshot,IVV_2026-05-14
DailyBacktest:IVV_2026-05-14,DailyBacktest,IVV_2026-05-14
AgentValue:105521.19764647335,AgentValue,105521.19764647335
BuyHoldValue:113537.71679266857,BuyHoldValue,113537.71679266857
MarketSnapshot:IVV_2026-05-15,MarketSnapshot,IVV_2026-05-15
DailyBacktest:IVV_2026-05-15,DailyBacktest,IVV_2026-05-15
AgentValue:105714.51875228692,AgentValue,105714.51875228692
BuyHoldValue:113884.39653492982,BuyHoldValue,113884.39653492982
MarketSnapshot:IVV_2026-05-18,MarketSnapshot,IVV_2026-05-18
DailyBacktest:IVV_2026-05-18,DailyBacktest,IVV_2026-05-18
AgentValue:105189.11002615097,AgentValue,105189.11002615097
BuyHoldValue:112941.04052895571,BuyHoldValue,112941.04052895571
MarketSnapshot:IVV_2026-05-19,MarketSnapshot,IVV_2026-05-19
DailyBacktest:IVV_2026-05-19,DailyBacktest,IVV_2026-05-19
AgentValue:105118.08927578958,AgentValue,105118.08927578958
BuyHoldValue:112813.94946659876,BuyHoldValue,112813.94946659876
MarketSnapshot:IVV_2026-05-20,MarketSnapshot,IVV_2026-05-20
DailyBacktest:IVV_2026-05-20,DailyBacktest,IVV_2026-05-20
AgentValue:105043.96681144011,AgentValue,105043.96681144011
BuyHoldValue:112681.36765622608,BuyHoldValue,112681.36765622608
MarketSnapshot:IVV_2026-05-21,MarketSnapshot,IVV_2026-05-21
DailyBacktest:IVV_2026-05-21,DailyBacktest,IVV_2026-05-21
AgentValue:105307.66531864766,AgentValue,105307.66531864766
BuyHoldValue:113152.81958476933,BuyHoldValue,113152.81958476933
MarketSnapshot:IVV_2026-05-22,MarketSnapshot,IVV_2026-05-22
DailyBacktest:IVV_2026-05-22,DailyBacktest,IVV_2026-05-22
AgentValue:105961.51487139119,AgentValue,105961.51487139119
BuyHoldValue:114323.75239789522,BuyHoldValue,114323.75239789522
MarketSnapshot:IVV_2026-05-25,MarketSnapshot,IVV_2026-05-25
DailyBacktest:IVV_2026-05-25,DailyBacktest,IVV_2026-05-25
AgentValue:105310.78226875943,AgentValue,105310.78226875943
BuyHoldValue:113153.60754183112,BuyHoldValue,113153.60754183112
MarketSnapshot:IVV_2025-08-29,MarketSnapshot,IVV_2025-08-29
MarketRegime:sideways,MarketRegime,sideways
AgentWeight:IVV_2025-08-29_technical,AgentWeight,IVV_2025-08-29_technical
AgentTrust:IVV_2025-08-29_technical,AgentTrust,IVV_2025-08-29_technical
AgentWeight:IVV_2025-08-29_bull,AgentWeight,IVV_2025-08-29_bull
Weight:0.14,Weight,0.14
AgentTrust:IVV_2025-08-29_bull,AgentTrust,IVV_2025-08-29_bull
AgentWeight:IVV_2025-08-29_bear,AgentWeight,IVV_2025-08-29_bear
Weight:0.16,Weight,0.16
AgentTrust:IVV_2025-08-29_bear,AgentTrust,IVV_2025-08-29_bear
AgentWeight:IVV_2025-08-29_risk,AgentWeight,IVV_2025-08-29_risk
AgentTrust:IVV_2025-08-29_risk,AgentTrust,IVV_2025-08-29_risk
AgentWeight:IVV_2025-08-29_debate_judge,AgentWeight,IVV_2025-08-29_debate_judge
Weight:0.2,Weight,0.2
AgentTrust:IVV_2025-08-29_debate_judge,AgentTrust,IVV_2025-08-29_debate_judge
AgentWeight:IVV_2025-09-25_technical,AgentWeight,IVV_2025-09-25_technical
Weight:0.250353,Weight,0.250353
AgentTrust:IVV_2025-09-25_technical,AgentTrust,IVV_2025-09-25_technical
Trust:0.4987,Trust,0.4987
AgentWeight:IVV_2025-09-25_bull,AgentWeight,IVV_2025-09-25_bull
AgentTrust:IVV_2025-09-25_bull,AgentTrust,IVV_2025-09-25_bull
AgentWeight:IVV_2025-09-25_bear,AgentWeight,IVV_2025-09-25_bear
Weight:0.11983,Weight,0.11983
AgentTrust:IVV_2025-09-25_bear,AgentTrust,IVV_2025-09-25_bear
AgentWeight:IVV_2025-09-25_risk,AgentWeight,IVV_2025-09-25_risk
Weight:0.149788,Weight,0.149788
AgentTrust:IVV_2025-09-25_risk,AgentTrust,IVV_2025-09-25_risk
AgentWeight:IVV_2025-09-25_debate_judge,AgentWeight,IVV_2025-09-25_debate_judge
Weight:0.229675,Weight,0.229675
AgentTrust:IVV_2025-09-25_debate_judge,AgentTrust,IVV_2025-09-25_debate_judge
AgentWeight:IVV_2025-10-23_technical,AgentWeight,IVV_2025-10-23_technical
Weight:0.160029,Weight,0.160029
AgentTrust:IVV_2025-10-23_technical,AgentTrust,IVV_2025-10-23_technical
Trust:0.497434,Trust,0.497434
AgentWeight:IVV_2025-10-23_bull,AgentWeight,IVV_2025-10-23_bull
Weight:0.100018,Weight,0.100018
AgentTrust:IVV_2025-10-23_bull,AgentTrust,IVV_2025-10-23_bull
AgentWeight:IVV_2025-10-23_bear,AgentWeight,IVV_2025-10-23_bear
