subject,predicate,object,date,source,confidence
MarketSnapshot:IVV_2025-12-18,ASSIGNS_TRUST_WEIGHT,AgentWeight:IVV_2025-12-18_technical,2025-12-18,real_agent_history,1.0
AgentWeight:IVV_2025-12-18_technical,WEIGHT_OF_AGENT,Agent:technical,2025-12-18,real_agent_history,1.0
AgentWeight:IVV_2025-12-18_technical,HAS_WEIGHT_VALUE,Weight:0.160051,2025-12-18,real_agent_history,1.0
MarketSnapshot:IVV_2025-12-18,HAS_AGENT_TRUST,AgentTrust:IVV_2025-12-18_technical,2025-12-18,real_agent_history,1.0
AgentTrust:IVV_2025-12-18_technical,TRUST_OF_AGENT,Agent:technical,2025-12-18,real_agent_history,1.0
AgentTrust:IVV_2025-12-18_technical,HAS_TRUST_VALUE,Trust:0.495,2025-12-18,real_agent_history,1.0
MarketSnapshot:IVV_2025-12-18,ASSIGNS_TRUST_WEIGHT,AgentWeight:IVV_2025-12-18_bull,2025-12-18,real_agent_history,1.0
AgentWeight:IVV_2025-12-18_bull,WEIGHT_OF_AGENT,Agent:bull,2025-12-18,real_agent_history,1.0
AgentWeight:IVV_2025-12-18_bull,HAS_WEIGHT_VALUE,Weight:0.100032,2025-12-18,real_agent_history,1.0
MarketSnapshot:IVV_2025-12-18,HAS_AGENT_TRUST,AgentTrust:IVV_2025-12-18_bull,2025-12-18,real_agent_history,1.0
AgentTrust:IVV_2025-12-18_bull,TRUST_OF_AGENT,Agent:bull,2025-12-18,real_agent_history,1.0
AgentTrust:IVV_2025-12-18_bull,HAS_TRUST_VALUE,Trust:0.495,2025-12-18,real_agent_history,1.0
MarketSnapshot:IVV_2025-12-18,ASSIGNS_TRUST_WEIGHT,AgentWeight:IVV_2025-12-18_bear,2025-12-18,real_agent_history,1.0
AgentWeight:IVV_2025-12-18_bear,WEIGHT_OF_AGENT,Agent:bear,2025-12-18,real_agent_history,1.0
AgentWeight:IVV_2025-12-18_bear,HAS_WEIGHT_VALUE,Weight:0.247432,2025-12-18,real_agent_history,1.0
MarketSnapshot:IVV_2025-12-18,HAS_AGENT_TRUST,AgentTrust:IVV_2025-12-18_bear,2025-12-18,real_agent_history,1.0
AgentTrust:IVV_2025-12-18_bear,TRUST_OF_AGENT,Agent:bear,2025-12-18,real_agent_history,1.0
AgentTrust:IVV_2025-12-18_bear,HAS_TRUST_VALUE,Trust:0.477402,2025-12-18,real_agent_history,1.0
MarketSnapshot:IVV_2025-12-18,ASSIGNS_TRUST_WEIGHT,AgentWeight:IVV_2025-12-18_risk,2025-12-18,real_agent_history,1.0
AgentWeight:IVV_2025-12-18_risk,WEIGHT_OF_AGENT,Agent:risk,2025-12-18,real_agent_history,1.0
AgentWeight:IVV_2025-12-18_risk,HAS_WEIGHT_VALUE,Weight:0.254951,2025-12-18,real_agent_history,1.0
MarketSnapshot:IVV_2025-12-18,HAS_AGENT_TRUST,AgentTrust:IVV_2025-12-18_risk,2025-12-18,real_agent_history,1.0
AgentTrust:IVV_2025-12-18_risk,TRUST_OF_AGENT,Agent:risk,2025-12-18,real_agent_history,1.0
AgentTrust:IVV_2025-12-18_risk,HAS_TRUST_VALUE,Trust:0.527363,2025-12-18,real_agent_history,1.0
MarketSnapshot:IVV_2025-12-18,ASSIGNS_TRUST_WEIGHT,AgentWeight:IVV_2025-12-18_debate_judge,2025-12-18,real_agent_history,1.0
AgentWeight:IVV_2025-12-18_debate_judge,WEIGHT_OF_AGENT,Agent:debate_judge,2025-12-18,real_agent_history,1.0
AgentWeight:IVV_2025-12-18_debate_judge,HAS_WEIGHT_VALUE,Weight:0.237534,2025-12-18,real_agent_history,1.0
MarketSnapshot:IVV_2025-12-18,HAS_AGENT_TRUST,AgentTrust:IVV_2025-12-18_debate_judge,2025-12-18,real_agent_history,1.0
AgentTrust:IVV_2025-12-18_debate_judge,TRUST_OF_AGENT,Agent:debate_judge,2025-12-18,real_agent_history,1.0
AgentTrust:IVV_2025-12-18_debate_judge,HAS_TRUST_VALUE,Trust:0.477402,2025-12-18,real_agent_history,1.0
MarketSnapshot:IVV_2026-01-15,HAS_MARKET_REGIME,MarketRegime:sideways,2026-01-15,real_agent_history,1.0
MarketSnapshot:IVV_2026-01-15,ASSIGNS_TRUST_WEIGHT,AgentWeight:IVV_2026-01-15_technical,2026-01-15,real_agent_history,1.0
AgentWeight:IVV_2026-01-15_technical,WEIGHT_OF_AGENT,Agent:technical,2026-01-15,real_agent_history,1.0
AgentWeight:IVV_2026-01-15_technical,HAS_WEIGHT_VALUE,Weight:0.250172,2026-01-15,real_agent_history,1.0
MarketSnapshot:IVV_2026-01-15,HAS_AGENT_TRUST,AgentTrust:IVV_2026-01-15_technical,2026-01-15,real_agent_history,1.0
AgentTrust:IVV_2026-01-15_technical,TRUST_OF_AGENT,Agent:technical,2026-01-15,real_agent_history,1.0
AgentTrust:IVV_2026-01-15_technical,HAS_TRUST_VALUE,Trust:0.49383,2026-01-15,real_agent_history,1.0
MarketSnapshot:IVV_2026-01-15,ASSIGNS_TRUST_WEIGHT,AgentWeight:IVV_2026-01-15_bull,2026-01-15,real_agent_history,1.0
AgentWeight:IVV_2026-01-15_bull,WEIGHT_OF_AGENT,Agent:bull,2026-01-15,real_agent_history,1.0
AgentWeight:IVV_2026-01-15_bull,HAS_WEIGHT_VALUE,Weight:0.140096,2026-01-15,real_agent_history,1.0
MarketSnapshot:IVV_2026-01-15,HAS_AGENT_TRUST,AgentTrust:IVV_2026-01-15_bull,2026-01-15,real_agent_history,1.0
AgentTrust:IVV_2026-01-15_bull,TRUST_OF_AGENT,Agent:bull,2026-01-15,real_agent_history,1.0
AgentTrust:IVV_2026-01-15_bull,HAS_TRUST_VALUE,Trust:0.49383,2026-01-15,real_agent_history,1.0
MarketSnapshot:IVV_2026-01-15,ASSIGNS_TRUST_WEIGHT,AgentWeight:IVV_2026-01-15_bear,2026-01-15,real_agent_history,1.0
AgentWeight:IVV_2026-01-15_bear,WEIGHT_OF_AGENT,Agent:bear,2026-01-15,real_agent_history,1.0
AgentWeight:IVV_2026-01-15_bear,HAS_WEIGHT_VALUE,Weight:0.158034,2026-01-15,real_agent_history,1.0
MarketSnapshot:IVV_2026-01-15,HAS_AGENT_TRUST,AgentTrust:IVV_2026-01-15_bear,2026-01-15,real_agent_history,1.0
AgentTrust:IVV_2026-01-15_bear,TRUST_OF_AGENT,Agent:bear,2026-01-15,real_agent_history,1.0
AgentTrust:IVV_2026-01-15_bear,HAS_TRUST_VALUE,Trust:0.472306,2026-01-15,real_agent_history,1.0
MarketSnapshot:IVV_2026-01-15,ASSIGNS_TRUST_WEIGHT,AgentWeight:IVV_2026-01-15_risk,2026-01-15,real_agent_history,1.0
AgentWeight:IVV_2026-01-15_risk,WEIGHT_OF_AGENT,Agent:risk,2026-01-15,real_agent_history,1.0
AgentWeight:IVV_2026-01-15_risk,HAS_WEIGHT_VALUE,Weight:0.254155,2026-01-15,real_agent_history,1.0
MarketSnapshot:IVV_2026-01-15,HAS_AGENT_TRUST,AgentTrust:IVV_2026-01-15_risk,2026-01-15,real_agent_history,1.0
AgentTrust:IVV_2026-01-15_risk,TRUST_OF_AGENT,Agent:risk,2026-01-15,real_agent_history,1.0
AgentTrust:IVV_2026-01-15_risk,HAS_TRUST_VALUE,Trust:0.520268,2026-01-15,real_agent_history,1.0
MarketSnapshot:IVV_2026-01-15,ASSIGNS_TRUST_WEIGHT,AgentWeight:IVV_2026-01-15_debate_judge,2026-01-15,real_agent_history,1.0
AgentWeight:IVV_2026-01-15_debate_judge,WEIGHT_OF_AGENT,Agent:debate_judge,2026-01-15,real_agent_history,1.0
AgentWeight:IVV_2026-01-15_debate_judge,HAS_WEIGHT_VALUE,Weight:0.197543,2026-01-15,real_agent_history,1.0
MarketSnapshot:IVV_2026-01-15,HAS_AGENT_TRUST,AgentTrust:IVV_2026-01-15_debate_judge,2026-01-15,real_agent_history,1.0
AgentTrust:IVV_2026-01-15_debate_judge,TRUST_OF_AGENT,Agent:debate_judge,2026-01-15,real_agent_history,1.0
AgentTrust:IVV_2026-01-15_debate_judge,HAS_TRUST_VALUE,Trust:0.472306,2026-01-15,real_agent_history,1.0
MarketSnapshot:IVV_2026-02-12,HAS_MARKET_REGIME,MarketRegime:sideways,2026-02-12,real_agent_history,1.0
MarketSnapshot:IVV_2026-02-12,ASSIGNS_TRUST_WEIGHT,AgentWeight:IVV_2026-02-12_technical,2026-02-12,real_agent_history,1.0
AgentWeight:IVV_2026-02-12_technical,WEIGHT_OF_AGENT,Agent:technical,2026-02-12,real_agent_history,1.0
AgentWeight:IVV_2026-02-12_technical,HAS_WEIGHT_VALUE,Weight:0.248385,2026-02-12,real_agent_history,1.0
MarketSnapshot:IVV_2026-02-12,HAS_AGENT_TRUST,AgentTrust:IVV_2026-02-12_technical,2026-02-12,real_agent_history,1.0
AgentTrust:IVV_2026-02-12_technical,TRUST_OF_AGENT,Agent:technical,2026-02-12,real_agent_history,1.0
AgentTrust:IVV_2026-02-12_technical,HAS_TRUST_VALUE,Trust:0.49269,2026-02-12,real_agent_history,1.0
MarketSnapshot:IVV_2026-02-12,ASSIGNS_TRUST_WEIGHT,AgentWeight:IVV_2026-02-12_bull,2026-02-12,real_agent_history,1.0
AgentWeight:IVV_2026-02-12_bull,WEIGHT_OF_AGENT,Agent:bull,2026-02-12,real_agent_history,1.0
AgentWeight:IVV_2026-02-12_bull,HAS_WEIGHT_VALUE,Weight:0.140889,2026-02-12,real_agent_history,1.0
MarketSnapshot:IVV_2026-02-12,HAS_AGENT_TRUST,AgentTrust:IVV_2026-02-12_bull,2026-02-12,real_agent_history,1.0
AgentTrust:IVV_2026-02-12_bull,TRUST_OF_AGENT,Agent:bull,2026-02-12,real_agent_history,1.0
AgentTrust:IVV_2026-02-12_bull,HAS_TRUST_VALUE,Trust:0.514077,2026-02-12,real_agent_history,1.0
MarketSnapshot:IVV_2026-02-12,ASSIGNS_TRUST_WEIGHT,AgentWeight:IVV_2026-02-12_bear,2026-02-12,real_agent_history,1.0
AgentWeight:IVV_2026-02-12_bear,WEIGHT_OF_AGENT,Agent:bear,2026-02-12,real_agent_history,1.0
AgentWeight:IVV_2026-02-12_bear,HAS_WEIGHT_VALUE,Weight:0.156545,2026-02-12,real_agent_history,1.0
MarketSnapshot:IVV_2026-02-12,HAS_AGENT_TRUST,AgentTrust:IVV_2026-02-12_bear,2026-02-12,real_agent_history,1.0
AgentTrust:IVV_2026-02-12_bear,TRUST_OF_AGENT,Agent:bear,2026-02-12,real_agent_history,1.0
AgentTrust:IVV_2026-02-12_bear,HAS_TRUST_VALUE,Trust:0.467414,2026-02-12,real_agent_history,1.0
MarketSnapshot:IVV_2026-02-12,ASSIGNS_TRUST_WEIGHT,AgentWeight:IVV_2026-02-12_risk,2026-02-12,real_agent_history,1.0
AgentWeight:IVV_2026-02-12_risk,WEIGHT_OF_AGENT,Agent:risk,2026-02-12,real_agent_history,1.0
AgentWeight:IVV_2026-02-12_risk,HAS_WEIGHT_VALUE,Weight:0.255386,2026-02-12,real_agent_history,1.0
MarketSnapshot:IVV_2026-02-12,HAS_AGENT_TRUST,AgentTrust:IVV_2026-02-12_risk,2026-02-12,real_agent_history,1.0
AgentTrust:IVV_2026-02-12_risk,TRUST_OF_AGENT,Agent:risk,2026-02-12,real_agent_history,1.0
AgentTrust:IVV_2026-02-12_risk,HAS_TRUST_VALUE,Trust:0.539457,2026-02-12,real_agent_history,1.0
MarketSnapshot:IVV_2026-02-12,ASSIGNS_TRUST_WEIGHT,AgentWeight:IVV_2026-02-12_debate_judge,2026-02-12,real_agent_history,1.0
AgentWeight:IVV_2026-02-12_debate_judge,WEIGHT_OF_AGENT,Agent:debate_judge,2026-02-12,real_agent_history,1.0
AgentWeight:IVV_2026-02-12_debate_judge,HAS_WEIGHT_VALUE,Weight:0.198795,2026-02-12,real_agent_history,1.0
MarketSnapshot:IVV_2026-02-12,HAS_AGENT_TRUST,AgentTrust:IVV_2026-02-12_debate_judge,2026-02-12,real_agent_history,1.0
AgentTrust:IVV_2026-02-12_debate_judge,TRUST_OF_AGENT,Agent:debate_judge,2026-02-12,real_agent_history,1.0
AgentTrust:IVV_2026-02-12_debate_judge,HAS_TRUST_VALUE,Trust:0.493414,2026-02-12,real_agent_history,1.0
MarketSnapshot:IVV_2026-03-12,HAS_MARKET_REGIME,MarketRegime:bullish,2026-03-12,real_agent_history,1.0
MarketSnapshot:IVV_2026-03-12,ASSIGNS_TRUST_WEIGHT,AgentWeight:IVV_2026-03-12_technical,2026-03-12,real_agent_history,1.0
AgentWeight:IVV_2026-03-12_technical,WEIGHT_OF_AGENT,Agent:technical,2026-03-12,real_agent_history,1.0
AgentWeight:IVV_2026-03-12_technical,HAS_WEIGHT_VALUE,Weight:0.248965,2026-03-12,real_agent_history,1.0
MarketSnapshot:IVV_2026-03-12,HAS_AGENT_TRUST,AgentTrust:IVV_2026-03-12_technical,2026-03-12,real_agent_history,1.0
AgentTrust:IVV_2026-03-12_technical,TRUST_OF_AGENT,Agent:technical,2026-03-12,real_agent_history,1.0
AgentTrust:IVV_2026-03-12_technical,HAS_TRUST_VALUE,Trust:0.49158,2026-03-12,real_agent_history,1.0
MarketSnapshot:IVV_2026-03-12,ASSIGNS_TRUST_WEIGHT,AgentWeight:IVV_2026-03-12_bull,2026-03-12,real_agent_history,1.0
AgentWeight:IVV_2026-03-12_bull,WEIGHT_OF_AGENT,Agent:bull,2026-03-12,real_agent_history,1.0
AgentWeight:IVV_2026-03-12_bull,HAS_WEIGHT_VALUE,Weight:0.252093,2026-03-12,real_agent_history,1.0
MarketSnapshot:IVV_2026-03-12,HAS_AGENT_TRUST,AgentTrust:IVV_2026-03-12_bull,2026-03-12,real_agent_history,1.0
AgentTrust:IVV_2026-03-12_bull,TRUST_OF_AGENT,Agent:bull,2026-03-12,real_agent_history,1.0
AgentTrust:IVV_2026-03-12_bull,HAS_TRUST_VALUE,Trust:0.512411,2026-03-12,real_agent_history,1.0
MarketSnapshot:IVV_2026-03-12,ASSIGNS_TRUST_WEIGHT,AgentWeight:IVV_2026-03-12_bear,2026-03-12,real_agent_history,1.0
AgentWeight:IVV_2026-03-12_bear,WEIGHT_OF_AGENT,Agent:bear,2026-03-12,real_agent_history,1.0
AgentWeight:IVV_2026-03-12_bear,HAS_WEIGHT_VALUE,Weight:0.117423,2026-03-12,real_agent_history,1.0
MarketSnapshot:IVV_2026-03-12,HAS_AGENT_TRUST,AgentTrust:IVV_2026-03-12_bear,2026-03-12,real_agent_history,1.0
AgentTrust:IVV_2026-03-12_bear,TRUST_OF_AGENT,Agent:bear,2026-03-12,real_agent_history,1.0
AgentTrust:IVV_2026-03-12_bear,HAS_TRUST_VALUE,Trust:0.462717,2026-03-12,real_agent_history,1.0
MarketSnapshot:IVV_2026-03-12,ASSIGNS_TRUST_WEIGHT,AgentWeight:IVV_2026-03-12_risk,2026-03-12,real_agent_history,1.0
AgentWeight:IVV_2026-03-12_risk,WEIGHT_OF_AGENT,Agent:risk,2026-03-12,real_agent_history,1.0
AgentWeight:IVV_2026-03-12_risk,HAS_WEIGHT_VALUE,Weight:0.153009,2026-03-12,real_agent_history,1.0
MarketSnapshot:IVV_2026-03-12,HAS_AGENT_TRUST,AgentTrust:IVV_2026-03-12_risk,2026-03-12,real_agent_history,1.0
AgentTrust:IVV_2026-03-12_risk,TRUST_OF_AGENT,Agent:risk,2026-03-12,real_agent_history,1.0
AgentTrust:IVV_2026-03-12_risk,HAS_TRUST_VALUE,Trust:0.531879,2026-03-12,real_agent_history,1.0
MarketSnapshot:IVV_2026-03-12,ASSIGNS_TRUST_WEIGHT,AgentWeight:IVV_2026-03-12_debate_judge,2026-03-12,real_agent_history,1.0
AgentWeight:IVV_2026-03-12_debate_judge,WEIGHT_OF_AGENT,Agent:debate_judge,2026-03-12,real_agent_history,1.0
AgentWeight:IVV_2026-03-12_debate_judge,HAS_WEIGHT_VALUE,Weight:0.228509,2026-03-12,real_agent_history,1.0
MarketSnapshot:IVV_2026-03-12,HAS_AGENT_TRUST,AgentTrust:IVV_2026-03-12_debate_judge,2026-03-12,real_agent_history,1.0
AgentTrust:IVV_2026-03-12_debate_judge,TRUST_OF_AGENT,Agent:debate_judge,2026-03-12,real_agent_history,1.0
AgentTrust:IVV_2026-03-12_debate_judge,HAS_TRUST_VALUE,Trust:0.487677,2026-03-12,real_agent_history,1.0
MarketSnapshot:IVV_2026-04-09,HAS_MARKET_REGIME,MarketRegime:bullish,2026-04-09,real_agent_history,1.0
MarketSnapshot:IVV_2026-04-09,ASSIGNS_TRUST_WEIGHT,AgentWeight:IVV_2026-04-09_technical,2026-04-09,real_agent_history,1.0
AgentWeight:IVV_2026-04-09_technical,WEIGHT_OF_AGENT,Agent:technical,2026-04-09,real_agent_history,1.0
AgentWeight:IVV_2026-04-09_technical,HAS_WEIGHT_VALUE,Weight:0.248548,2026-04-09,real_agent_history,1.0
MarketSnapshot:IVV_2026-04-09,HAS_AGENT_TRUST,AgentTrust:IVV_2026-04-09_technical,2026-04-09,real_agent_history,1.0
AgentTrust:IVV_2026-04-09_technical,TRUST_OF_AGENT,Agent:technical,2026-04-09,real_agent_history,1.0
AgentTrust:IVV_2026-04-09_technical,HAS_TRUST_VALUE,Trust:0.490499,2026-04-09,real_agent_history,1.0
MarketSnapshot:IVV_2026-04-09,ASSIGNS_TRUST_WEIGHT,AgentWeight:IVV_2026-04-09_bull,2026-04-09,real_agent_history,1.0
AgentWeight:IVV_2026-04-09_bull,WEIGHT_OF_AGENT,Agent:bull,2026-04-09,real_agent_history,1.0
AgentWeight:IVV_2026-04-09_bull,HAS_WEIGHT_VALUE,Weight:0.25476,2026-04-09,real_agent_history,1.0
MarketSnapshot:IVV_2026-04-09,HAS_AGENT_TRUST,AgentTrust:IVV_2026-04-09_bull,2026-04-09,real_agent_history,1.0
AgentTrust:IVV_2026-04-09_bull,TRUST_OF_AGENT,Agent:bull,2026-04-09,real_agent_history,1.0
AgentTrust:IVV_2026-04-09_bull,HAS_TRUST_VALUE,Trust:0.531915,2026-04-09,real_agent_history,1.0
MarketSnapshot:IVV_2026-04-09,ASSIGNS_TRUST_WEIGHT,AgentWeight:IVV_2026-04-09_bear,2026-04-09,real_agent_history,1.0
AgentWeight:IVV_2026-04-09_bear,WEIGHT_OF_AGENT,Agent:bear,2026-04-09,real_agent_history,1.0
AgentWeight:IVV_2026-04-09_bear,HAS_WEIGHT_VALUE,Weight:0.116978,2026-04-09,real_agent_history,1.0
MarketSnapshot:IVV_2026-04-09,HAS_AGENT_TRUST,AgentTrust:IVV_2026-04-09_bear,2026-04-09,real_agent_history,1.0
AgentTrust:IVV_2026-04-09_bear,TRUST_OF_AGENT,Agent:bear,2026-04-09,real_agent_history,1.0
AgentTrust:IVV_2026-04-09_bear,HAS_TRUST_VALUE,Trust:0.458208,2026-04-09,real_agent_history,1.0
MarketSnapshot:IVV_2026-04-09,ASSIGNS_TRUST_WEIGHT,AgentWeight:IVV_2026-04-09_risk,2026-04-09,real_agent_history,1.0
AgentWeight:IVV_2026-04-09_risk,WEIGHT_OF_AGENT,Agent:risk,2026-04-09,real_agent_history,1.0
AgentWeight:IVV_2026-04-09_risk,HAS_WEIGHT_VALUE,Weight:0.152198,2026-04-09,real_agent_history,1.0
MarketSnapshot:IVV_2026-04-09,HAS_AGENT_TRUST,AgentTrust:IVV_2026-04-09_risk,2026-04-09,real_agent_history,1.0
AgentTrust:IVV_2026-04-09_risk,TRUST_OF_AGENT,Agent:risk,2026-04-09,real_agent_history,1.0
AgentTrust:IVV_2026-04-09_risk,HAS_TRUST_VALUE,Trust:0.524604,2026-04-09,real_agent_history,1.0
MarketSnapshot:IVV_2026-04-09,ASSIGNS_TRUST_WEIGHT,AgentWeight:IVV_2026-04-09_debate_judge,2026-04-09,real_agent_history,1.0
AgentWeight:IVV_2026-04-09_debate_judge,WEIGHT_OF_AGENT,Agent:debate_judge,2026-04-09,real_agent_history,1.0
AgentWeight:IVV_2026-04-09_debate_judge,HAS_WEIGHT_VALUE,Weight:0.227515,2026-04-09,real_agent_history,1.0
MarketSnapshot:IVV_2026-04-09,HAS_AGENT_TRUST,AgentTrust:IVV_2026-04-09_debate_judge,2026-04-09,real_agent_history,1.0
AgentTrust:IVV_2026-04-09_debate_judge,TRUST_OF_AGENT,Agent:debate_judge,2026-04-09,real_agent_history,1.0
AgentTrust:IVV_2026-04-09_debate_judge,HAS_TRUST_VALUE,Trust:0.48217,2026-04-09,real_agent_history,1.0
MarketSnapshot:IVV_2026-05-07,HAS_MARKET_REGIME,MarketRegime:sideways,2026-05-07,real_agent_history,1.0
MarketSnapshot:IVV_2026-05-07,ASSIGNS_TRUST_WEIGHT,AgentWeight:IVV_2026-05-07_technical,2026-05-07,real_agent_history,1.0
AgentWeight:IVV_2026-05-07_technical,WEIGHT_OF_AGENT,Agent:technical,2026-05-07,real_agent_history,1.0
AgentWeight:IVV_2026-05-07_technical,HAS_WEIGHT_VALUE,Weight:0.246966,2026-05-07,real_agent_history,1.0
MarketSnapshot:IVV_2026-05-07,HAS_AGENT_TRUST,AgentTrust:IVV_2026-05-07_technical,2026-05-07,real_agent_history,1.0
AgentTrust:IVV_2026-05-07_technical,TRUST_OF_AGENT,Agent:technical,2026-05-07,real_agent_history,1.0
AgentTrust:IVV_2026-05-07_technical,HAS_TRUST_VALUE,Trust:0.489446,2026-05-07,real_agent_history,1.0
MarketSnapshot:IVV_2026-05-07,ASSIGNS_TRUST_WEIGHT,AgentWeight:IVV_2026-05-07_bull,2026-05-07,real_agent_history,1.0
AgentWeight:IVV_2026-05-07_bull,WEIGHT_OF_AGENT,Agent:bull,2026-05-07,real_agent_history,1.0
AgentWeight:IVV_2026-05-07_bull,HAS_WEIGHT_VALUE,Weight:0.141669,2026-05-07,real_agent_history,1.0
MarketSnapshot:IVV_2026-05-07,HAS_AGENT_TRUST,AgentTrust:IVV_2026-05-07_bull,2026-05-07,real_agent_history,1.0
AgentTrust:IVV_2026-05-07_bull,TRUST_OF_AGENT,Agent:bull,2026-05-07,real_agent_history,1.0
AgentTrust:IVV_2026-05-07_bull,HAS_TRUST_VALUE,Trust:0.529785,2026-05-07,real_agent_history,1.0
MarketSnapshot:IVV_2026-05-07,ASSIGNS_TRUST_WEIGHT,AgentWeight:IVV_2026-05-07_bear,2026-05-07,real_agent_history,1.0
AgentWeight:IVV_2026-05-07_bear,WEIGHT_OF_AGENT,Agent:bear,2026-05-07,real_agent_history,1.0
AgentWeight:IVV_2026-05-07_bear,HAS_WEIGHT_VALUE,Weight:0.157145,2026-05-07,real_agent_history,1.0
MarketSnapshot:IVV_2026-05-07,HAS_AGENT_TRUST,AgentTrust:IVV_2026-05-07_bear,2026-05-07,real_agent_history,1.0
AgentTrust:IVV_2026-05-07_bear,TRUST_OF_AGENT,Agent:bear,2026-05-07,real_agent_history,1.0
AgentTrust:IVV_2026-05-07_bear,HAS_TRUST_VALUE,Trust:0.47988,2026-05-07,real_agent_history,1.0
MarketSnapshot:IVV_2026-05-07,ASSIGNS_TRUST_WEIGHT,AgentWeight:IVV_2026-05-07_risk,2026-05-07,real_agent_history,1.0
AgentWeight:IVV_2026-05-07_risk,WEIGHT_OF_AGENT,Agent:risk,2026-05-07,real_agent_history,1.0
AgentWeight:IVV_2026-05-07_risk,HAS_WEIGHT_VALUE,Weight:0.255044,2026-05-07,real_agent_history,1.0
MarketSnapshot:IVV_2026-05-07,HAS_AGENT_TRUST,AgentTrust:IVV_2026-05-07_risk,2026-05-07,real_agent_history,1.0
AgentTrust:IVV_2026-05-07_risk,TRUST_OF_AGENT,Agent:risk,2026-05-07,real_agent_history,1.0
AgentTrust:IVV_2026-05-07_risk,HAS_TRUST_VALUE,Trust:0.54362,2026-05-07,real_agent_history,1.0
MarketSnapshot:IVV_2026-05-07,ASSIGNS_TRUST_WEIGHT,AgentWeight:IVV_2026-05-07_debate_judge,2026-05-07,real_agent_history,1.0
AgentWeight:IVV_2026-05-07_debate_judge,WEIGHT_OF_AGENT,Agent:debate_judge,2026-05-07,real_agent_history,1.0
AgentWeight:IVV_2026-05-07_debate_judge,HAS_WEIGHT_VALUE,Weight:0.199176,2026-05-07,real_agent_history,1.0
MarketSnapshot:IVV_2026-05-07,HAS_AGENT_TRUST,AgentTrust:IVV_2026-05-07_debate_judge,2026-05-07,real_agent_history,1.0
AgentTrust:IVV_2026-05-07_debate_judge,TRUST_OF_AGENT,Agent:debate_judge,2026-05-07,real_agent_history,1.0
AgentTrust:IVV_2026-05-07_debate_judge,HAS_TRUST_VALUE,Trust:0.502883,2026-05-07,real_agent_history,1.0
Decision:IVV_2025-08-29,TARGETS_ASSET,Asset:IVV,2025-08-29,real_agent_history,1.0
Decision:IVV_2025-08-29,EXECUTES,Trade:IVV_2025-08-29_BUY_0.6,2025-08-29,real_agent_history,1.0
Trade:IVV_2025-08-29_BUY_0.6,HAS_ACTION,Action:BUY,2025-08-29,real_agent_history,1.0
Trade:IVV_2025-08-29_BUY_0.6,HAS_TARGET_POSITION,Position:0.6,2025-08-29,real_agent_history,1.0
Trade:IVV_2025-08-29_BUY_0.6,HAS_CONFIDENCE,Confidence:0.5988,2025-08-29,real_agent_history,1.0
Trade:IVV_2025-08-29_BUY_0.6,HAS_WEIGHTED_SCORE,WeightedScore:0.125,2025-08-29,real_agent_history,1.0
Trade:IVV_2025-08-29_BUY_0.6,HAS_RISK_SUMMARY,RiskSummary:当前组合回撤为0，价格位于MA20之上，MACD信号线即将金叉，RSI中性偏弱，波动率处于正常范围，整体风险较低。,2025-08-29,real_agent_history,1.0
Decision:IVV_2025-09-25,TARGETS_ASSET,Asset:IVV,2025-09-25,real_agent_history,1.0
Decision:IVV_2025-09-25,EXECUTES,Trade:IVV_2025-09-25_BUY_0.8,2025-09-25,real_agent_history,1.0
Trade:IVV_2025-09-25_BUY_0.8,HAS_ACTION,Action:BUY,2025-09-25,real_agent_history,1.0
Trade:IVV_2025-09-25_BUY_0.8,HAS_TARGET_POSITION,Position:0.8,2025-09-25,real_agent_history,1.0
Trade:IVV_2025-09-25_BUY_0.8,HAS_CONFIDENCE,Confidence:0.5695,2025-09-25,real_agent_history,1.0
Trade:IVV_2025-09-25_BUY_0.8,HAS_WEIGHTED_SCORE,WeightedScore:0.012835,2025-09-25,real_agent_history,1.0
Trade:IVV_2025-09-25_BUY_0.8,HAS_RISK_SUMMARY,RiskSummary:RSI14为73.38，接近超买区域，且当前仓位0.6超过建议上限0.4，存在回调风险。,2025-09-25,real_agent_history,1.0
Decision:IVV_2025-10-23,TARGETS_ASSET,Asset:IVV,2025-10-23,real_agent_history,1.0
Decision:IVV_2025-10-23,EXECUTES,Trade:IVV_2025-10-23_SELL_0.0,2025-10-23,real_agent_history,1.0
Trade:IVV_2025-10-23_SELL_0.0,HAS_ACTION,Action:SELL,2025-10-23,real_agent_history,1.0
Trade:IVV_2025-10-23_SELL_0.0,HAS_TARGET_POSITION,Position:0.0,2025-10-23,real_agent_history,1.0
Trade:IVV_2025-10-23_SELL_0.0,HAS_CONFIDENCE,Confidence:0.8322,2025-10-23,real_agent_history,1.0
Trade:IVV_2025-10-23_SELL_0.0,HAS_WEIGHTED_SCORE,WeightedScore:-0.7063,2025-10-23,real_agent_history,1.0
Trade:IVV_2025-10-23_SELL_0.0,HAS_RISK_SUMMARY,RiskSummary:当前持仓0.8远超建议上限0.4；价格低于MA5和MA20，短期与中期均线空头排列；MACD负值且低于信号线，动量偏空；RSI低于40，接近超卖但未确认反转；组,2025-10-23,real_agent_history,1.0
Decision:IVV_2025-11-20,TARGETS_ASSET,Asset:IVV,2025-11-20,real_agent_history,1.0
