edge_id,source,target,predicate,predicate_safe,date,source_system,confidence
E420,Asset:AAPL,AssetClass:mega-cap stock,HAS_ASSET_CLASS,HAS_ASSET_CLASS,,real_agent_history,1.0
E421,Asset:AAPL,RiskStyle:medium_volatility,HAS_RISK_STYLE,HAS_RISK_STYLE,,real_agent_history,1.0
E422,MarketSnapshot:AAPL_2025-11-28,Asset:AAPL,SNAPSHOT_OF,SNAPSHOT_OF,2025-11-28,real_agent_history,1.0
E423,DailyBacktest:AAPL_2025-11-28,Asset:AAPL,DAILY_RESULT_OF,DAILY_RESULT_OF,2025-11-28,real_agent_history,1.0
E424,DailyBacktest:AAPL_2025-11-28,AgentValue:108460.34810078672,HAS_AGENT_VALUE,HAS_AGENT_VALUE,2025-11-28,real_agent_history,1.0
E425,DailyBacktest:AAPL_2025-11-28,BuyHoldValue:117046.29812565626,HAS_BUY_HOLD_VALUE,HAS_BUY_HOLD_VALUE,2025-11-28,real_agent_history,1.0
E426,DailyBacktest:AAPL_2025-11-28,Position:0.6,HAS_AGENT_POSITION,HAS_AGENT_POSITION,2025-11-28,real_agent_history,1.0
E427,Asset:AAPL,AssetClass:mega-cap stock,HAS_ASSET_CLASS,HAS_ASSET_CLASS,,real_agent_history,1.0
E428,Asset:AAPL,RiskStyle:medium_volatility,HAS_RISK_STYLE,HAS_RISK_STYLE,,real_agent_history,1.0
E429,MarketSnapshot:AAPL_2025-12-01,Asset:AAPL,SNAPSHOT_OF,SNAPSHOT_OF,2025-12-01,real_agent_history,1.0
E430,DailyBacktest:AAPL_2025-12-01,Asset:AAPL,DAILY_RESULT_OF,DAILY_RESULT_OF,2025-12-01,real_agent_history,1.0
E431,DailyBacktest:AAPL_2025-12-01,AgentValue:109452.18744848929,HAS_AGENT_VALUE,HAS_AGENT_VALUE,2025-12-01,real_agent_history,1.0
E432,DailyBacktest:AAPL_2025-12-01,BuyHoldValue:118830.22386467496,HAS_BUY_HOLD_VALUE,HAS_BUY_HOLD_VALUE,2025-12-01,real_agent_history,1.0
E433,DailyBacktest:AAPL_2025-12-01,Position:0.6,HAS_AGENT_POSITION,HAS_AGENT_POSITION,2025-12-01,real_agent_history,1.0
E434,Asset:AAPL,AssetClass:mega-cap stock,HAS_ASSET_CLASS,HAS_ASSET_CLASS,,real_agent_history,1.0
E435,Asset:AAPL,RiskStyle:medium_volatility,HAS_RISK_STYLE,HAS_RISK_STYLE,,real_agent_history,1.0
E436,MarketSnapshot:AAPL_2025-12-02,Asset:AAPL,SNAPSHOT_OF,SNAPSHOT_OF,2025-12-02,real_agent_history,1.0
E437,DailyBacktest:AAPL_2025-12-02,Asset:AAPL,DAILY_RESULT_OF,DAILY_RESULT_OF,2025-12-02,real_agent_history,1.0
E438,DailyBacktest:AAPL_2025-12-02,AgentValue:110168.97884884392,HAS_AGENT_VALUE,HAS_AGENT_VALUE,2025-12-02,real_agent_history,1.0
E439,DailyBacktest:AAPL_2025-12-02,BuyHoldValue:120127.23589878804,HAS_BUY_HOLD_VALUE,HAS_BUY_HOLD_VALUE,2025-12-02,real_agent_history,1.0
E440,DailyBacktest:AAPL_2025-12-02,Position:0.6,HAS_AGENT_POSITION,HAS_AGENT_POSITION,2025-12-02,real_agent_history,1.0
E441,Asset:AAPL,AssetClass:mega-cap stock,HAS_ASSET_CLASS,HAS_ASSET_CLASS,,real_agent_history,1.0
E442,Asset:AAPL,RiskStyle:medium_volatility,HAS_RISK_STYLE,HAS_RISK_STYLE,,real_agent_history,1.0
E443,MarketSnapshot:AAPL_2025-12-03,Asset:AAPL,SNAPSHOT_OF,SNAPSHOT_OF,2025-12-03,real_agent_history,1.0
E444,DailyBacktest:AAPL_2025-12-03,Asset:AAPL,DAILY_RESULT_OF,DAILY_RESULT_OF,2025-12-03,real_agent_history,1.0
E445,DailyBacktest:AAPL_2025-12-03,AgentValue:109697.79772865612,HAS_AGENT_VALUE,HAS_AGENT_VALUE,2025-12-03,real_agent_history,1.0
E446,DailyBacktest:AAPL_2025-12-03,BuyHoldValue:119270.95000404576,HAS_BUY_HOLD_VALUE,HAS_BUY_HOLD_VALUE,2025-12-03,real_agent_history,1.0
E447,DailyBacktest:AAPL_2025-12-03,Position:0.6,HAS_AGENT_POSITION,HAS_AGENT_POSITION,2025-12-03,real_agent_history,1.0
E448,Asset:AAPL,AssetClass:mega-cap stock,HAS_ASSET_CLASS,HAS_ASSET_CLASS,,real_agent_history,1.0
E449,Asset:AAPL,RiskStyle:medium_volatility,HAS_RISK_STYLE,HAS_RISK_STYLE,,real_agent_history,1.0
E450,MarketSnapshot:AAPL_2025-12-04,Asset:AAPL,SNAPSHOT_OF,SNAPSHOT_OF,2025-12-04,real_agent_history,1.0
E451,DailyBacktest:AAPL_2025-12-04,Asset:AAPL,DAILY_RESULT_OF,DAILY_RESULT_OF,2025-12-04,real_agent_history,1.0
E452,DailyBacktest:AAPL_2025-12-04,AgentValue:108898.66156660535,HAS_AGENT_VALUE,HAS_AGENT_VALUE,2025-12-04,real_agent_history,1.0
E453,DailyBacktest:AAPL_2025-12-04,BuyHoldValue:117822.82416493904,HAS_BUY_HOLD_VALUE,HAS_BUY_HOLD_VALUE,2025-12-04,real_agent_history,1.0
E454,DailyBacktest:AAPL_2025-12-04,Position:0.6,HAS_AGENT_POSITION,HAS_AGENT_POSITION,2025-12-04,real_agent_history,1.0
E455,Asset:AAPL,AssetClass:mega-cap stock,HAS_ASSET_CLASS,HAS_ASSET_CLASS,,real_agent_history,1.0
E456,Asset:AAPL,RiskStyle:medium_volatility,HAS_RISK_STYLE,HAS_RISK_STYLE,,real_agent_history,1.0
E457,MarketSnapshot:AAPL_2025-12-05,Asset:AAPL,SNAPSHOT_OF,SNAPSHOT_OF,2025-12-05,real_agent_history,1.0
E458,DailyBacktest:AAPL_2025-12-05,Asset:AAPL,DAILY_RESULT_OF,DAILY_RESULT_OF,2025-12-05,real_agent_history,1.0
E459,DailyBacktest:AAPL_2025-12-05,AgentValue:108451.73784987156,HAS_AGENT_VALUE,HAS_AGENT_VALUE,2025-12-05,real_agent_history,1.0
E460,DailyBacktest:AAPL_2025-12-05,BuyHoldValue:117016.90953852798,HAS_BUY_HOLD_VALUE,HAS_BUY_HOLD_VALUE,2025-12-05,real_agent_history,1.0
E461,DailyBacktest:AAPL_2025-12-05,Position:0.6,HAS_AGENT_POSITION,HAS_AGENT_POSITION,2025-12-05,real_agent_history,1.0
E462,Asset:AAPL,AssetClass:mega-cap stock,HAS_ASSET_CLASS,HAS_ASSET_CLASS,,real_agent_history,1.0
E463,Asset:AAPL,RiskStyle:medium_volatility,HAS_RISK_STYLE,HAS_RISK_STYLE,,real_agent_history,1.0
E464,MarketSnapshot:AAPL_2025-12-08,Asset:AAPL,SNAPSHOT_OF,SNAPSHOT_OF,2025-12-08,real_agent_history,1.0
E465,DailyBacktest:AAPL_2025-12-08,Asset:AAPL,DAILY_RESULT_OF,DAILY_RESULT_OF,2025-12-08,real_agent_history,1.0
E466,DailyBacktest:AAPL_2025-12-08,AgentValue:108244.0028598985,HAS_AGENT_VALUE,HAS_AGENT_VALUE,2025-12-08,real_agent_history,1.0
E467,DailyBacktest:AAPL_2025-12-08,BuyHoldValue:116643.34081245073,HAS_BUY_HOLD_VALUE,HAS_BUY_HOLD_VALUE,2025-12-08,real_agent_history,1.0
E468,DailyBacktest:AAPL_2025-12-08,Position:0.6,HAS_AGENT_POSITION,HAS_AGENT_POSITION,2025-12-08,real_agent_history,1.0
E469,Asset:AAPL,AssetClass:mega-cap stock,HAS_ASSET_CLASS,HAS_ASSET_CLASS,,real_agent_history,1.0
E470,Asset:AAPL,RiskStyle:medium_volatility,HAS_RISK_STYLE,HAS_RISK_STYLE,,real_agent_history,1.0
E471,MarketSnapshot:AAPL_2025-12-09,Asset:AAPL,SNAPSHOT_OF,SNAPSHOT_OF,2025-12-09,real_agent_history,1.0
E472,DailyBacktest:AAPL_2025-12-09,Asset:AAPL,DAILY_RESULT_OF,DAILY_RESULT_OF,2025-12-09,real_agent_history,1.0
E473,DailyBacktest:AAPL_2025-12-09,AgentValue:108078.06786336504,HAS_AGENT_VALUE,HAS_AGENT_VALUE,2025-12-09,real_agent_history,1.0
E474,DailyBacktest:AAPL_2025-12-09,BuyHoldValue:116345.3225721482,HAS_BUY_HOLD_VALUE,HAS_BUY_HOLD_VALUE,2025-12-09,real_agent_history,1.0
E475,DailyBacktest:AAPL_2025-12-09,Position:0.6,HAS_AGENT_POSITION,HAS_AGENT_POSITION,2025-12-09,real_agent_history,1.0
E476,Asset:AAPL,AssetClass:mega-cap stock,HAS_ASSET_CLASS,HAS_ASSET_CLASS,,real_agent_history,1.0
E477,Asset:AAPL,RiskStyle:medium_volatility,HAS_RISK_STYLE,HAS_RISK_STYLE,,real_agent_history,1.0
E478,MarketSnapshot:AAPL_2025-12-10,Asset:AAPL,SNAPSHOT_OF,SNAPSHOT_OF,2025-12-10,real_agent_history,1.0
E479,DailyBacktest:AAPL_2025-12-10,Asset:AAPL,DAILY_RESULT_OF,DAILY_RESULT_OF,2025-12-10,real_agent_history,1.0
E480,DailyBacktest:AAPL_2025-12-10,AgentValue:108452.38710606705,HAS_AGENT_VALUE,HAS_AGENT_VALUE,2025-12-10,real_agent_history,1.0
E481,DailyBacktest:AAPL_2025-12-10,BuyHoldValue:117016.90953852798,HAS_BUY_HOLD_VALUE,HAS_BUY_HOLD_VALUE,2025-12-10,real_agent_history,1.0
E482,DailyBacktest:AAPL_2025-12-10,Position:0.6,HAS_AGENT_POSITION,HAS_AGENT_POSITION,2025-12-10,real_agent_history,1.0
E483,Asset:AAPL,AssetClass:mega-cap stock,HAS_ASSET_CLASS,HAS_ASSET_CLASS,,real_agent_history,1.0
E484,Asset:AAPL,RiskStyle:medium_volatility,HAS_RISK_STYLE,HAS_RISK_STYLE,,real_agent_history,1.0
E485,MarketSnapshot:AAPL_2025-12-11,Asset:AAPL,SNAPSHOT_OF,SNAPSHOT_OF,2025-12-11,real_agent_history,1.0
E486,DailyBacktest:AAPL_2025-12-11,Asset:AAPL,DAILY_RESULT_OF,DAILY_RESULT_OF,2025-12-11,real_agent_history,1.0
E487,DailyBacktest:AAPL_2025-12-11,AgentValue:108277.32888317564,HAS_AGENT_VALUE,HAS_AGENT_VALUE,2025-12-11,real_agent_history,1.0
E488,DailyBacktest:AAPL_2025-12-11,BuyHoldValue:116702.10515326311,HAS_BUY_HOLD_VALUE,HAS_BUY_HOLD_VALUE,2025-12-11,real_agent_history,1.0
E489,DailyBacktest:AAPL_2025-12-11,Position:0.6,HAS_AGENT_POSITION,HAS_AGENT_POSITION,2025-12-11,real_agent_history,1.0
E490,Asset:AAPL,AssetClass:mega-cap stock,HAS_ASSET_CLASS,HAS_ASSET_CLASS,,real_agent_history,1.0
E491,Asset:AAPL,RiskStyle:medium_volatility,HAS_RISK_STYLE,HAS_RISK_STYLE,,real_agent_history,1.0
E492,MarketSnapshot:AAPL_2025-12-12,Asset:AAPL,SNAPSHOT_OF,SNAPSHOT_OF,2025-12-12,real_agent_history,1.0
E493,DailyBacktest:AAPL_2025-12-12,Asset:AAPL,DAILY_RESULT_OF,DAILY_RESULT_OF,2025-12-12,real_agent_history,1.0
E494,DailyBacktest:AAPL_2025-12-12,AgentValue:108335.7398240414,HAS_AGENT_VALUE,HAS_AGENT_VALUE,2025-12-12,real_agent_history,1.0
E495,DailyBacktest:AAPL_2025-12-12,BuyHoldValue:116807.03139272197,HAS_BUY_HOLD_VALUE,HAS_BUY_HOLD_VALUE,2025-12-12,real_agent_history,1.0
E496,DailyBacktest:AAPL_2025-12-12,Position:0.6,HAS_AGENT_POSITION,HAS_AGENT_POSITION,2025-12-12,real_agent_history,1.0
E497,Asset:AAPL,AssetClass:mega-cap stock,HAS_ASSET_CLASS,HAS_ASSET_CLASS,,real_agent_history,1.0
E498,Asset:AAPL,RiskStyle:medium_volatility,HAS_RISK_STYLE,HAS_RISK_STYLE,,real_agent_history,1.0
E499,MarketSnapshot:AAPL_2025-12-15,Asset:AAPL,SNAPSHOT_OF,SNAPSHOT_OF,2025-12-15,real_agent_history,1.0
E500,DailyBacktest:AAPL_2025-12-15,Asset:AAPL,DAILY_RESULT_OF,DAILY_RESULT_OF,2025-12-15,real_agent_history,1.0
E501,DailyBacktest:AAPL_2025-12-15,AgentValue:107361.70028234832,HAS_AGENT_VALUE,HAS_AGENT_VALUE,2025-12-15,real_agent_history,1.0
E502,DailyBacktest:AAPL_2025-12-15,BuyHoldValue:115056.69077707213,HAS_BUY_HOLD_VALUE,HAS_BUY_HOLD_VALUE,2025-12-15,real_agent_history,1.0
E503,DailyBacktest:AAPL_2025-12-15,Position:0.6,HAS_AGENT_POSITION,HAS_AGENT_POSITION,2025-12-15,real_agent_history,1.0
E504,Asset:AAPL,AssetClass:mega-cap stock,HAS_ASSET_CLASS,HAS_ASSET_CLASS,,real_agent_history,1.0
E505,Asset:AAPL,RiskStyle:medium_volatility,HAS_RISK_STYLE,HAS_RISK_STYLE,,real_agent_history,1.0
E506,MarketSnapshot:AAPL_2025-12-16,Asset:AAPL,SNAPSHOT_OF,SNAPSHOT_OF,2025-12-16,real_agent_history,1.0
E507,DailyBacktest:AAPL_2025-12-16,Asset:AAPL,DAILY_RESULT_OF,DAILY_RESULT_OF,2025-12-16,real_agent_history,1.0
E508,DailyBacktest:AAPL_2025-12-16,AgentValue:107479.20518067449,HAS_AGENT_VALUE,HAS_AGENT_VALUE,2025-12-16,real_agent_history,1.0
E509,DailyBacktest:AAPL_2025-12-16,BuyHoldValue:115266.56892287814,HAS_BUY_HOLD_VALUE,HAS_BUY_HOLD_VALUE,2025-12-16,real_agent_history,1.0
E510,DailyBacktest:AAPL_2025-12-16,Position:0.6,HAS_AGENT_POSITION,HAS_AGENT_POSITION,2025-12-16,real_agent_history,1.0
E511,Asset:AAPL,AssetClass:mega-cap stock,HAS_ASSET_CLASS,HAS_ASSET_CLASS,,real_agent_history,1.0
E512,Asset:AAPL,RiskStyle:medium_volatility,HAS_RISK_STYLE,HAS_RISK_STYLE,,real_agent_history,1.0
E513,MarketSnapshot:AAPL_2025-12-17,Asset:AAPL,SNAPSHOT_OF,SNAPSHOT_OF,2025-12-17,real_agent_history,1.0
E514,DailyBacktest:AAPL_2025-12-17,Asset:AAPL,DAILY_RESULT_OF,DAILY_RESULT_OF,2025-12-17,real_agent_history,1.0
E515,DailyBacktest:AAPL_2025-12-17,AgentValue:106828.71767385387,HAS_AGENT_VALUE,HAS_AGENT_VALUE,2025-12-17,real_agent_history,1.0
E516,DailyBacktest:AAPL_2025-12-17,BuyHoldValue:114103.87171535216,HAS_BUY_HOLD_VALUE,HAS_BUY_HOLD_VALUE,2025-12-17,real_agent_history,1.0
E517,DailyBacktest:AAPL_2025-12-17,Position:0.6,HAS_AGENT_POSITION,HAS_AGENT_POSITION,2025-12-17,real_agent_history,1.0
E518,Asset:AAPL,AssetClass:mega-cap stock,HAS_ASSET_CLASS,HAS_ASSET_CLASS,,real_agent_history,1.0
E519,Asset:AAPL,RiskStyle:medium_volatility,HAS_RISK_STYLE,HAS_RISK_STYLE,,real_agent_history,1.0
E520,MarketSnapshot:AAPL_2025-12-18,Asset:AAPL,SNAPSHOT_OF,SNAPSHOT_OF,2025-12-18,real_agent_history,1.0
E521,DailyBacktest:AAPL_2025-12-18,Asset:AAPL,DAILY_RESULT_OF,DAILY_RESULT_OF,2025-12-18,real_agent_history,1.0
E522,DailyBacktest:AAPL_2025-12-18,AgentValue:106911.24765213991,HAS_AGENT_VALUE,HAS_AGENT_VALUE,2025-12-18,real_agent_history,1.0
E523,DailyBacktest:AAPL_2025-12-18,BuyHoldValue:114250.78898410522,HAS_BUY_HOLD_VALUE,HAS_BUY_HOLD_VALUE,2025-12-18,real_agent_history,1.0
E524,DailyBacktest:AAPL_2025-12-18,Position:0.6,HAS_AGENT_POSITION,HAS_AGENT_POSITION,2025-12-18,real_agent_history,1.0
E525,Asset:AAPL,AssetClass:mega-cap stock,HAS_ASSET_CLASS,HAS_ASSET_CLASS,,real_agent_history,1.0
E526,Asset:AAPL,RiskStyle:medium_volatility,HAS_RISK_STYLE,HAS_RISK_STYLE,,real_agent_history,1.0
E527,MarketSnapshot:AAPL_2025-12-19,Asset:AAPL,SNAPSHOT_OF,SNAPSHOT_OF,2025-12-19,real_agent_history,1.0
E528,DailyBacktest:AAPL_2025-12-19,Asset:AAPL,DAILY_RESULT_OF,DAILY_RESULT_OF,2025-12-19,real_agent_history,1.0
E529,DailyBacktest:AAPL_2025-12-19,AgentValue:107260.03990803356,HAS_AGENT_VALUE,HAS_AGENT_VALUE,2025-12-19,real_agent_history,1.0
E530,DailyBacktest:AAPL_2025-12-19,BuyHoldValue:114872.01751559795,HAS_BUY_HOLD_VALUE,HAS_BUY_HOLD_VALUE,2025-12-19,real_agent_history,1.0
E531,DailyBacktest:AAPL_2025-12-19,Position:0.6,HAS_AGENT_POSITION,HAS_AGENT_POSITION,2025-12-19,real_agent_history,1.0
E532,Asset:AAPL,AssetClass:mega-cap stock,HAS_ASSET_CLASS,HAS_ASSET_CLASS,,real_agent_history,1.0
E533,Asset:AAPL,RiskStyle:medium_volatility,HAS_RISK_STYLE,HAS_RISK_STYLE,,real_agent_history,1.0
E534,MarketSnapshot:AAPL_2025-12-22,Asset:AAPL,SNAPSHOT_OF,SNAPSHOT_OF,2025-12-22,real_agent_history,1.0
E535,DailyBacktest:AAPL_2025-12-22,Asset:AAPL,DAILY_RESULT_OF,DAILY_RESULT_OF,2025-12-22,real_agent_history,1.0
E536,DailyBacktest:AAPL_2025-12-22,AgentValue:106625.10666495092,HAS_AGENT_VALUE,HAS_AGENT_VALUE,2025-12-22,real_agent_history,1.0
E537,DailyBacktest:AAPL_2025-12-22,BuyHoldValue:113738.6960617561,HAS_BUY_HOLD_VALUE,HAS_BUY_HOLD_VALUE,2025-12-22,real_agent_history,1.0
E538,DailyBacktest:AAPL_2025-12-22,Position:0.6,HAS_AGENT_POSITION,HAS_AGENT_POSITION,2025-12-22,real_agent_history,1.0
E539,Asset:AAPL,AssetClass:mega-cap stock,HAS_ASSET_CLASS,HAS_ASSET_CLASS,,real_agent_history,1.0
E540,Asset:AAPL,RiskStyle:medium_volatility,HAS_RISK_STYLE,HAS_RISK_STYLE,,real_agent_history,1.0
E541,MarketSnapshot:AAPL_2025-12-23,Asset:AAPL,SNAPSHOT_OF,SNAPSHOT_OF,2025-12-23,real_agent_history,1.0
E542,DailyBacktest:AAPL_2025-12-23,Asset:AAPL,DAILY_RESULT_OF,DAILY_RESULT_OF,2025-12-23,real_agent_history,1.0
E543,DailyBacktest:AAPL_2025-12-23,AgentValue:106953.28038472404,HAS_AGENT_VALUE,HAS_AGENT_VALUE,2025-12-23,real_agent_history,1.0
E544,DailyBacktest:AAPL_2025-12-23,BuyHoldValue:114322.14293363935,HAS_BUY_HOLD_VALUE,HAS_BUY_HOLD_VALUE,2025-12-23,real_agent_history,1.0
E545,DailyBacktest:AAPL_2025-12-23,Position:0.6,HAS_AGENT_POSITION,HAS_AGENT_POSITION,2025-12-23,real_agent_history,1.0
E546,Asset:AAPL,AssetClass:mega-cap stock,HAS_ASSET_CLASS,HAS_ASSET_CLASS,,real_agent_history,1.0
E547,Asset:AAPL,RiskStyle:medium_volatility,HAS_RISK_STYLE,HAS_RISK_STYLE,,real_agent_history,1.0
E548,MarketSnapshot:AAPL_2025-12-24,Asset:AAPL,SNAPSHOT_OF,SNAPSHOT_OF,2025-12-24,real_agent_history,1.0
E549,DailyBacktest:AAPL_2025-12-24,Asset:AAPL,DAILY_RESULT_OF,DAILY_RESULT_OF,2025-12-24,real_agent_history,1.0
E550,DailyBacktest:AAPL_2025-12-24,AgentValue:107294.91791063543,HAS_AGENT_VALUE,HAS_AGENT_VALUE,2025-12-24,real_agent_history,1.0
E551,DailyBacktest:AAPL_2025-12-24,BuyHoldValue:114930.76902296617,HAS_BUY_HOLD_VALUE,HAS_BUY_HOLD_VALUE,2025-12-24,real_agent_history,1.0
E552,DailyBacktest:AAPL_2025-12-24,Position:0.6,HAS_AGENT_POSITION,HAS_AGENT_POSITION,2025-12-24,real_agent_history,1.0
E553,Asset:AAPL,AssetClass:mega-cap stock,HAS_ASSET_CLASS,HAS_ASSET_CLASS,,real_agent_history,1.0
E554,Asset:AAPL,RiskStyle:medium_volatility,HAS_RISK_STYLE,HAS_RISK_STYLE,,real_agent_history,1.0
E555,MarketSnapshot:AAPL_2025-12-26,Asset:AAPL,SNAPSHOT_OF,SNAPSHOT_OF,2025-12-26,real_agent_history,1.0
E556,DailyBacktest:AAPL_2025-12-26,Asset:AAPL,DAILY_RESULT_OF,DAILY_RESULT_OF,2025-12-26,real_agent_history,1.0
E557,DailyBacktest:AAPL_2025-12-26,AgentValue:107294.91791063543,HAS_AGENT_VALUE,HAS_AGENT_VALUE,2025-12-26,real_agent_history,1.0
E558,DailyBacktest:AAPL_2025-12-26,BuyHoldValue:114758.68537021373,HAS_BUY_HOLD_VALUE,HAS_BUY_HOLD_VALUE,2025-12-26,real_agent_history,1.0
E559,DailyBacktest:AAPL_2025-12-26,Position:0.0,HAS_AGENT_POSITION,HAS_AGENT_POSITION,2025-12-26,real_agent_history,1.0
E560,Asset:AAPL,AssetClass:mega-cap stock,HAS_ASSET_CLASS,HAS_ASSET_CLASS,,real_agent_history,1.0
E561,Asset:AAPL,RiskStyle:medium_volatility,HAS_RISK_STYLE,HAS_RISK_STYLE,,real_agent_history,1.0
E562,MarketSnapshot:AAPL_2025-12-29,Asset:AAPL,SNAPSHOT_OF,SNAPSHOT_OF,2025-12-29,real_agent_history,1.0
E563,DailyBacktest:AAPL_2025-12-29,Asset:AAPL,DAILY_RESULT_OF,DAILY_RESULT_OF,2025-12-29,real_agent_history,1.0
E564,DailyBacktest:AAPL_2025-12-29,AgentValue:107294.91791063543,HAS_AGENT_VALUE,HAS_AGENT_VALUE,2025-12-29,real_agent_history,1.0
E565,DailyBacktest:AAPL_2025-12-29,BuyHoldValue:114909.79917520739,HAS_BUY_HOLD_VALUE,HAS_BUY_HOLD_VALUE,2025-12-29,real_agent_history,1.0
E566,DailyBacktest:AAPL_2025-12-29,Position:0.0,HAS_AGENT_POSITION,HAS_AGENT_POSITION,2025-12-29,real_agent_history,1.0
E567,Asset:AAPL,AssetClass:mega-cap stock,HAS_ASSET_CLASS,HAS_ASSET_CLASS,,real_agent_history,1.0
E568,Asset:AAPL,RiskStyle:medium_volatility,HAS_RISK_STYLE,HAS_RISK_STYLE,,real_agent_history,1.0
E569,MarketSnapshot:AAPL_2025-12-30,Asset:AAPL,SNAPSHOT_OF,SNAPSHOT_OF,2025-12-30,real_agent_history,1.0
E570,DailyBacktest:AAPL_2025-12-30,Asset:AAPL,DAILY_RESULT_OF,DAILY_RESULT_OF,2025-12-30,real_agent_history,1.0
E571,DailyBacktest:AAPL_2025-12-30,AgentValue:107294.91791063543,HAS_AGENT_VALUE,HAS_AGENT_VALUE,2025-12-30,real_agent_history,1.0
E572,DailyBacktest:AAPL_2025-12-30,BuyHoldValue:114624.34487673831,HAS_BUY_HOLD_VALUE,HAS_BUY_HOLD_VALUE,2025-12-30,real_agent_history,1.0
E573,DailyBacktest:AAPL_2025-12-30,Position:0.0,HAS_AGENT_POSITION,HAS_AGENT_POSITION,2025-12-30,real_agent_history,1.0
E574,Asset:AAPL,AssetClass:mega-cap stock,HAS_ASSET_CLASS,HAS_ASSET_CLASS,,real_agent_history,1.0
E575,Asset:AAPL,RiskStyle:medium_volatility,HAS_RISK_STYLE,HAS_RISK_STYLE,,real_agent_history,1.0
E576,MarketSnapshot:AAPL_2025-12-31,Asset:AAPL,SNAPSHOT_OF,SNAPSHOT_OF,2025-12-31,real_agent_history,1.0
E577,DailyBacktest:AAPL_2025-12-31,Asset:AAPL,DAILY_RESULT_OF,DAILY_RESULT_OF,2025-12-31,real_agent_history,1.0
E578,DailyBacktest:AAPL_2025-12-31,AgentValue:107294.91791063543,HAS_AGENT_VALUE,HAS_AGENT_VALUE,2025-12-31,real_agent_history,1.0
E579,DailyBacktest:AAPL_2025-12-31,BuyHoldValue:114112.26478783334,HAS_BUY_HOLD_VALUE,HAS_BUY_HOLD_VALUE,2025-12-31,real_agent_history,1.0
E580,DailyBacktest:AAPL_2025-12-31,Position:0.0,HAS_AGENT_POSITION,HAS_AGENT_POSITION,2025-12-31,real_agent_history,1.0
E581,Asset:AAPL,AssetClass:mega-cap stock,HAS_ASSET_CLASS,HAS_ASSET_CLASS,,real_agent_history,1.0
E582,Asset:AAPL,RiskStyle:medium_volatility,HAS_RISK_STYLE,HAS_RISK_STYLE,,real_agent_history,1.0
E583,MarketSnapshot:AAPL_2026-01-02,Asset:AAPL,SNAPSHOT_OF,SNAPSHOT_OF,2026-01-02,real_agent_history,1.0
E584,DailyBacktest:AAPL_2026-01-02,Asset:AAPL,DAILY_RESULT_OF,DAILY_RESULT_OF,2026-01-02,real_agent_history,1.0
E585,DailyBacktest:AAPL_2026-01-02,AgentValue:107294.91791063543,HAS_AGENT_VALUE,HAS_AGENT_VALUE,2026-01-02,real_agent_history,1.0
E586,DailyBacktest:AAPL_2026-01-02,BuyHoldValue:113755.4950401626,HAS_BUY_HOLD_VALUE,HAS_BUY_HOLD_VALUE,2026-01-02,real_agent_history,1.0
E587,DailyBacktest:AAPL_2026-01-02,Position:0.0,HAS_AGENT_POSITION,HAS_AGENT_POSITION,2026-01-02,real_agent_history,1.0
E588,Asset:AAPL,AssetClass:mega-cap stock,HAS_ASSET_CLASS,HAS_ASSET_CLASS,,real_agent_history,1.0
E589,Asset:AAPL,RiskStyle:medium_volatility,HAS_RISK_STYLE,HAS_RISK_STYLE,,real_agent_history,1.0
E590,MarketSnapshot:AAPL_2026-01-05,Asset:AAPL,SNAPSHOT_OF,SNAPSHOT_OF,2026-01-05,real_agent_history,1.0
E591,DailyBacktest:AAPL_2026-01-05,Asset:AAPL,DAILY_RESULT_OF,DAILY_RESULT_OF,2026-01-05,real_agent_history,1.0
E592,DailyBacktest:AAPL_2026-01-05,AgentValue:107294.91791063543,HAS_AGENT_VALUE,HAS_AGENT_VALUE,2026-01-05,real_agent_history,1.0
E593,DailyBacktest:AAPL_2026-01-05,BuyHoldValue:112181.44744694993,HAS_BUY_HOLD_VALUE,HAS_BUY_HOLD_VALUE,2026-01-05,real_agent_history,1.0
E594,DailyBacktest:AAPL_2026-01-05,Position:0.0,HAS_AGENT_POSITION,HAS_AGENT_POSITION,2026-01-05,real_agent_history,1.0
E595,Asset:AAPL,AssetClass:mega-cap stock,HAS_ASSET_CLASS,HAS_ASSET_CLASS,,real_agent_history,1.0
E596,Asset:AAPL,RiskStyle:medium_volatility,HAS_RISK_STYLE,HAS_RISK_STYLE,,real_agent_history,1.0
E597,MarketSnapshot:AAPL_2026-01-06,Asset:AAPL,SNAPSHOT_OF,SNAPSHOT_OF,2026-01-06,real_agent_history,1.0
E598,DailyBacktest:AAPL_2026-01-06,Asset:AAPL,DAILY_RESULT_OF,DAILY_RESULT_OF,2026-01-06,real_agent_history,1.0
E599,DailyBacktest:AAPL_2026-01-06,AgentValue:107294.91791063543,HAS_AGENT_VALUE,HAS_AGENT_VALUE,2026-01-06,real_agent_history,1.0
E600,DailyBacktest:AAPL_2026-01-06,BuyHoldValue:110124.68268507221,HAS_BUY_HOLD_VALUE,HAS_BUY_HOLD_VALUE,2026-01-06,real_agent_history,1.0
E601,DailyBacktest:AAPL_2026-01-06,Position:0.0,HAS_AGENT_POSITION,HAS_AGENT_POSITION,2026-01-06,real_agent_history,1.0
E602,Asset:AAPL,AssetClass:mega-cap stock,HAS_ASSET_CLASS,HAS_ASSET_CLASS,,real_agent_history,1.0
