asset,date,agent,weight,trend_state,vol_state,momentum_state
AAPL,2022-10-14,BearAgent,0.25926,StrongDowntrend,MediumVolatility,NegativeMomentum
AAPL,2022-10-14,RiskAgent,0.2963,StrongDowntrend,MediumVolatility,NegativeMomentum
AAPL,2022-10-17,TechnicalAgent,0.27778,StrongDowntrend,MediumVolatility,PositiveMomentum
AAPL,2022-10-17,BullAgent,0.16667,StrongDowntrend,MediumVolatility,PositiveMomentum
AAPL,2022-10-17,BearAgent,0.25926,StrongDowntrend,MediumVolatility,PositiveMomentum
AAPL,2022-10-17,RiskAgent,0.2963,StrongDowntrend,MediumVolatility,PositiveMomentum
AAPL,2022-10-18,TechnicalAgent,0.27778,StrongDowntrend,MediumVolatility,PositiveMomentum
AAPL,2022-10-18,BullAgent,0.16667,StrongDowntrend,MediumVolatility,PositiveMomentum
AAPL,2022-10-18,BearAgent,0.25926,StrongDowntrend,MediumVolatility,PositiveMomentum
AAPL,2022-10-18,RiskAgent,0.2963,StrongDowntrend,MediumVolatility,PositiveMomentum
AAPL,2022-10-19,TechnicalAgent,0.27778,StrongDowntrend,MediumVolatility,PositiveMomentum
AAPL,2022-10-19,BullAgent,0.16667,StrongDowntrend,MediumVolatility,PositiveMomentum
AAPL,2022-10-19,BearAgent,0.25926,StrongDowntrend,MediumVolatility,PositiveMomentum
AAPL,2022-10-19,RiskAgent,0.2963,StrongDowntrend,MediumVolatility,PositiveMomentum
AAPL,2022-10-20,TechnicalAgent,0.27778,StrongDowntrend,MediumVolatility,PositiveMomentum
AAPL,2022-10-20,BullAgent,0.16667,StrongDowntrend,MediumVolatility,PositiveMomentum
AAPL,2022-10-20,BearAgent,0.25926,StrongDowntrend,MediumVolatility,PositiveMomentum
AAPL,2022-10-20,RiskAgent,0.2963,StrongDowntrend,MediumVolatility,PositiveMomentum
AAPL,2022-10-21,TechnicalAgent,0.27778,Downtrend,MediumVolatility,PositiveMomentum
AAPL,2022-10-21,BullAgent,0.16667,Downtrend,MediumVolatility,PositiveMomentum
AAPL,2022-10-21,BearAgent,0.25926,Downtrend,MediumVolatility,PositiveMomentum
AAPL,2022-10-21,RiskAgent,0.2963,Downtrend,MediumVolatility,PositiveMomentum
AAPL,2022-10-24,TechnicalAgent,0.3,Sideways,MediumVolatility,PositiveMomentum
AAPL,2022-10-24,BullAgent,0.23,Sideways,MediumVolatility,PositiveMomentum
AAPL,2022-10-24,BearAgent,0.2,Sideways,MediumVolatility,PositiveMomentum
AAPL,2022-10-24,RiskAgent,0.27,Sideways,MediumVolatility,PositiveMomentum
AAPL,2022-10-25,TechnicalAgent,0.3,Sideways,MediumVolatility,PositiveMomentum
AAPL,2022-10-25,BullAgent,0.23,Sideways,MediumVolatility,PositiveMomentum
AAPL,2022-10-25,BearAgent,0.2,Sideways,MediumVolatility,PositiveMomentum
AAPL,2022-10-25,RiskAgent,0.27,Sideways,MediumVolatility,PositiveMomentum
AAPL,2022-10-26,TechnicalAgent,0.3,Sideways,MediumVolatility,PositiveMomentum
AAPL,2022-10-26,BullAgent,0.23,Sideways,MediumVolatility,PositiveMomentum
AAPL,2022-10-26,BearAgent,0.2,Sideways,MediumVolatility,PositiveMomentum
AAPL,2022-10-26,RiskAgent,0.27,Sideways,MediumVolatility,PositiveMomentum
AAPL,2022-10-27,TechnicalAgent,0.3,Sideways,MediumVolatility,PositiveMomentum
AAPL,2022-10-27,BullAgent,0.23,Sideways,MediumVolatility,PositiveMomentum
AAPL,2022-10-27,BearAgent,0.2,Sideways,MediumVolatility,PositiveMomentum
AAPL,2022-10-27,RiskAgent,0.27,Sideways,MediumVolatility,PositiveMomentum
AAPL,2022-10-28,TechnicalAgent,0.31481,Uptrend,MediumVolatility,PositiveMomentum
AAPL,2022-10-28,BullAgent,0.28704,Uptrend,MediumVolatility,PositiveMomentum
AAPL,2022-10-28,BearAgent,0.14815,Uptrend,MediumVolatility,PositiveMomentum
AAPL,2022-10-28,RiskAgent,0.25,Uptrend,MediumVolatility,PositiveMomentum
AAPL,2022-10-31,TechnicalAgent,0.3,Sideways,MediumVolatility,PositiveMomentum
AAPL,2022-10-31,BullAgent,0.23,Sideways,MediumVolatility,PositiveMomentum
AAPL,2022-10-31,BearAgent,0.2,Sideways,MediumVolatility,PositiveMomentum
AAPL,2022-10-31,RiskAgent,0.27,Sideways,MediumVolatility,PositiveMomentum
AAPL,2022-11-01,TechnicalAgent,0.3,Sideways,MediumVolatility,PositiveMomentum
AAPL,2022-11-01,BullAgent,0.23,Sideways,MediumVolatility,PositiveMomentum
AAPL,2022-11-01,BearAgent,0.2,Sideways,MediumVolatility,PositiveMomentum
AAPL,2022-11-01,RiskAgent,0.27,Sideways,MediumVolatility,PositiveMomentum
AAPL,2022-11-02,TechnicalAgent,0.3,Sideways,MediumVolatility,PositiveMomentum
AAPL,2022-11-02,BullAgent,0.23,Sideways,MediumVolatility,PositiveMomentum
AAPL,2022-11-02,BearAgent,0.2,Sideways,MediumVolatility,PositiveMomentum
AAPL,2022-11-02,RiskAgent,0.27,Sideways,MediumVolatility,PositiveMomentum
AAPL,2022-11-03,TechnicalAgent,0.27778,StrongDowntrend,MediumVolatility,PositiveMomentum
AAPL,2022-11-03,BullAgent,0.16667,StrongDowntrend,MediumVolatility,PositiveMomentum
AAPL,2022-11-03,BearAgent,0.25926,StrongDowntrend,MediumVolatility,PositiveMomentum
AAPL,2022-11-03,RiskAgent,0.2963,StrongDowntrend,MediumVolatility,PositiveMomentum
AAPL,2022-11-04,TechnicalAgent,0.3,Sideways,MediumVolatility,NegativeMomentum
AAPL,2022-11-04,BullAgent,0.23,Sideways,MediumVolatility,NegativeMomentum
AAPL,2022-11-04,BearAgent,0.2,Sideways,MediumVolatility,NegativeMomentum
AAPL,2022-11-04,RiskAgent,0.27,Sideways,MediumVolatility,NegativeMomentum
AAPL,2022-11-07,TechnicalAgent,0.3,Sideways,MediumVolatility,NegativeMomentum
AAPL,2022-11-07,BullAgent,0.23,Sideways,MediumVolatility,NegativeMomentum
AAPL,2022-11-07,BearAgent,0.2,Sideways,MediumVolatility,NegativeMomentum
AAPL,2022-11-07,RiskAgent,0.27,Sideways,MediumVolatility,NegativeMomentum
AAPL,2022-11-08,TechnicalAgent,0.3,Sideways,MediumVolatility,NegativeMomentum
AAPL,2022-11-08,BullAgent,0.23,Sideways,MediumVolatility,NegativeMomentum
AAPL,2022-11-08,BearAgent,0.2,Sideways,MediumVolatility,NegativeMomentum
AAPL,2022-11-08,RiskAgent,0.27,Sideways,MediumVolatility,NegativeMomentum
AAPL,2022-11-09,TechnicalAgent,0.27778,Downtrend,MediumVolatility,NegativeMomentum
AAPL,2022-11-09,BullAgent,0.16667,Downtrend,MediumVolatility,NegativeMomentum
AAPL,2022-11-09,BearAgent,0.25926,Downtrend,MediumVolatility,NegativeMomentum
AAPL,2022-11-09,RiskAgent,0.2963,Downtrend,MediumVolatility,NegativeMomentum
AAPL,2022-11-10,TechnicalAgent,0.26667,Sideways,HighVolatility,NegativeMomentum
AAPL,2022-11-10,BullAgent,0.19048,Sideways,HighVolatility,NegativeMomentum
AAPL,2022-11-10,BearAgent,0.19048,Sideways,HighVolatility,NegativeMomentum
AAPL,2022-11-10,RiskAgent,0.35238,Sideways,HighVolatility,NegativeMomentum
AAPL,2022-11-11,TechnicalAgent,0.26667,Sideways,HighVolatility,PositiveMomentum
AAPL,2022-11-11,BullAgent,0.19048,Sideways,HighVolatility,PositiveMomentum
AAPL,2022-11-11,BearAgent,0.19048,Sideways,HighVolatility,PositiveMomentum
AAPL,2022-11-11,RiskAgent,0.35238,Sideways,HighVolatility,PositiveMomentum
AAPL,2022-11-14,TechnicalAgent,0.26667,Sideways,HighVolatility,PositiveMomentum
AAPL,2022-11-14,BullAgent,0.19048,Sideways,HighVolatility,PositiveMomentum
AAPL,2022-11-14,BearAgent,0.19048,Sideways,HighVolatility,PositiveMomentum
AAPL,2022-11-14,RiskAgent,0.35238,Sideways,HighVolatility,PositiveMomentum
AAPL,2022-11-15,TechnicalAgent,0.28319,Uptrend,HighVolatility,PositiveMomentum
AAPL,2022-11-15,BullAgent,0.24779,Uptrend,HighVolatility,PositiveMomentum
AAPL,2022-11-15,BearAgent,0.14159,Uptrend,HighVolatility,PositiveMomentum
AAPL,2022-11-15,RiskAgent,0.32743,Uptrend,HighVolatility,PositiveMomentum
AAPL,2022-11-16,TechnicalAgent,0.26667,Sideways,HighVolatility,PositiveMomentum
AAPL,2022-11-16,BullAgent,0.19048,Sideways,HighVolatility,PositiveMomentum
AAPL,2022-11-16,BearAgent,0.19048,Sideways,HighVolatility,PositiveMomentum
AAPL,2022-11-16,RiskAgent,0.35238,Sideways,HighVolatility,PositiveMomentum
AAPL,2022-11-17,TechnicalAgent,0.28319,Uptrend,HighVolatility,PositiveMomentum
AAPL,2022-11-17,BullAgent,0.24779,Uptrend,HighVolatility,PositiveMomentum
AAPL,2022-11-17,BearAgent,0.14159,Uptrend,HighVolatility,PositiveMomentum
AAPL,2022-11-17,RiskAgent,0.32743,Uptrend,HighVolatility,PositiveMomentum
AAPL,2022-11-18,TechnicalAgent,0.28319,Uptrend,HighVolatility,PositiveMomentum
AAPL,2022-11-18,BullAgent,0.24779,Uptrend,HighVolatility,PositiveMomentum
AAPL,2022-11-18,BearAgent,0.14159,Uptrend,HighVolatility,PositiveMomentum
AAPL,2022-11-18,RiskAgent,0.32743,Uptrend,HighVolatility,PositiveMomentum
AAPL,2022-11-21,TechnicalAgent,0.26667,Sideways,HighVolatility,PositiveMomentum
AAPL,2022-11-21,BullAgent,0.19048,Sideways,HighVolatility,PositiveMomentum
AAPL,2022-11-21,BearAgent,0.19048,Sideways,HighVolatility,PositiveMomentum
AAPL,2022-11-21,RiskAgent,0.35238,Sideways,HighVolatility,PositiveMomentum
AAPL,2022-11-22,TechnicalAgent,0.26667,Sideways,HighVolatility,PositiveMomentum
AAPL,2022-11-22,BullAgent,0.19048,Sideways,HighVolatility,PositiveMomentum
AAPL,2022-11-22,BearAgent,0.19048,Sideways,HighVolatility,PositiveMomentum
AAPL,2022-11-22,RiskAgent,0.35238,Sideways,HighVolatility,PositiveMomentum
AAPL,2022-11-23,TechnicalAgent,0.26667,Sideways,HighVolatility,PositiveMomentum
AAPL,2022-11-23,BullAgent,0.19048,Sideways,HighVolatility,PositiveMomentum
AAPL,2022-11-23,BearAgent,0.19048,Sideways,HighVolatility,PositiveMomentum
AAPL,2022-11-23,RiskAgent,0.35238,Sideways,HighVolatility,PositiveMomentum
AAPL,2022-11-25,TechnicalAgent,0.26667,Sideways,HighVolatility,PositiveMomentum
AAPL,2022-11-25,BullAgent,0.19048,Sideways,HighVolatility,PositiveMomentum
AAPL,2022-11-25,BearAgent,0.19048,Sideways,HighVolatility,PositiveMomentum
AAPL,2022-11-25,RiskAgent,0.35238,Sideways,HighVolatility,PositiveMomentum
AAPL,2022-11-28,TechnicalAgent,0.27778,StrongDowntrend,MediumVolatility,PositiveMomentum
AAPL,2022-11-28,BullAgent,0.16667,StrongDowntrend,MediumVolatility,PositiveMomentum
AAPL,2022-11-28,BearAgent,0.25926,StrongDowntrend,MediumVolatility,PositiveMomentum
AAPL,2022-11-28,RiskAgent,0.2963,StrongDowntrend,MediumVolatility,PositiveMomentum
AAPL,2022-11-29,TechnicalAgent,0.27778,StrongDowntrend,MediumVolatility,NegativeMomentum
AAPL,2022-11-29,BullAgent,0.16667,StrongDowntrend,MediumVolatility,NegativeMomentum
AAPL,2022-11-29,BearAgent,0.25926,StrongDowntrend,MediumVolatility,NegativeMomentum
AAPL,2022-11-29,RiskAgent,0.2963,StrongDowntrend,MediumVolatility,NegativeMomentum
AAPL,2022-11-30,TechnicalAgent,0.3,Sideways,MediumVolatility,NegativeMomentum
AAPL,2022-11-30,BullAgent,0.23,Sideways,MediumVolatility,NegativeMomentum
AAPL,2022-11-30,BearAgent,0.2,Sideways,MediumVolatility,NegativeMomentum
AAPL,2022-11-30,RiskAgent,0.27,Sideways,MediumVolatility,NegativeMomentum
AAPL,2022-12-01,TechnicalAgent,0.31481,Uptrend,MediumVolatility,NegativeMomentum
AAPL,2022-12-01,BullAgent,0.28704,Uptrend,MediumVolatility,NegativeMomentum
AAPL,2022-12-01,BearAgent,0.14815,Uptrend,MediumVolatility,NegativeMomentum
AAPL,2022-12-01,RiskAgent,0.25,Uptrend,MediumVolatility,NegativeMomentum
AAPL,2022-12-02,TechnicalAgent,0.31481,Uptrend,MediumVolatility,NegativeMomentum
AAPL,2022-12-02,BullAgent,0.28704,Uptrend,MediumVolatility,NegativeMomentum
AAPL,2022-12-02,BearAgent,0.14815,Uptrend,MediumVolatility,NegativeMomentum
AAPL,2022-12-02,RiskAgent,0.25,Uptrend,MediumVolatility,NegativeMomentum
AAPL,2022-12-05,TechnicalAgent,0.3,Sideways,MediumVolatility,NegativeMomentum
AAPL,2022-12-05,BullAgent,0.23,Sideways,MediumVolatility,NegativeMomentum
AAPL,2022-12-05,BearAgent,0.2,Sideways,MediumVolatility,NegativeMomentum
AAPL,2022-12-05,RiskAgent,0.27,Sideways,MediumVolatility,NegativeMomentum
AAPL,2022-12-06,TechnicalAgent,0.3,Sideways,MediumVolatility,NegativeMomentum
AAPL,2022-12-06,BullAgent,0.23,Sideways,MediumVolatility,NegativeMomentum
AAPL,2022-12-06,BearAgent,0.2,Sideways,MediumVolatility,NegativeMomentum
AAPL,2022-12-06,RiskAgent,0.27,Sideways,MediumVolatility,NegativeMomentum
AAPL,2022-12-07,TechnicalAgent,0.3,Sideways,MediumVolatility,NegativeMomentum
AAPL,2022-12-07,BullAgent,0.23,Sideways,MediumVolatility,NegativeMomentum
AAPL,2022-12-07,BearAgent,0.2,Sideways,MediumVolatility,NegativeMomentum
AAPL,2022-12-07,RiskAgent,0.27,Sideways,MediumVolatility,NegativeMomentum
AAPL,2022-12-08,TechnicalAgent,0.3,Sideways,MediumVolatility,NegativeMomentum
AAPL,2022-12-08,BullAgent,0.23,Sideways,MediumVolatility,NegativeMomentum
AAPL,2022-12-08,BearAgent,0.2,Sideways,MediumVolatility,NegativeMomentum
AAPL,2022-12-08,RiskAgent,0.27,Sideways,MediumVolatility,NegativeMomentum
AAPL,2022-12-09,TechnicalAgent,0.27778,Downtrend,MediumVolatility,NegativeMomentum
AAPL,2022-12-09,BullAgent,0.16667,Downtrend,MediumVolatility,NegativeMomentum
AAPL,2022-12-09,BearAgent,0.25926,Downtrend,MediumVolatility,NegativeMomentum
AAPL,2022-12-09,RiskAgent,0.2963,Downtrend,MediumVolatility,NegativeMomentum
AAPL,2022-12-12,TechnicalAgent,0.27778,Downtrend,MediumVolatility,NegativeMomentum
AAPL,2022-12-12,BullAgent,0.16667,Downtrend,MediumVolatility,NegativeMomentum
AAPL,2022-12-12,BearAgent,0.25926,Downtrend,MediumVolatility,NegativeMomentum
AAPL,2022-12-12,RiskAgent,0.2963,Downtrend,MediumVolatility,NegativeMomentum
AAPL,2022-12-13,TechnicalAgent,0.27778,Downtrend,MediumVolatility,NegativeMomentum
AAPL,2022-12-13,BullAgent,0.16667,Downtrend,MediumVolatility,NegativeMomentum
AAPL,2022-12-13,BearAgent,0.25926,Downtrend,MediumVolatility,NegativeMomentum
AAPL,2022-12-13,RiskAgent,0.2963,Downtrend,MediumVolatility,NegativeMomentum
AAPL,2022-12-14,TechnicalAgent,0.27778,Downtrend,MediumVolatility,NegativeMomentum
AAPL,2022-12-14,BullAgent,0.16667,Downtrend,MediumVolatility,NegativeMomentum
AAPL,2022-12-14,BearAgent,0.25926,Downtrend,MediumVolatility,NegativeMomentum
AAPL,2022-12-14,RiskAgent,0.2963,Downtrend,MediumVolatility,NegativeMomentum
AAPL,2022-12-15,TechnicalAgent,0.27778,Downtrend,MediumVolatility,NegativeMomentum
AAPL,2022-12-15,BullAgent,0.16667,Downtrend,MediumVolatility,NegativeMomentum
AAPL,2022-12-15,BearAgent,0.25926,Downtrend,MediumVolatility,NegativeMomentum
AAPL,2022-12-15,RiskAgent,0.2963,Downtrend,MediumVolatility,NegativeMomentum
AAPL,2022-12-16,TechnicalAgent,0.27778,StrongDowntrend,MediumVolatility,NegativeMomentum
AAPL,2022-12-16,BullAgent,0.16667,StrongDowntrend,MediumVolatility,NegativeMomentum
AAPL,2022-12-16,BearAgent,0.25926,StrongDowntrend,MediumVolatility,NegativeMomentum
AAPL,2022-12-16,RiskAgent,0.2963,StrongDowntrend,MediumVolatility,NegativeMomentum
AAPL,2022-12-19,TechnicalAgent,0.27778,StrongDowntrend,MediumVolatility,NegativeMomentum
AAPL,2022-12-19,BullAgent,0.16667,StrongDowntrend,MediumVolatility,NegativeMomentum
AAPL,2022-12-19,BearAgent,0.25926,StrongDowntrend,MediumVolatility,NegativeMomentum
AAPL,2022-12-19,RiskAgent,0.2963,StrongDowntrend,MediumVolatility,NegativeMomentum
AAPL,2022-12-20,TechnicalAgent,0.27027,StrongDowntrend,MediumVolatility,Oversold
AAPL,2022-12-20,BullAgent,0.18919,StrongDowntrend,MediumVolatility,Oversold
AAPL,2022-12-20,BearAgent,0.25225,StrongDowntrend,MediumVolatility,Oversold
AAPL,2022-12-20,RiskAgent,0.28829,StrongDowntrend,MediumVolatility,Oversold
AAPL,2022-12-21,TechnicalAgent,0.27027,StrongDowntrend,MediumVolatility,Oversold
AAPL,2022-12-21,BullAgent,0.18919,StrongDowntrend,MediumVolatility,Oversold
AAPL,2022-12-21,BearAgent,0.25225,StrongDowntrend,MediumVolatility,Oversold
AAPL,2022-12-21,RiskAgent,0.28829,StrongDowntrend,MediumVolatility,Oversold
AAPL,2022-12-22,TechnicalAgent,0.27027,StrongDowntrend,MediumVolatility,Oversold
AAPL,2022-12-22,BullAgent,0.18919,StrongDowntrend,MediumVolatility,Oversold
AAPL,2022-12-22,BearAgent,0.25225,StrongDowntrend,MediumVolatility,Oversold
AAPL,2022-12-22,RiskAgent,0.28829,StrongDowntrend,MediumVolatility,Oversold
AAPL,2022-12-23,TechnicalAgent,0.27027,StrongDowntrend,MediumVolatility,Oversold
AAPL,2022-12-23,BullAgent,0.18919,StrongDowntrend,MediumVolatility,Oversold
AAPL,2022-12-23,BearAgent,0.25225,StrongDowntrend,MediumVolatility,Oversold
AAPL,2022-12-23,RiskAgent,0.28829,StrongDowntrend,MediumVolatility,Oversold
AAPL,2022-12-27,TechnicalAgent,0.27027,StrongDowntrend,MediumVolatility,Oversold
AAPL,2022-12-27,BullAgent,0.18919,StrongDowntrend,MediumVolatility,Oversold
AAPL,2022-12-27,BearAgent,0.25225,StrongDowntrend,MediumVolatility,Oversold
AAPL,2022-12-27,RiskAgent,0.28829,StrongDowntrend,MediumVolatility,Oversold
AAPL,2022-12-28,TechnicalAgent,0.27027,StrongDowntrend,MediumVolatility,Oversold
AAPL,2022-12-28,BullAgent,0.18919,StrongDowntrend,MediumVolatility,Oversold
AAPL,2022-12-28,BearAgent,0.25225,StrongDowntrend,MediumVolatility,Oversold
AAPL,2022-12-28,RiskAgent,0.28829,StrongDowntrend,MediumVolatility,Oversold
AAPL,2022-12-29,TechnicalAgent,0.27778,StrongDowntrend,MediumVolatility,NegativeMomentum
AAPL,2022-12-29,BullAgent,0.16667,StrongDowntrend,MediumVolatility,NegativeMomentum
AAPL,2022-12-29,BearAgent,0.25926,StrongDowntrend,MediumVolatility,NegativeMomentum
AAPL,2022-12-29,RiskAgent,0.2963,StrongDowntrend,MediumVolatility,NegativeMomentum
AAPL,2022-12-30,TechnicalAgent,0.27778,StrongDowntrend,MediumVolatility,NegativeMomentum
AAPL,2022-12-30,BullAgent,0.16667,StrongDowntrend,MediumVolatility,NegativeMomentum
AAPL,2022-12-30,BearAgent,0.25926,StrongDowntrend,MediumVolatility,NegativeMomentum
AAPL,2022-12-30,RiskAgent,0.2963,StrongDowntrend,MediumVolatility,NegativeMomentum
AAPL,2023-01-03,TechnicalAgent,0.27027,StrongDowntrend,MediumVolatility,Oversold
AAPL,2023-01-03,BullAgent,0.18919,StrongDowntrend,MediumVolatility,Oversold
AAPL,2023-01-03,BearAgent,0.25225,StrongDowntrend,MediumVolatility,Oversold
AAPL,2023-01-03,RiskAgent,0.28829,StrongDowntrend,MediumVolatility,Oversold
AAPL,2023-01-04,TechnicalAgent,0.27027,StrongDowntrend,MediumVolatility,Oversold
AAPL,2023-01-04,BullAgent,0.18919,StrongDowntrend,MediumVolatility,Oversold
AAPL,2023-01-04,BearAgent,0.25225,StrongDowntrend,MediumVolatility,Oversold
AAPL,2023-01-04,RiskAgent,0.28829,StrongDowntrend,MediumVolatility,Oversold
AAPL,2023-01-05,TechnicalAgent,0.27027,StrongDowntrend,MediumVolatility,Oversold
AAPL,2023-01-05,BullAgent,0.18919,StrongDowntrend,MediumVolatility,Oversold
AAPL,2023-01-05,BearAgent,0.25225,StrongDowntrend,MediumVolatility,Oversold
AAPL,2023-01-05,RiskAgent,0.28829,StrongDowntrend,MediumVolatility,Oversold
AAPL,2023-01-06,TechnicalAgent,0.27778,StrongDowntrend,MediumVolatility,NegativeMomentum
AAPL,2023-01-06,BullAgent,0.16667,StrongDowntrend,MediumVolatility,NegativeMomentum
AAPL,2023-01-06,BearAgent,0.25926,StrongDowntrend,MediumVolatility,NegativeMomentum
AAPL,2023-01-06,RiskAgent,0.2963,StrongDowntrend,MediumVolatility,NegativeMomentum
AAPL,2023-01-09,TechnicalAgent,0.27778,StrongDowntrend,MediumVolatility,PositiveMomentum
AAPL,2023-01-09,BullAgent,0.16667,StrongDowntrend,MediumVolatility,PositiveMomentum
AAPL,2023-01-09,BearAgent,0.25926,StrongDowntrend,MediumVolatility,PositiveMomentum
AAPL,2023-01-09,RiskAgent,0.2963,StrongDowntrend,MediumVolatility,PositiveMomentum
AAPL,2023-01-10,TechnicalAgent,0.27778,StrongDowntrend,MediumVolatility,PositiveMomentum
AAPL,2023-01-10,BullAgent,0.16667,StrongDowntrend,MediumVolatility,PositiveMomentum
AAPL,2023-01-10,BearAgent,0.25926,StrongDowntrend,MediumVolatility,PositiveMomentum
AAPL,2023-01-10,RiskAgent,0.2963,StrongDowntrend,MediumVolatility,PositiveMomentum
AAPL,2023-01-11,TechnicalAgent,0.27778,StrongDowntrend,MediumVolatility,PositiveMomentum
AAPL,2023-01-11,BullAgent,0.16667,StrongDowntrend,MediumVolatility,PositiveMomentum
AAPL,2023-01-11,BearAgent,0.25926,StrongDowntrend,MediumVolatility,PositiveMomentum
AAPL,2023-01-11,RiskAgent,0.2963,StrongDowntrend,MediumVolatility,PositiveMomentum
AAPL,2023-01-12,TechnicalAgent,0.27778,StrongDowntrend,MediumVolatility,PositiveMomentum
AAPL,2023-01-12,BullAgent,0.16667,StrongDowntrend,MediumVolatility,PositiveMomentum
AAPL,2023-01-12,BearAgent,0.25926,StrongDowntrend,MediumVolatility,PositiveMomentum
AAPL,2023-01-12,RiskAgent,0.2963,StrongDowntrend,MediumVolatility,PositiveMomentum
AAPL,2023-01-13,TechnicalAgent,0.27778,StrongDowntrend,MediumVolatility,PositiveMomentum
AAPL,2023-01-13,BullAgent,0.16667,StrongDowntrend,MediumVolatility,PositiveMomentum
AAPL,2023-01-13,BearAgent,0.25926,StrongDowntrend,MediumVolatility,PositiveMomentum
AAPL,2023-01-13,RiskAgent,0.2963,StrongDowntrend,MediumVolatility,PositiveMomentum
AAPL,2023-01-17,TechnicalAgent,0.3,Sideways,MediumVolatility,PositiveMomentum
AAPL,2023-01-17,BullAgent,0.23,Sideways,MediumVolatility,PositiveMomentum
AAPL,2023-01-17,BearAgent,0.2,Sideways,MediumVolatility,PositiveMomentum
AAPL,2023-01-17,RiskAgent,0.27,Sideways,MediumVolatility,PositiveMomentum
AAPL,2023-01-18,TechnicalAgent,0.3,Sideways,MediumVolatility,PositiveMomentum
AAPL,2023-01-18,BullAgent,0.23,Sideways,MediumVolatility,PositiveMomentum
AAPL,2023-01-18,BearAgent,0.2,Sideways,MediumVolatility,PositiveMomentum
AAPL,2023-01-18,RiskAgent,0.27,Sideways,MediumVolatility,PositiveMomentum
AAPL,2023-01-19,TechnicalAgent,0.3,Sideways,MediumVolatility,PositiveMomentum
AAPL,2023-01-19,BullAgent,0.23,Sideways,MediumVolatility,PositiveMomentum
AAPL,2023-01-19,BearAgent,0.2,Sideways,MediumVolatility,PositiveMomentum
AAPL,2023-01-19,RiskAgent,0.27,Sideways,MediumVolatility,PositiveMomentum
AAPL,2023-01-20,TechnicalAgent,0.3,Sideways,MediumVolatility,PositiveMomentum
AAPL,2023-01-20,BullAgent,0.23,Sideways,MediumVolatility,PositiveMomentum
AAPL,2023-01-20,BearAgent,0.2,Sideways,MediumVolatility,PositiveMomentum
AAPL,2023-01-20,RiskAgent,0.27,Sideways,MediumVolatility,PositiveMomentum
AAPL,2023-01-23,TechnicalAgent,0.31481,Uptrend,MediumVolatility,PositiveMomentum
AAPL,2023-01-23,BullAgent,0.28704,Uptrend,MediumVolatility,PositiveMomentum
AAPL,2023-01-23,BearAgent,0.14815,Uptrend,MediumVolatility,PositiveMomentum
AAPL,2023-01-23,RiskAgent,0.25,Uptrend,MediumVolatility,PositiveMomentum
AAPL,2023-01-24,TechnicalAgent,0.29565,Uptrend,MediumVolatility,Overbought
AAPL,2023-01-24,BullAgent,0.26957,Uptrend,MediumVolatility,Overbought
AAPL,2023-01-24,BearAgent,0.17391,Uptrend,MediumVolatility,Overbought
AAPL,2023-01-24,RiskAgent,0.26087,Uptrend,MediumVolatility,Overbought
AAPL,2023-01-25,TechnicalAgent,0.29565,Uptrend,MediumVolatility,Overbought
AAPL,2023-01-25,BullAgent,0.26957,Uptrend,MediumVolatility,Overbought
AAPL,2023-01-25,BearAgent,0.17391,Uptrend,MediumVolatility,Overbought
AAPL,2023-01-25,RiskAgent,0.26087,Uptrend,MediumVolatility,Overbought
AAPL,2023-01-26,TechnicalAgent,0.29565,Uptrend,MediumVolatility,Overbought
AAPL,2023-01-26,BullAgent,0.26957,Uptrend,MediumVolatility,Overbought
AAPL,2023-01-26,BearAgent,0.17391,Uptrend,MediumVolatility,Overbought
AAPL,2023-01-26,RiskAgent,0.26087,Uptrend,MediumVolatility,Overbought
AAPL,2023-01-27,TechnicalAgent,0.29565,Uptrend,LowVolatility,Overbought
AAPL,2023-01-27,BullAgent,0.26957,Uptrend,LowVolatility,Overbought
AAPL,2023-01-27,BearAgent,0.17391,Uptrend,LowVolatility,Overbought
AAPL,2023-01-27,RiskAgent,0.26087,Uptrend,LowVolatility,Overbought
AAPL,2023-01-30,TechnicalAgent,0.29565,Uptrend,LowVolatility,Overbought
AAPL,2023-01-30,BullAgent,0.26957,Uptrend,LowVolatility,Overbought
AAPL,2023-01-30,BearAgent,0.17391,Uptrend,LowVolatility,Overbought
AAPL,2023-01-30,RiskAgent,0.26087,Uptrend,LowVolatility,Overbought
AAPL,2023-01-31,TechnicalAgent,0.29565,Uptrend,LowVolatility,Overbought
AAPL,2023-01-31,BullAgent,0.26957,Uptrend,LowVolatility,Overbought
AAPL,2023-01-31,BearAgent,0.17391,Uptrend,LowVolatility,Overbought
AAPL,2023-01-31,RiskAgent,0.26087,Uptrend,LowVolatility,Overbought
AAPL,2023-02-01,TechnicalAgent,0.29565,Uptrend,LowVolatility,Overbought
AAPL,2023-02-01,BullAgent,0.26957,Uptrend,LowVolatility,Overbought
AAPL,2023-02-01,BearAgent,0.17391,Uptrend,LowVolatility,Overbought
AAPL,2023-02-01,RiskAgent,0.26087,Uptrend,LowVolatility,Overbought
AAPL,2023-02-02,TechnicalAgent,0.29565,Uptrend,LowVolatility,Overbought
AAPL,2023-02-02,BullAgent,0.26957,Uptrend,LowVolatility,Overbought
AAPL,2023-02-02,BearAgent,0.17391,Uptrend,LowVolatility,Overbought
