asset,date,trend_state,vol_state,momentum_state
DIA,2024-02-27,Uptrend,LowVolatility,NegativeMomentum
DIA,2024-02-28,Sideways,LowVolatility,NegativeMomentum
DIA,2024-02-29,Uptrend,LowVolatility,NegativeMomentum
DIA,2024-03-01,Uptrend,LowVolatility,NegativeMomentum
DIA,2024-03-04,Sideways,LowVolatility,NegativeMomentum
DIA,2024-03-05,Sideways,LowVolatility,NegativeMomentum
DIA,2024-03-06,Sideways,LowVolatility,NegativeMomentum
DIA,2024-03-07,Sideways,LowVolatility,NegativeMomentum
DIA,2024-03-08,Sideways,LowVolatility,NegativeMomentum
DIA,2024-03-11,Sideways,LowVolatility,NegativeMomentum
DIA,2024-03-12,Sideways,LowVolatility,NegativeMomentum
DIA,2024-03-13,Uptrend,LowVolatility,NegativeMomentum
DIA,2024-03-14,Uptrend,LowVolatility,NegativeMomentum
DIA,2024-03-15,Sideways,LowVolatility,NegativeMomentum
DIA,2024-03-18,Sideways,LowVolatility,NegativeMomentum
DIA,2024-03-19,Sideways,LowVolatility,NegativeMomentum
DIA,2024-03-20,Uptrend,LowVolatility,PositiveMomentum
DIA,2024-03-21,Uptrend,LowVolatility,PositiveMomentum
DIA,2024-03-22,Sideways,LowVolatility,PositiveMomentum
DIA,2024-03-25,Sideways,LowVolatility,PositiveMomentum
DIA,2024-03-26,Sideways,LowVolatility,PositiveMomentum
DIA,2024-03-27,Uptrend,LowVolatility,PositiveMomentum
DIA,2024-03-28,Uptrend,LowVolatility,PositiveMomentum
DIA,2024-04-01,Sideways,LowVolatility,PositiveMomentum
DIA,2024-04-02,Sideways,LowVolatility,NegativeMomentum
DIA,2024-04-03,Sideways,LowVolatility,NegativeMomentum
DIA,2024-04-04,Sideways,LowVolatility,NegativeMomentum
DIA,2024-04-05,Sideways,LowVolatility,NegativeMomentum
DIA,2024-04-08,Sideways,LowVolatility,NegativeMomentum
DIA,2024-04-09,Sideways,LowVolatility,NegativeMomentum
DIA,2024-04-10,Downtrend,LowVolatility,NegativeMomentum
DIA,2024-04-11,Downtrend,LowVolatility,Oversold
DIA,2024-04-12,Downtrend,LowVolatility,Oversold
DIA,2024-04-15,Downtrend,LowVolatility,Oversold
DIA,2024-04-16,Downtrend,LowVolatility,Oversold
DIA,2024-04-17,Downtrend,LowVolatility,Oversold
DIA,2024-04-18,Downtrend,LowVolatility,Oversold
DIA,2024-04-19,StrongDowntrend,LowVolatility,Oversold
DIA,2024-04-22,Downtrend,LowVolatility,NegativeMomentum
DIA,2024-04-23,Downtrend,LowVolatility,NegativeMomentum
DIA,2024-04-24,Downtrend,LowVolatility,NegativeMomentum
DIA,2024-04-25,StrongDowntrend,LowVolatility,NegativeMomentum
DIA,2024-04-26,Downtrend,LowVolatility,PositiveMomentum
DIA,2024-04-29,Downtrend,LowVolatility,PositiveMomentum
DIA,2024-04-30,Downtrend,LowVolatility,PositiveMomentum
DIA,2024-05-01,Downtrend,LowVolatility,NegativeMomentum
DIA,2024-05-02,Sideways,LowVolatility,PositiveMomentum
DIA,2024-05-03,Sideways,LowVolatility,PositiveMomentum
DIA,2024-05-06,Sideways,LowVolatility,PositiveMomentum
DIA,2024-05-07,Sideways,LowVolatility,PositiveMomentum
DIA,2024-05-08,Uptrend,LowVolatility,PositiveMomentum
DIA,2024-05-09,Uptrend,LowVolatility,PositiveMomentum
DIA,2024-05-10,Uptrend,LowVolatility,PositiveMomentum
DIA,2024-05-13,Uptrend,LowVolatility,PositiveMomentum
DIA,2024-05-14,Uptrend,LowVolatility,PositiveMomentum
DIA,2024-05-15,Uptrend,LowVolatility,Overbought
DIA,2024-05-16,Uptrend,LowVolatility,Overbought
DIA,2024-05-17,Uptrend,LowVolatility,Overbought
DIA,2024-05-20,StrongUptrend,LowVolatility,Overbought
DIA,2024-05-21,Uptrend,LowVolatility,Overbought
DIA,2024-05-22,Uptrend,LowVolatility,Overbought
DIA,2024-05-23,Uptrend,LowVolatility,PositiveMomentum
DIA,2024-05-24,Uptrend,LowVolatility,NegativeMomentum
DIA,2024-05-28,Sideways,LowVolatility,NegativeMomentum
DIA,2024-05-29,Sideways,LowVolatility,NegativeMomentum
DIA,2024-05-30,Sideways,LowVolatility,Oversold
DIA,2024-05-31,Sideways,LowVolatility,NegativeMomentum
DIA,2024-06-03,Sideways,LowVolatility,NegativeMomentum
DIA,2024-06-04,Sideways,LowVolatility,NegativeMomentum
DIA,2024-06-05,Sideways,LowVolatility,NegativeMomentum
DIA,2024-06-06,Sideways,LowVolatility,NegativeMomentum
DIA,2024-06-07,Sideways,LowVolatility,NegativeMomentum
DIA,2024-06-10,Sideways,LowVolatility,NegativeMomentum
DIA,2024-06-11,Downtrend,LowVolatility,NegativeMomentum
DIA,2024-06-12,Downtrend,LowVolatility,NegativeMomentum
DIA,2024-06-13,Downtrend,LowVolatility,NegativeMomentum
DIA,2024-06-14,Downtrend,LowVolatility,NegativeMomentum
DIA,2024-06-17,Sideways,LowVolatility,NegativeMomentum
DIA,2024-06-18,Sideways,LowVolatility,NegativeMomentum
DIA,2024-06-20,Sideways,LowVolatility,Overbought
DIA,2024-06-21,Sideways,LowVolatility,PositiveMomentum
DIA,2024-06-24,Sideways,LowVolatility,PositiveMomentum
DIA,2024-06-25,Sideways,LowVolatility,PositiveMomentum
DIA,2024-06-26,Sideways,LowVolatility,PositiveMomentum
DIA,2024-06-27,Uptrend,LowVolatility,PositiveMomentum
DIA,2024-06-28,Uptrend,LowVolatility,PositiveMomentum
DIA,2024-07-01,Sideways,LowVolatility,PositiveMomentum
DIA,2024-07-02,Uptrend,LowVolatility,PositiveMomentum
DIA,2024-07-03,Sideways,LowVolatility,PositiveMomentum
DIA,2024-07-05,Sideways,LowVolatility,PositiveMomentum
DIA,2024-07-08,Sideways,LowVolatility,PositiveMomentum
DIA,2024-07-09,Sideways,LowVolatility,PositiveMomentum
DIA,2024-07-10,Uptrend,LowVolatility,PositiveMomentum
DIA,2024-07-11,Uptrend,LowVolatility,PositiveMomentum
DIA,2024-07-12,Uptrend,LowVolatility,PositiveMomentum
DIA,2024-07-15,StrongUptrend,LowVolatility,PositiveMomentum
DIA,2024-07-16,StrongUptrend,LowVolatility,Overbought
DIA,2024-07-17,StrongUptrend,LowVolatility,Overbought
DIA,2024-07-18,StrongUptrend,LowVolatility,Overbought
DIA,2024-07-19,Uptrend,LowVolatility,PositiveMomentum
DIA,2024-07-22,Uptrend,LowVolatility,PositiveMomentum
DIA,2024-07-23,Uptrend,LowVolatility,PositiveMomentum
DIA,2024-07-24,Uptrend,LowVolatility,NegativeMomentum
DIA,2024-07-25,Uptrend,LowVolatility,NegativeMomentum
DIA,2024-07-26,Uptrend,LowVolatility,NegativeMomentum
DIA,2024-07-29,Uptrend,LowVolatility,NegativeMomentum
DIA,2024-07-30,StrongUptrend,LowVolatility,PositiveMomentum
DIA,2024-07-31,Uptrend,LowVolatility,PositiveMomentum
DIA,2024-08-01,Uptrend,LowVolatility,NegativeMomentum
DIA,2024-08-02,Sideways,LowVolatility,NegativeMomentum
DIA,2024-08-05,Downtrend,LowVolatility,Oversold
DIA,2024-08-06,Sideways,LowVolatility,Oversold
DIA,2024-08-07,Downtrend,LowVolatility,NegativeMomentum
DIA,2024-08-08,Sideways,LowVolatility,NegativeMomentum
DIA,2024-08-09,Sideways,LowVolatility,NegativeMomentum
DIA,2024-08-12,Downtrend,LowVolatility,NegativeMomentum
DIA,2024-08-13,Sideways,LowVolatility,NegativeMomentum
DIA,2024-08-14,Sideways,LowVolatility,NegativeMomentum
DIA,2024-08-15,Sideways,LowVolatility,PositiveMomentum
DIA,2024-08-16,Sideways,LowVolatility,PositiveMomentum
DIA,2024-08-19,Sideways,LowVolatility,PositiveMomentum
DIA,2024-08-20,Sideways,LowVolatility,PositiveMomentum
DIA,2024-08-21,Uptrend,LowVolatility,PositiveMomentum
DIA,2024-08-22,Uptrend,LowVolatility,PositiveMomentum
DIA,2024-08-23,Sideways,LowVolatility,Overbought
DIA,2024-08-26,Uptrend,LowVolatility,Overbought
DIA,2024-08-27,Sideways,LowVolatility,Overbought
DIA,2024-08-28,Sideways,LowVolatility,Overbought
DIA,2024-08-29,Uptrend,LowVolatility,Overbought
DIA,2024-08-30,StrongUptrend,LowVolatility,Overbought
DIA,2024-09-03,StrongUptrend,LowVolatility,PositiveMomentum
DIA,2024-09-04,StrongUptrend,LowVolatility,PositiveMomentum
DIA,2024-09-05,StrongUptrend,LowVolatility,NegativeMomentum
DIA,2024-09-06,Uptrend,LowVolatility,NegativeMomentum
DIA,2024-09-09,Uptrend,LowVolatility,NegativeMomentum
DIA,2024-09-10,Uptrend,LowVolatility,NegativeMomentum
DIA,2024-09-11,Uptrend,LowVolatility,NegativeMomentum
DIA,2024-09-12,Uptrend,LowVolatility,NegativeMomentum
DIA,2024-09-13,Uptrend,LowVolatility,NegativeMomentum
DIA,2024-09-16,Uptrend,LowVolatility,PositiveMomentum
DIA,2024-09-17,Uptrend,LowVolatility,PositiveMomentum
DIA,2024-09-18,Uptrend,LowVolatility,PositiveMomentum
DIA,2024-09-19,Uptrend,LowVolatility,PositiveMomentum
DIA,2024-09-20,Uptrend,LowVolatility,PositiveMomentum
DIA,2024-09-23,Uptrend,LowVolatility,PositiveMomentum
DIA,2024-09-24,Uptrend,LowVolatility,PositiveMomentum
DIA,2024-09-25,Uptrend,LowVolatility,PositiveMomentum
DIA,2024-09-26,Uptrend,LowVolatility,Overbought
DIA,2024-09-27,Uptrend,LowVolatility,Overbought
DIA,2024-09-30,Uptrend,LowVolatility,Overbought
DIA,2024-10-01,Uptrend,LowVolatility,PositiveMomentum
DIA,2024-10-02,Uptrend,LowVolatility,PositiveMomentum
DIA,2024-10-03,Uptrend,LowVolatility,NegativeMomentum
DIA,2024-10-04,StrongUptrend,LowVolatility,NegativeMomentum
DIA,2024-10-07,Uptrend,LowVolatility,NegativeMomentum
DIA,2024-10-08,Uptrend,LowVolatility,NegativeMomentum
DIA,2024-10-09,Uptrend,LowVolatility,NegativeMomentum
DIA,2024-10-10,Uptrend,LowVolatility,NegativeMomentum
DIA,2024-10-11,Uptrend,LowVolatility,PositiveMomentum
DIA,2024-10-14,Uptrend,LowVolatility,PositiveMomentum
DIA,2024-10-15,Uptrend,LowVolatility,PositiveMomentum
DIA,2024-10-16,Uptrend,LowVolatility,PositiveMomentum
DIA,2024-10-17,Uptrend,LowVolatility,PositiveMomentum
DIA,2024-10-18,Uptrend,LowVolatility,PositiveMomentum
DIA,2024-10-21,Uptrend,LowVolatility,PositiveMomentum
DIA,2024-10-22,Uptrend,LowVolatility,PositiveMomentum
DIA,2024-10-23,Sideways,LowVolatility,NegativeMomentum
DIA,2024-10-24,Sideways,LowVolatility,NegativeMomentum
DIA,2024-10-25,Sideways,LowVolatility,NegativeMomentum
DIA,2024-10-28,Sideways,LowVolatility,NegativeMomentum
DIA,2024-10-29,Sideways,LowVolatility,NegativeMomentum
DIA,2024-10-30,Sideways,LowVolatility,NegativeMomentum
DIA,2024-10-31,Sideways,LowVolatility,NegativeMomentum
DIA,2024-11-01,Sideways,LowVolatility,NegativeMomentum
DIA,2024-11-04,Sideways,LowVolatility,NegativeMomentum
DIA,2024-11-05,Sideways,LowVolatility,NegativeMomentum
DIA,2024-11-06,Uptrend,LowVolatility,NegativeMomentum
DIA,2024-11-07,Uptrend,LowVolatility,PositiveMomentum
DIA,2024-11-08,Uptrend,LowVolatility,PositiveMomentum
DIA,2024-11-11,Uptrend,LowVolatility,PositiveMomentum
DIA,2024-11-12,Uptrend,LowVolatility,PositiveMomentum
DIA,2024-11-13,Uptrend,LowVolatility,PositiveMomentum
DIA,2024-11-14,Sideways,LowVolatility,PositiveMomentum
DIA,2024-11-15,Sideways,LowVolatility,PositiveMomentum
DIA,2024-11-18,Sideways,LowVolatility,PositiveMomentum
DIA,2024-11-19,Sideways,LowVolatility,PositiveMomentum
DIA,2024-11-20,Uptrend,LowVolatility,NegativeMomentum
DIA,2024-11-21,Uptrend,LowVolatility,NegativeMomentum
DIA,2024-11-22,StrongUptrend,LowVolatility,Overbought
DIA,2024-11-25,StrongUptrend,LowVolatility,Overbought
DIA,2024-11-26,StrongUptrend,LowVolatility,PositiveMomentum
DIA,2024-11-27,StrongUptrend,LowVolatility,PositiveMomentum
DIA,2024-11-29,StrongUptrend,LowVolatility,PositiveMomentum
DIA,2024-12-02,StrongUptrend,LowVolatility,PositiveMomentum
DIA,2024-12-03,StrongUptrend,LowVolatility,PositiveMomentum
DIA,2024-12-04,StrongUptrend,LowVolatility,PositiveMomentum
DIA,2024-12-05,Uptrend,LowVolatility,PositiveMomentum
DIA,2024-12-06,Uptrend,LowVolatility,PositiveMomentum
DIA,2024-12-09,Sideways,LowVolatility,NegativeMomentum
DIA,2024-12-10,Sideways,LowVolatility,NegativeMomentum
DIA,2024-12-11,Sideways,LowVolatility,NegativeMomentum
DIA,2024-12-12,Sideways,LowVolatility,NegativeMomentum
DIA,2024-12-13,Sideways,LowVolatility,NegativeMomentum
DIA,2024-12-16,Sideways,LowVolatility,Oversold
DIA,2024-12-17,Sideways,LowVolatility,Oversold
DIA,2024-12-18,Downtrend,LowVolatility,Oversold
DIA,2024-12-19,Downtrend,LowVolatility,Oversold
DIA,2024-12-20,Downtrend,LowVolatility,Oversold
DIA,2024-12-23,Downtrend,LowVolatility,Oversold
DIA,2024-12-24,Downtrend,LowVolatility,Oversold
DIA,2024-12-26,Downtrend,LowVolatility,Oversold
DIA,2024-12-27,Downtrend,LowVolatility,Oversold
DIA,2024-12-30,Downtrend,LowVolatility,Oversold
DIA,2024-12-31,Downtrend,LowVolatility,Oversold
DIA,2025-01-02,Downtrend,LowVolatility,Oversold
DIA,2025-01-03,Downtrend,LowVolatility,NegativeMomentum
DIA,2025-01-06,StrongDowntrend,LowVolatility,NegativeMomentum
DIA,2025-01-07,StrongDowntrend,LowVolatility,NegativeMomentum
DIA,2025-01-08,StrongDowntrend,LowVolatility,NegativeMomentum
DIA,2025-01-10,StrongDowntrend,LowVolatility,NegativeMomentum
DIA,2025-01-13,StrongDowntrend,LowVolatility,NegativeMomentum
DIA,2025-01-14,Downtrend,LowVolatility,NegativeMomentum
DIA,2025-01-15,Downtrend,LowVolatility,PositiveMomentum
DIA,2025-01-16,Downtrend,LowVolatility,PositiveMomentum
DIA,2025-01-17,Sideways,LowVolatility,PositiveMomentum
DIA,2025-01-21,Uptrend,LowVolatility,PositiveMomentum
DIA,2025-01-22,Uptrend,LowVolatility,PositiveMomentum
DIA,2025-01-23,Uptrend,LowVolatility,PositiveMomentum
DIA,2025-01-24,Uptrend,LowVolatility,PositiveMomentum
DIA,2025-01-27,Uptrend,LowVolatility,PositiveMomentum
DIA,2025-01-28,Uptrend,LowVolatility,Overbought
DIA,2025-01-29,Uptrend,LowVolatility,Overbought
DIA,2025-01-30,Uptrend,LowVolatility,Overbought
DIA,2025-01-31,Uptrend,LowVolatility,Overbought
DIA,2025-02-03,Uptrend,LowVolatility,Overbought
DIA,2025-02-04,Uptrend,LowVolatility,Overbought
DIA,2025-02-05,StrongUptrend,LowVolatility,Overbought
DIA,2025-02-06,StrongUptrend,LowVolatility,PositiveMomentum
DIA,2025-02-07,Uptrend,LowVolatility,PositiveMomentum
DIA,2025-02-10,StrongUptrend,LowVolatility,PositiveMomentum
DIA,2025-02-11,StrongUptrend,LowVolatility,NegativeMomentum
DIA,2025-02-12,StrongUptrend,LowVolatility,NegativeMomentum
DIA,2025-02-13,Uptrend,LowVolatility,NegativeMomentum
DIA,2025-02-14,Uptrend,LowVolatility,NegativeMomentum
DIA,2025-02-18,Uptrend,LowVolatility,NegativeMomentum
DIA,2025-02-19,Sideways,LowVolatility,NegativeMomentum
DIA,2025-02-20,Sideways,LowVolatility,NegativeMomentum
DIA,2025-02-21,Downtrend,LowVolatility,NegativeMomentum
DIA,2025-02-24,Downtrend,LowVolatility,NegativeMomentum
DIA,2025-02-25,Downtrend,LowVolatility,NegativeMomentum
DIA,2025-02-26,Downtrend,LowVolatility,Oversold
DIA,2025-02-27,Downtrend,LowVolatility,Oversold
DIA,2025-02-28,Sideways,LowVolatility,NegativeMomentum
DIA,2025-03-03,Downtrend,LowVolatility,NegativeMomentum
DIA,2025-03-04,Downtrend,LowVolatility,Oversold
DIA,2025-03-05,Downtrend,LowVolatility,NegativeMomentum
DIA,2025-03-06,Downtrend,LowVolatility,Oversold
DIA,2025-03-07,Downtrend,LowVolatility,NegativeMomentum
DIA,2025-03-10,Downtrend,LowVolatility,Oversold
DIA,2025-03-11,StrongDowntrend,LowVolatility,Oversold
DIA,2025-03-12,StrongDowntrend,LowVolatility,Oversold
DIA,2025-03-13,StrongDowntrend,LowVolatility,Oversold
DIA,2025-03-14,StrongDowntrend,LowVolatility,NegativeMomentum
DIA,2025-03-17,StrongDowntrend,LowVolatility,NegativeMomentum
DIA,2025-03-18,StrongDowntrend,LowVolatility,NegativeMomentum
DIA,2025-03-19,StrongDowntrend,LowVolatility,NegativeMomentum
DIA,2025-03-20,StrongDowntrend,LowVolatility,NegativeMomentum
DIA,2025-03-21,Downtrend,LowVolatility,PositiveMomentum
DIA,2025-03-24,Downtrend,LowVolatility,PositiveMomentum
DIA,2025-03-25,Downtrend,LowVolatility,PositiveMomentum
DIA,2025-03-26,Downtrend,LowVolatility,PositiveMomentum
DIA,2025-03-27,Downtrend,LowVolatility,PositiveMomentum
DIA,2025-03-28,StrongDowntrend,LowVolatility,PositiveMomentum
DIA,2025-03-31,Downtrend,LowVolatility,PositiveMomentum
DIA,2025-04-01,Sideways,LowVolatility,PositiveMomentum
DIA,2025-04-02,Downtrend,LowVolatility,PositiveMomentum
DIA,2025-04-03,StrongDowntrend,LowVolatility,NegativeMomentum
DIA,2025-04-04,StrongDowntrend,LowVolatility,Oversold
DIA,2025-04-07,StrongDowntrend,LowVolatility,Oversold
DIA,2025-04-08,StrongDowntrend,LowVolatility,Oversold
DIA,2025-04-09,Downtrend,MediumVolatility,NegativeMomentum
DIA,2025-04-10,Downtrend,MediumVolatility,NegativeMomentum
DIA,2025-04-11,Downtrend,MediumVolatility,NegativeMomentum
DIA,2025-04-14,Downtrend,MediumVolatility,NegativeMomentum
DIA,2025-04-15,Downtrend,MediumVolatility,PositiveMomentum
DIA,2025-04-16,StrongDowntrend,MediumVolatility,PositiveMomentum
DIA,2025-04-17,StrongDowntrend,MediumVolatility,PositiveMomentum
DIA,2025-04-21,StrongDowntrend,MediumVolatility,NegativeMomentum
DIA,2025-04-22,StrongDowntrend,MediumVolatility,NegativeMomentum
DIA,2025-04-23,StrongDowntrend,MediumVolatility,PositiveMomentum
DIA,2025-04-24,StrongDowntrend,MediumVolatility,PositiveMomentum
DIA,2025-04-25,StrongDowntrend,MediumVolatility,PositiveMomentum
DIA,2025-04-28,Downtrend,MediumVolatility,PositiveMomentum
DIA,2025-04-29,Downtrend,MediumVolatility,PositiveMomentum
DIA,2025-04-30,Downtrend,MediumVolatility,PositiveMomentum
DIA,2025-05-01,Downtrend,MediumVolatility,PositiveMomentum
DIA,2025-05-02,Sideways,MediumVolatility,PositiveMomentum
DIA,2025-05-05,Sideways,MediumVolatility,PositiveMomentum
DIA,2025-05-06,Sideways,MediumVolatility,PositiveMomentum
DIA,2025-05-07,Sideways,MediumVolatility,PositiveMomentum
DIA,2025-05-08,Sideways,LowVolatility,PositiveMomentum
DIA,2025-05-09,Sideways,LowVolatility,Overbought
DIA,2025-05-12,Uptrend,LowVolatility,Overbought
DIA,2025-05-13,Uptrend,LowVolatility,Overbought
DIA,2025-05-14,Uptrend,LowVolatility,PositiveMomentum
DIA,2025-05-15,Uptrend,LowVolatility,Overbought
DIA,2025-05-16,Uptrend,LowVolatility,Overbought
DIA,2025-05-19,Uptrend,LowVolatility,Overbought
DIA,2025-05-20,Uptrend,LowVolatility,PositiveMomentum
DIA,2025-05-21,StrongUptrend,LowVolatility,PositiveMomentum
DIA,2025-05-22,StrongUptrend,LowVolatility,PositiveMomentum
DIA,2025-05-23,Uptrend,LowVolatility,PositiveMomentum
DIA,2025-05-27,StrongUptrend,LowVolatility,PositiveMomentum
DIA,2025-05-28,StrongUptrend,LowVolatility,NegativeMomentum
DIA,2025-05-29,Uptrend,LowVolatility,NegativeMomentum
DIA,2025-05-30,Uptrend,LowVolatility,NegativeMomentum
DIA,2025-06-02,Uptrend,LowVolatility,NegativeMomentum
DIA,2025-06-03,Uptrend,LowVolatility,NegativeMomentum
DIA,2025-06-04,StrongUptrend,LowVolatility,NegativeMomentum
DIA,2025-06-05,Uptrend,LowVolatility,NegativeMomentum
DIA,2025-06-06,Uptrend,LowVolatility,PositiveMomentum
DIA,2025-06-09,Uptrend,LowVolatility,PositiveMomentum
DIA,2025-06-10,Sideways,LowVolatility,PositiveMomentum
DIA,2025-06-11,Uptrend,LowVolatility,PositiveMomentum
DIA,2025-06-12,Uptrend,LowVolatility,PositiveMomentum
DIA,2025-06-13,Sideways,LowVolatility,NegativeMomentum
DIA,2025-06-16,Sideways,LowVolatility,NegativeMomentum
DIA,2025-06-17,Sideways,LowVolatility,NegativeMomentum
DIA,2025-06-18,Sideways,LowVolatility,NegativeMomentum
DIA,2025-06-20,Sideways,LowVolatility,NegativeMomentum
DIA,2025-06-23,Uptrend,LowVolatility,NegativeMomentum
DIA,2025-06-24,Uptrend,LowVolatility,NegativeMomentum
DIA,2025-06-25,Sideways,LowVolatility,NegativeMomentum
DIA,2025-06-26,Uptrend,LowVolatility,PositiveMomentum
DIA,2025-06-27,Uptrend,LowVolatility,PositiveMomentum
DIA,2025-06-30,StrongUptrend,LowVolatility,PositiveMomentum
DIA,2025-07-01,StrongUptrend,LowVolatility,PositiveMomentum
DIA,2025-07-02,StrongUptrend,LowVolatility,PositiveMomentum
DIA,2025-07-03,StrongUptrend,LowVolatility,PositiveMomentum
DIA,2025-07-07,StrongUptrend,LowVolatility,Overbought
DIA,2025-07-08,Uptrend,LowVolatility,PositiveMomentum
DIA,2025-07-09,Uptrend,LowVolatility,Overbought
DIA,2025-07-10,Uptrend,LowVolatility,Overbought
DIA,2025-07-11,Uptrend,LowVolatility,Overbought
DIA,2025-07-14,Uptrend,LowVolatility,PositiveMomentum
DIA,2025-07-15,StrongUptrend,LowVolatility,NegativeMomentum
DIA,2025-07-16,Uptrend,LowVolatility,NegativeMomentum
DIA,2025-07-17,StrongUptrend,LowVolatility,NegativeMomentum
DIA,2025-07-18,StrongUptrend,LowVolatility,NegativeMomentum
DIA,2025-07-21,StrongUptrend,LowVolatility,NegativeMomentum
DIA,2025-07-22,StrongUptrend,LowVolatility,NegativeMomentum
DIA,2025-07-23,StrongUptrend,LowVolatility,NegativeMomentum
DIA,2025-07-24,StrongUptrend,LowVolatility,NegativeMomentum
DIA,2025-07-25,Uptrend,LowVolatility,NegativeMomentum
DIA,2025-07-28,Uptrend,LowVolatility,NegativeMomentum
DIA,2025-07-29,Sideways,LowVolatility,NegativeMomentum
DIA,2025-07-30,Sideways,LowVolatility,NegativeMomentum
DIA,2025-07-31,Sideways,LowVolatility,NegativeMomentum
DIA,2025-08-01,Sideways,LowVolatility,NegativeMomentum
DIA,2025-08-04,Sideways,LowVolatility,NegativeMomentum
DIA,2025-08-05,Sideways,LowVolatility,NegativeMomentum
DIA,2025-08-06,Sideways,LowVolatility,NegativeMomentum
DIA,2025-08-07,Sideways,LowVolatility,NegativeMomentum
DIA,2025-08-08,Sideways,LowVolatility,NegativeMomentum
DIA,2025-08-11,Sideways,LowVolatility,NegativeMomentum
DIA,2025-08-12,Sideways,LowVolatility,NegativeMomentum
DIA,2025-08-13,Uptrend,LowVolatility,NegativeMomentum
DIA,2025-08-14,Sideways,LowVolatility,PositiveMomentum
DIA,2025-08-15,Sideways,LowVolatility,PositiveMomentum
DIA,2025-08-18,Sideways,LowVolatility,PositiveMomentum
DIA,2025-08-19,Sideways,LowVolatility,PositiveMomentum
DIA,2025-08-20,Sideways,LowVolatility,PositiveMomentum
DIA,2025-08-21,Sideways,LowVolatility,PositiveMomentum
DIA,2025-08-22,Uptrend,LowVolatility,Overbought
DIA,2025-08-25,Sideways,LowVolatility,PositiveMomentum
DIA,2025-08-26,Uptrend,LowVolatility,PositiveMomentum
DIA,2025-08-27,Uptrend,LowVolatility,Overbought
DIA,2025-08-28,Uptrend,LowVolatility,PositiveMomentum
DIA,2025-08-29,StrongUptrend,LowVolatility,Overbought
DIA,2025-09-02,Uptrend,LowVolatility,PositiveMomentum
DIA,2025-09-03,Uptrend,LowVolatility,PositiveMomentum
DIA,2025-09-04,Uptrend,LowVolatility,PositiveMomentum
DIA,2025-09-05,Uptrend,LowVolatility,PositiveMomentum
DIA,2025-09-08,Uptrend,LowVolatility,PositiveMomentum
DIA,2025-09-09,StrongUptrend,LowVolatility,PositiveMomentum
DIA,2025-09-10,Uptrend,LowVolatility,NegativeMomentum
DIA,2025-09-11,Uptrend,LowVolatility,PositiveMomentum
DIA,2025-09-12,Uptrend,LowVolatility,PositiveMomentum
DIA,2025-09-15,Uptrend,LowVolatility,PositiveMomentum
DIA,2025-09-16,Uptrend,LowVolatility,PositiveMomentum
DIA,2025-09-17,Uptrend,LowVolatility,PositiveMomentum
DIA,2025-09-18,Uptrend,LowVolatility,PositiveMomentum
DIA,2025-09-19,Uptrend,LowVolatility,PositiveMomentum
DIA,2025-09-22,Uptrend,LowVolatility,PositiveMomentum
DIA,2025-09-23,Uptrend,LowVolatility,PositiveMomentum
DIA,2025-09-24,Sideways,LowVolatility,NegativeMomentum
DIA,2025-09-25,Sideways,LowVolatility,NegativeMomentum
DIA,2025-09-26,Sideways,LowVolatility,NegativeMomentum
DIA,2025-09-29,Uptrend,LowVolatility,NegativeMomentum
DIA,2025-09-30,Uptrend,LowVolatility,NegativeMomentum
DIA,2025-10-01,Uptrend,LowVolatility,NegativeMomentum
DIA,2025-10-02,Uptrend,LowVolatility,NegativeMomentum
DIA,2025-10-03,Uptrend,LowVolatility,PositiveMomentum
DIA,2025-10-06,Uptrend,LowVolatility,PositiveMomentum
DIA,2025-10-07,Uptrend,LowVolatility,PositiveMomentum
DIA,2025-10-08,Uptrend,LowVolatility,NegativeMomentum
DIA,2025-10-09,Sideways,LowVolatility,NegativeMomentum
DIA,2025-10-10,Sideways,LowVolatility,NegativeMomentum
DIA,2025-10-13,Sideways,LowVolatility,NegativeMomentum
DIA,2025-10-14,Sideways,LowVolatility,NegativeMomentum
DIA,2025-10-15,Sideways,LowVolatility,NegativeMomentum
DIA,2025-10-16,Sideways,LowVolatility,NegativeMomentum
DIA,2025-10-17,Sideways,LowVolatility,NegativeMomentum
DIA,2025-10-20,Sideways,LowVolatility,NegativeMomentum
DIA,2025-10-21,Sideways,LowVolatility,PositiveMomentum
DIA,2025-10-22,Sideways,LowVolatility,PositiveMomentum
DIA,2025-10-23,Uptrend,LowVolatility,PositiveMomentum
DIA,2025-10-24,Uptrend,LowVolatility,PositiveMomentum
DIA,2025-10-27,Uptrend,LowVolatility,PositiveMomentum
DIA,2025-10-28,Uptrend,LowVolatility,PositiveMomentum
DIA,2025-10-29,Uptrend,LowVolatility,PositiveMomentum
DIA,2025-10-30,Uptrend,LowVolatility,Overbought
DIA,2025-10-31,Uptrend,LowVolatility,PositiveMomentum
DIA,2025-11-03,Sideways,LowVolatility,PositiveMomentum
DIA,2025-11-04,Sideways,LowVolatility,PositiveMomentum
DIA,2025-11-05,Uptrend,LowVolatility,PositiveMomentum
DIA,2025-11-06,Sideways,LowVolatility,NegativeMomentum
DIA,2025-11-07,Uptrend,LowVolatility,NegativeMomentum
DIA,2025-11-10,Uptrend,LowVolatility,NegativeMomentum
DIA,2025-11-11,Uptrend,LowVolatility,PositiveMomentum
DIA,2025-11-12,StrongUptrend,LowVolatility,PositiveMomentum
