asset,date,technical_score,bull_score,bear_score,risk_score,raw_position,final_position,action,veto_applied,veto_reason,trend_state,vol_state,momentum_state
TLT,2026-01-26,0.01272,0.09454,0.0,0.20977,0.30857,0.30857,HOLD,False,none,Sideways,LowVolatility,PositiveMomentum
TLT,2026-01-27,0.00239,0.08274,0.0,0.21484,0.30235,0.30235,HOLD,False,none,Sideways,LowVolatility,PositiveMomentum
TLT,2026-01-28,-0.01868,0.05865,0.0,0.21305,0.29063,0.29063,HOLD,False,none,Sideways,LowVolatility,PositiveMomentum
TLT,2026-01-29,-0.00956,0.06907,0.0,0.21222,0.29583,0.29583,HOLD,False,none,Sideways,LowVolatility,PositiveMomentum
TLT,2026-01-30,-0.0012,0.07862,0.0,0.20649,0.301,0.301,HOLD,False,none,Sideways,LowVolatility,PositiveMomentum
TLT,2026-02-02,-0.2693,-0.02206,0.0,0.21378,0.19682,0.19682,HOLD,False,none,Sideways,LowVolatility,NegativeMomentum
TLT,2026-02-03,-0.27801,-0.03201,0.0,0.21021,0.19221,0.19221,HOLD,False,none,Sideways,LowVolatility,NegativeMomentum
TLT,2026-02-04,-0.45967,-0.03391,0.0,0.21053,0.13724,0.13724,REDUCE,False,none,Sideways,LowVolatility,NegativeMomentum
TLT,2026-02-05,-0.26236,-0.01412,0.0,0.22548,0.19978,0.19978,HOLD,False,none,Sideways,LowVolatility,NegativeMomentum
TLT,2026-02-06,-0.24239,0.0087,0.0,0.22137,0.21135,0.21135,HOLD,False,none,Sideways,LowVolatility,NegativeMomentum
TLT,2026-02-09,-0.01632,0.06135,0.0,0.21365,0.29191,0.29191,HOLD,False,none,Sideways,LowVolatility,PositiveMomentum
TLT,2026-02-10,0.03433,0.11924,0.0,0.23385,0.31878,0.31878,HOLD,False,none,Sideways,LowVolatility,PositiveMomentum
TLT,2026-02-11,0.00956,0.09093,0.0,0.23861,0.30446,0.30446,HOLD,False,none,Sideways,LowVolatility,PositiveMomentum
TLT,2026-02-12,0.03566,0.12076,0.0,0.2594,0.31746,0.31746,HOLD,False,none,Sideways,LowVolatility,PositiveMomentum
TLT,2026-02-13,0.05588,0.26387,0.0,0.26263,0.37364,0.37364,HOLD,False,none,Uptrend,LowVolatility,PositiveMomentum
TLT,2026-02-17,0.08252,0.29431,0.0,0.25603,0.39125,0.39125,HOLD,False,none,Uptrend,LowVolatility,PositiveMomentum
TLT,2026-02-18,0.11633,0.33295,0.0,0.22747,0.41513,0.41513,HOLD,False,none,Uptrend,LowVolatility,PositiveMomentum
TLT,2026-02-19,0.0926,0.30583,0.0,0.22121,0.40035,0.40035,HOLD,False,none,Uptrend,LowVolatility,PositiveMomentum
TLT,2026-02-20,0.38865,0.27846,0.0,0.22155,0.48566,0.48566,OVERWEIGHT,False,none,Uptrend,LowVolatility,PositiveMomentum
TLT,2026-02-23,0.39205,0.20234,0.25,0.22227,0.40958,0.40958,HOLD,False,none,Uptrend,LowVolatility,Overbought
TLT,2026-02-24,0.3814,0.19018,0.25,0.2199,0.40334,0.40334,HOLD,False,none,Uptrend,LowVolatility,Overbought
TLT,2026-02-25,0.40411,0.21613,0.25,0.21083,0.41776,0.41776,HOLD,False,none,Uptrend,LowVolatility,Overbought
TLT,2026-02-26,0.42668,0.24192,0.25,0.20972,0.43147,0.43147,HOLD,False,none,Uptrend,LowVolatility,Overbought
TLT,2026-02-27,0.44782,0.26609,0.25,0.21284,0.44399,0.44399,HOLD,False,none,Uptrend,LowVolatility,Overbought
TLT,2026-03-02,0.59962,0.31385,0.0,0.2412,0.56077,0.55,OVERWEIGHT,True,exceed_max_position,Uptrend,LowVolatility,PositiveMomentum
TLT,2026-03-03,0.61646,0.3331,0.0,0.23253,0.57224,0.55,OVERWEIGHT,True,exceed_max_position,Uptrend,LowVolatility,PositiveMomentum
TLT,2026-03-04,0.34642,0.23019,0.0,0.23587,0.45744,0.45744,OVERWEIGHT,False,none,Uptrend,LowVolatility,NegativeMomentum
TLT,2026-03-05,0.341,0.224,0.0,0.23807,0.45379,0.45379,OVERWEIGHT,False,none,Uptrend,LowVolatility,NegativeMomentum
TLT,2026-03-06,0.10921,0.04481,0.0,0.22562,0.32479,0.32479,HOLD,False,none,Sideways,LowVolatility,NegativeMomentum
TLT,2026-03-09,0.31757,0.19722,0.0,0.23586,0.43889,0.43889,HOLD,False,none,Uptrend,LowVolatility,NegativeMomentum
TLT,2026-03-10,0.10039,0.03474,0.0,0.25548,0.31741,0.31741,HOLD,False,none,Sideways,LowVolatility,NegativeMomentum
TLT,2026-03-11,0.01505,-0.0628,0.2,0.25926,0.21881,0.21881,HOLD,False,none,Downtrend,LowVolatility,NegativeMomentum
TLT,2026-03-12,0.02668,-0.04951,0.0,0.25638,0.27585,0.27585,HOLD,False,none,Sideways,LowVolatility,NegativeMomentum
TLT,2026-03-13,-0.03551,-0.12059,0.2,0.22671,0.19753,0.19753,HOLD,False,none,Downtrend,LowVolatility,Oversold
TLT,2026-03-16,-0.02792,-0.1119,0.2,0.23266,0.20106,0.20106,HOLD,False,none,Downtrend,LowVolatility,NegativeMomentum
TLT,2026-03-17,-0.02425,-0.10771,0.2,0.23391,0.20267,0.20267,HOLD,False,none,Downtrend,LowVolatility,NegativeMomentum
TLT,2026-03-18,-0.03047,-0.11482,0.2,0.23583,0.1992,0.1992,HOLD,False,none,Downtrend,LowVolatility,Oversold
TLT,2026-03-19,-0.01318,-0.09507,0.2,0.24359,0.20693,0.20693,HOLD,False,none,Downtrend,LowVolatility,Oversold
TLT,2026-03-20,-0.07014,-0.16016,0.2,0.28634,0.17553,0.17553,HOLD,False,none,Downtrend,LowVolatility,Oversold
TLT,2026-03-23,-0.06066,-0.14932,0.2,0.29154,0.1805,0.1805,HOLD,False,none,Downtrend,LowVolatility,NegativeMomentum
TLT,2026-03-24,-0.08145,-0.17308,0.2,0.2904,0.17086,0.17086,HOLD,False,none,Downtrend,LowVolatility,NegativeMomentum
TLT,2026-03-25,-0.54951,-0.13658,0.2,0.30678,0.04547,0.04547,REDUCE,False,none,Downtrend,LowVolatility,NegativeMomentum
TLT,2026-03-26,-0.59129,-0.18434,0.2,0.30735,0.02585,0.02585,REDUCE,True,strong_downtrend_guard,StrongDowntrend,LowVolatility,NegativeMomentum
TLT,2026-03-27,-0.62963,-0.22814,0.2,0.29896,0.00865,0.00865,REDUCE,True,strong_downtrend_guard,StrongDowntrend,LowVolatility,NegativeMomentum
TLT,2026-03-30,-0.36053,-0.12633,0.2,0.31354,0.09907,0.09907,REDUCE,False,none,Downtrend,LowVolatility,NegativeMomentum
TLT,2026-03-31,-0.35723,-0.12255,0.2,0.31355,0.10062,0.10062,REDUCE,False,none,Downtrend,LowVolatility,NegativeMomentum
TLT,2026-04-01,-0.36346,-0.12967,0.2,0.31463,0.09761,0.09761,REDUCE,False,none,Downtrend,LowVolatility,NegativeMomentum
TLT,2026-04-02,-0.07884,-0.0101,0.2,0.32045,0.19608,0.19608,HOLD,False,none,Downtrend,LowVolatility,PositiveMomentum
TLT,2026-04-06,-0.07161,-0.00184,0.2,0.31965,0.19953,0.19953,HOLD,False,none,Downtrend,LowVolatility,PositiveMomentum
TLT,2026-04-07,-0.10159,-0.0361,0.2,0.308,0.18653,0.18653,HOLD,False,none,Downtrend,LowVolatility,PositiveMomentum
TLT,2026-04-08,-0.05392,0.01838,0.2,0.29901,0.20965,0.20965,HOLD,False,none,Downtrend,LowVolatility,PositiveMomentum
TLT,2026-04-09,-0.01767,0.0598,0.0,0.27948,0.28581,0.28581,HOLD,False,none,Sideways,LowVolatility,PositiveMomentum
TLT,2026-04-10,-0.01932,0.05792,0.0,0.27973,0.28487,0.28487,HOLD,False,none,Sideways,LowVolatility,PositiveMomentum
TLT,2026-04-13,0.00849,0.08971,0.0,0.27776,0.30068,0.30068,HOLD,False,none,Sideways,LowVolatility,PositiveMomentum
TLT,2026-04-14,0.0,0.08,0.0,0.27348,0.29625,0.29625,HOLD,False,none,Sideways,LowVolatility,PositiveMomentum
TLT,2026-04-15,-0.02481,0.05164,0.0,0.27474,0.28218,0.28218,HOLD,False,none,Sideways,LowVolatility,PositiveMomentum
TLT,2026-04-16,-0.02737,0.04872,0.0,0.27587,0.28065,0.28065,HOLD,False,none,Sideways,LowVolatility,PositiveMomentum
TLT,2026-04-17,-0.0168,0.0608,0.0,0.28239,0.28607,0.28607,HOLD,False,none,Sideways,LowVolatility,PositiveMomentum
TLT,2026-04-20,0.04975,0.13686,0.0,0.22796,0.32794,0.32794,HOLD,False,none,Sideways,LowVolatility,PositiveMomentum
TLT,2026-04-21,0.00729,0.08833,0.0,0.22763,0.30407,0.30407,HOLD,False,none,Sideways,LowVolatility,PositiveMomentum
TLT,2026-04-22,0.02971,0.11395,0.0,0.22446,0.31694,0.31694,HOLD,False,none,Sideways,LowVolatility,PositiveMomentum
TLT,2026-04-23,-0.01169,0.06664,0.0,0.20975,0.29483,0.29483,HOLD,False,none,Sideways,LowVolatility,PositiveMomentum
TLT,2026-04-24,0.02439,0.10787,0.0,0.19693,0.31618,0.31618,HOLD,False,none,Sideways,LowVolatility,PositiveMomentum
TLT,2026-04-27,0.02616,0.10989,0.0,0.19586,0.31726,0.31726,HOLD,False,none,Sideways,LowVolatility,PositiveMomentum
TLT,2026-04-28,-0.01654,0.0611,0.0,0.15895,0.29622,0.29622,HOLD,False,none,Sideways,LowVolatility,PositiveMomentum
TLT,2026-04-29,-0.46997,-0.04568,0.0,0.1712,0.13464,0.13464,REDUCE,False,none,Sideways,LowVolatility,NegativeMomentum
TLT,2026-04-30,-0.27597,-0.02968,0.0,0.16675,0.19688,0.19688,HOLD,False,none,Sideways,LowVolatility,NegativeMomentum
TLT,2026-05-01,-0.47759,-0.05438,0.0,0.15646,0.13154,0.13154,REDUCE,False,none,Sideways,LowVolatility,NegativeMomentum
TLT,2026-05-04,-0.49826,-0.07802,0.2,0.16696,0.08569,0.08569,REDUCE,False,none,Downtrend,LowVolatility,Oversold
TLT,2026-05-05,-0.47888,-0.05586,0.0,0.17574,0.12925,0.12925,REDUCE,False,none,Sideways,LowVolatility,NegativeMomentum
TLT,2026-05-06,-0.28382,-0.03866,0.0,0.18664,0.19084,0.19084,HOLD,False,none,Sideways,LowVolatility,NegativeMomentum
TLT,2026-05-07,-0.47239,-0.04844,0.0,0.18982,0.13177,0.13177,REDUCE,False,none,Sideways,LowVolatility,NegativeMomentum
TLT,2026-05-08,-0.26659,-0.01896,0.0,0.19479,0.19988,0.19988,HOLD,False,none,Sideways,LowVolatility,NegativeMomentum
TLT,2026-05-11,-0.47801,-0.05487,0.0,0.19848,0.1279,0.1279,REDUCE,False,none,Sideways,LowVolatility,NegativeMomentum
TLT,2026-05-12,-0.5191,-0.10182,0.2,0.19713,0.06946,0.06946,REDUCE,False,none,Downtrend,LowVolatility,NegativeMomentum
TLT,2026-05-13,-0.51183,-0.09352,0.2,0.19545,0.07301,0.07301,REDUCE,False,none,Downtrend,LowVolatility,NegativeMomentum
TLT,2026-05-14,-0.48517,-0.06305,0.2,0.19097,0.08589,0.08589,REDUCE,False,none,Downtrend,LowVolatility,NegativeMomentum
TLT,2026-05-15,-0.56707,-0.15666,0.2,0.20429,0.04898,0.04898,REDUCE,False,none,Downtrend,LowVolatility,Oversold
TLT,2026-05-18,-0.57032,-0.16037,0.2,0.20383,0.04744,0.04744,REDUCE,False,none,StrongDowntrend,LowVolatility,Oversold
TLT,2026-05-19,-0.57353,-0.16403,0.2,0.2052,0.04576,0.04576,REDUCE,False,none,StrongDowntrend,LowVolatility,Oversold
TLT,2026-05-20,-0.54419,-0.1305,0.2,0.23001,0.05479,0.05479,REDUCE,False,none,Downtrend,LowVolatility,NegativeMomentum
TLT,2026-05-21,-0.34422,-0.10768,0.2,0.23429,0.11376,0.11376,REDUCE,False,none,Downtrend,LowVolatility,NegativeMomentum
TLT,2026-05-22,-0.33194,-0.09365,0.2,0.23992,0.11901,0.11901,REDUCE,False,none,Downtrend,LowVolatility,NegativeMomentum
TLT,2026-05-26,-0.04787,0.02529,0.0,0.24275,0.27179,0.27179,HOLD,False,none,Sideways,LowVolatility,PositiveMomentum
TLT,2026-05-27,-0.04336,0.03045,0.0,0.24369,0.27426,0.27426,HOLD,False,none,Sideways,LowVolatility,PositiveMomentum
TLT,2026-05-28,0.00163,0.08187,0.0,0.2396,0.29991,0.29991,HOLD,False,none,Sideways,LowVolatility,PositiveMomentum
TLT,2026-05-29,0.00572,0.08654,0.0,0.23944,0.30223,0.30223,HOLD,False,none,Sideways,LowVolatility,PositiveMomentum
TLT,2026-06-01,-0.00572,0.07346,0.0,0.24125,0.29564,0.29564,HOLD,False,none,Sideways,LowVolatility,PositiveMomentum
TLT,2026-06-02,0.02843,0.11249,0.0,0.23224,0.31559,0.31559,HOLD,False,none,Sideways,LowVolatility,PositiveMomentum
TLT,2026-06-03,-0.00492,0.07438,0.0,0.2304,0.29697,0.29697,HOLD,False,none,Sideways,LowVolatility,PositiveMomentum
TLT,2026-06-04,-0.02358,0.05305,0.0,0.22126,0.2872,0.2872,HOLD,False,none,Sideways,LowVolatility,PositiveMomentum
TLT,2026-06-05,-0.02411,0.05245,0.0,0.2215,0.28689,0.28689,HOLD,False,none,Sideways,LowVolatility,PositiveMomentum
GLD,2022-03-29,0.02221,-0.05462,0.0,0.52871,0.25127,0.25127,HOLD,False,none,Sideways,LowVolatility,NegativeMomentum
GLD,2022-03-30,0.08655,0.01892,0.0,0.52595,0.28772,0.28772,HOLD,False,none,Sideways,LowVolatility,NegativeMomentum
GLD,2022-03-31,0.0671,-0.00332,0.0,0.52357,0.27696,0.27696,HOLD,False,none,Sideways,LowVolatility,NegativeMomentum
GLD,2022-04-01,0.17035,-0.09103,0.0,0.50635,0.28915,0.28915,HOLD,False,none,Sideways,LowVolatility,NegativeMomentum
GLD,2022-04-04,0.13659,-0.12961,0.0,0.48945,0.27152,0.27152,HOLD,False,none,Sideways,LowVolatility,NegativeMomentum
GLD,2022-04-05,0.02576,-0.25,0.0,0.41722,0.21643,0.21643,HOLD,False,none,Sideways,LowVolatility,NegativeMomentum
GLD,2022-04-06,0.13397,-0.1326,0.0,0.34626,0.28165,0.28165,HOLD,False,none,Sideways,LowVolatility,NegativeMomentum
GLD,2022-04-07,0.13621,-0.13004,0.0,0.347,0.28285,0.28285,HOLD,False,none,Sideways,LowVolatility,NegativeMomentum
GLD,2022-04-08,0.18155,-0.07823,0.0,0.34957,0.30816,0.30816,HOLD,False,none,Sideways,LowVolatility,NegativeMomentum
GLD,2022-04-11,0.25134,0.00154,0.0,0.3291,0.3491,0.3491,HOLD,False,none,Sideways,LowVolatility,NegativeMomentum
GLD,2022-04-12,0.59548,0.30912,0.0,0.28913,0.55451,0.55,OVERWEIGHT,True,exceed_max_position,Uptrend,LowVolatility,PositiveMomentum
GLD,2022-04-13,0.59022,0.30311,0.0,0.28752,0.55125,0.55,OVERWEIGHT,True,exceed_max_position,Uptrend,LowVolatility,PositiveMomentum
GLD,2022-04-14,0.56095,0.26966,0.0,0.28817,0.53238,0.53238,OVERWEIGHT,False,none,Uptrend,LowVolatility,PositiveMomentum
GLD,2022-04-18,0.42365,0.31846,0.0,0.27537,0.50413,0.50413,OVERWEIGHT,False,none,Uptrend,LowVolatility,PositiveMomentum
GLD,2022-04-19,0.52228,0.10546,0.0,0.3029,0.4564,0.4564,OVERWEIGHT,False,none,Sideways,LowVolatility,PositiveMomentum
GLD,2022-04-20,0.56537,0.27471,0.0,0.29734,0.53454,0.53454,OVERWEIGHT,False,none,Uptrend,LowVolatility,PositiveMomentum
GLD,2022-04-21,0.25481,0.0055,0.0,0.27693,0.35528,0.35528,HOLD,False,none,Sideways,LowVolatility,NegativeMomentum
GLD,2022-04-22,0.19572,-0.06203,0.0,0.28105,0.32168,0.32168,HOLD,False,none,Sideways,LowVolatility,NegativeMomentum
GLD,2022-04-25,0.14771,-0.1169,0.2,0.31577,0.24163,0.24163,HOLD,False,none,Downtrend,LowVolatility,NegativeMomentum
GLD,2022-04-26,0.21599,-0.03887,0.0,0.27894,0.33326,0.33326,HOLD,False,none,Sideways,LowVolatility,NegativeMomentum
GLD,2022-04-27,0.00826,-0.07056,0.2,0.28511,0.21334,0.21334,HOLD,False,none,Downtrend,LowVolatility,NegativeMomentum
GLD,2022-04-28,0.17926,-0.08085,0.2,0.27974,0.2596,0.2596,HOLD,False,none,Downtrend,LowVolatility,NegativeMomentum
GLD,2022-04-29,-0.00246,-0.08281,0.2,0.27958,0.20881,0.20881,HOLD,False,none,Downtrend,LowVolatility,NegativeMomentum
GLD,2022-05-02,-0.04446,-0.13081,0.2,0.31391,0.18564,0.18564,HOLD,False,none,Downtrend,LowVolatility,Oversold
GLD,2022-05-03,-0.05186,-0.13927,0.2,0.31104,0.18228,0.18228,HOLD,False,none,Downtrend,LowVolatility,Oversold
GLD,2022-05-04,0.00283,-0.07677,0.2,0.32293,0.20786,0.20786,HOLD,False,none,Downtrend,LowVolatility,Oversold
GLD,2022-05-05,-0.51825,-0.10086,0.2,0.32242,0.06252,0.06252,REDUCE,False,none,Downtrend,LowVolatility,Oversold
GLD,2022-05-06,-0.52549,-0.10913,0.2,0.32042,0.05917,0.05917,REDUCE,False,none,Downtrend,LowVolatility,Oversold
GLD,2022-05-09,-0.59567,-0.18934,0.2,0.33115,0.0241,0.0241,REDUCE,False,none,StrongDowntrend,LowVolatility,Oversold
GLD,2022-05-10,-0.64015,-0.24017,0.2,0.32816,0.00272,0.00272,REDUCE,False,none,StrongDowntrend,LowVolatility,Oversold
GLD,2022-05-11,-0.63855,-0.23834,0.2,0.32939,0.00339,0.00339,REDUCE,False,none,StrongDowntrend,LowVolatility,Oversold
GLD,2022-05-12,-0.68,-0.25,0.2,0.33728,0.0,0.0,REDUCE,False,none,StrongDowntrend,LowVolatility,Oversold
GLD,2022-05-13,-0.68,-0.25,0.2,0.33894,0.0,0.0,REDUCE,False,none,StrongDowntrend,LowVolatility,Oversold
GLD,2022-05-16,-0.68,-0.25,0.2,0.35353,0.0,0.0,REDUCE,True,strong_downtrend_guard,StrongDowntrend,LowVolatility,NegativeMomentum
GLD,2022-05-17,-0.67043,-0.25,0.2,0.3402,0.0,0.0,REDUCE,True,strong_downtrend_guard,StrongDowntrend,LowVolatility,NegativeMomentum
GLD,2022-05-18,-0.68,-0.25,0.2,0.33404,0.0,0.0,REDUCE,False,none,StrongDowntrend,LowVolatility,Oversold
GLD,2022-05-19,-0.62513,-0.223,0.2,0.36859,0.00457,0.00457,REDUCE,True,strong_downtrend_guard,StrongDowntrend,LowVolatility,NegativeMomentum
GLD,2022-05-20,-0.41035,-0.18326,0.2,0.36442,0.07122,0.07122,REDUCE,True,strong_downtrend_guard,StrongDowntrend,LowVolatility,NegativeMomentum
GLD,2022-05-23,-0.08342,-0.01534,0.2,0.34064,0.19214,0.19214,HOLD,False,none,Downtrend,LowVolatility,PositiveMomentum
GLD,2022-05-24,-0.06297,0.00804,0.2,0.3479,0.20107,0.20107,HOLD,False,none,Downtrend,LowVolatility,PositiveMomentum
GLD,2022-05-25,-0.05768,0.01408,0.2,0.34592,0.20372,0.20372,HOLD,False,none,Downtrend,LowVolatility,PositiveMomentum
GLD,2022-05-26,-0.08249,-0.01427,0.2,0.34157,0.19249,0.19249,HOLD,False,none,Downtrend,LowVolatility,PositiveMomentum
GLD,2022-05-27,-0.08032,-0.0118,0.2,0.34176,0.19349,0.19349,HOLD,False,none,Downtrend,LowVolatility,PositiveMomentum
GLD,2022-05-31,-0.05019,0.02264,0.0,0.31541,0.2646,0.2646,HOLD,False,none,Sideways,LowVolatility,PositiveMomentum
GLD,2022-06-01,-0.03739,0.03726,0.0,0.31991,0.27144,0.27144,HOLD,False,none,Sideways,LowVolatility,PositiveMomentum
GLD,2022-06-02,-0.02887,0.04701,0.0,0.32656,0.2757,0.2757,HOLD,False,none,Sideways,LowVolatility,PositiveMomentum
GLD,2022-06-03,-0.05096,0.02176,0.0,0.33584,0.26251,0.26251,HOLD,False,none,Sideways,LowVolatility,PositiveMomentum
GLD,2022-06-06,-0.07183,-0.00209,0.2,0.33656,0.19793,0.19793,HOLD,False,none,Downtrend,LowVolatility,PositiveMomentum
GLD,2022-06-07,0.00121,0.08139,0.0,0.31968,0.29319,0.29319,HOLD,False,none,Sideways,LowVolatility,PositiveMomentum
GLD,2022-06-08,0.02777,0.11173,0.0,0.31085,0.30885,0.30885,HOLD,False,none,Sideways,LowVolatility,PositiveMomentum
GLD,2022-06-09,-0.01195,0.06634,0.0,0.30433,0.28702,0.28702,HOLD,False,none,Sideways,LowVolatility,PositiveMomentum
GLD,2022-06-10,0.08988,0.18272,0.0,0.2932,0.34524,0.34524,HOLD,False,none,Sideways,LowVolatility,PositiveMomentum
GLD,2022-06-13,0.02364,0.10702,0.0,0.36849,0.30186,0.30186,HOLD,False,none,Sideways,LowVolatility,PositiveMomentum
GLD,2022-06-14,-0.46759,-0.04296,0.0,0.36553,0.12024,0.12024,REDUCE,False,none,Sideways,LowVolatility,NegativeMomentum
GLD,2022-06-15,-0.22024,0.03402,0.0,0.37879,0.21107,0.21107,HOLD,False,none,Sideways,LowVolatility,NegativeMomentum
GLD,2022-06-16,0.06755,0.1572,0.0,0.38959,0.32487,0.32487,HOLD,False,none,Sideways,LowVolatility,PositiveMomentum
GLD,2022-06-17,-0.01303,0.06511,0.0,0.37698,0.28053,0.28053,HOLD,False,none,Sideways,LowVolatility,PositiveMomentum
GLD,2022-06-21,-0.02848,0.04745,0.0,0.3781,0.27174,0.27174,HOLD,False,none,Sideways,LowVolatility,PositiveMomentum
GLD,2022-06-22,-0.03078,0.04482,0.0,0.37748,0.2705,0.2705,HOLD,False,none,Sideways,LowVolatility,PositiveMomentum
GLD,2022-06-23,-0.07779,-0.0089,0.2,0.37357,0.19185,0.19185,HOLD,False,none,Downtrend,LowVolatility,PositiveMomentum
GLD,2022-06-24,-0.31046,-0.0691,0.2,0.37096,0.11742,0.11742,REDUCE,False,none,Downtrend,LowVolatility,NegativeMomentum
GLD,2022-06-27,-0.30794,-0.06622,0.2,0.37086,0.11861,0.11861,REDUCE,False,none,Downtrend,LowVolatility,NegativeMomentum
GLD,2022-06-28,-0.3154,-0.07475,0.2,0.37074,0.11512,0.11512,REDUCE,False,none,Downtrend,LowVolatility,NegativeMomentum
GLD,2022-06-29,-0.28374,-0.03856,0.0,0.36201,0.17668,0.17668,HOLD,False,none,Sideways,LowVolatility,NegativeMomentum
GLD,2022-06-30,-0.50661,-0.08756,0.2,0.35968,0.06086,0.06086,REDUCE,False,none,Downtrend,LowVolatility,NegativeMomentum
GLD,2022-07-01,-0.55105,-0.13834,0.2,0.33953,0.04184,0.04184,REDUCE,False,none,Downtrend,LowVolatility,NegativeMomentum
GLD,2022-07-05,-0.5888,-0.18148,0.2,0.37153,0.02132,0.02132,REDUCE,True,strong_downtrend_guard,StrongDowntrend,LowVolatility,NegativeMomentum
GLD,2022-07-06,-0.62718,-0.22535,0.2,0.38865,0.00379,0.00379,REDUCE,False,none,StrongDowntrend,LowVolatility,Oversold
GLD,2022-07-07,-0.64675,-0.24772,0.2,0.38104,0.0,0.0,REDUCE,False,none,StrongDowntrend,LowVolatility,Oversold
GLD,2022-07-08,-0.64229,-0.24262,0.2,0.38181,0.0,0.0,REDUCE,False,none,StrongDowntrend,LowVolatility,Oversold
GLD,2022-07-11,-0.64947,-0.25,0.2,0.3823,0.0,0.0,REDUCE,False,none,StrongDowntrend,LowVolatility,Oversold
GLD,2022-07-12,-0.68,-0.25,0.2,0.35265,0.0,0.0,REDUCE,False,none,StrongDowntrend,LowVolatility,Oversold
GLD,2022-07-13,-0.60157,-0.19608,0.2,0.29821,0.02408,0.02408,REDUCE,False,none,StrongDowntrend,LowVolatility,Oversold
GLD,2022-07-14,-0.62185,-0.21926,0.2,0.31074,0.01313,0.01313,REDUCE,False,none,StrongDowntrend,LowVolatility,Oversold
GLD,2022-07-15,-0.67103,-0.25,0.2,0.27731,0.0,0.0,REDUCE,False,none,StrongDowntrend,LowVolatility,Oversold
GLD,2022-07-18,-0.68,-0.25,0.2,0.24817,0.0,0.0,REDUCE,False,none,StrongDowntrend,LowVolatility,Oversold
GLD,2022-07-19,-0.66971,-0.25,0.2,0.25094,0.0,0.0,REDUCE,False,none,StrongDowntrend,LowVolatility,Oversold
GLD,2022-07-20,-0.68,-0.25,0.2,0.25583,0.0,0.0,REDUCE,False,none,StrongDowntrend,LowVolatility,Oversold
GLD,2022-07-21,-0.65556,-0.25,0.2,0.29091,0.0,0.0,REDUCE,False,none,StrongDowntrend,LowVolatility,Oversold
GLD,2022-07-22,-0.37714,-0.2253,0.2,0.29372,0.07959,0.07959,REDUCE,False,none,StrongDowntrend,LowVolatility,Oversold
GLD,2022-07-25,-0.38289,-0.15188,0.2,0.29325,0.09041,0.09041,REDUCE,True,strong_downtrend_guard,StrongDowntrend,LowVolatility,PositiveMomentum
GLD,2022-07-26,-0.38312,-0.15214,0.2,0.29322,0.0903,0.0903,REDUCE,True,strong_downtrend_guard,StrongDowntrend,LowVolatility,PositiveMomentum
GLD,2022-07-27,-0.16404,-0.10748,0.2,0.31354,0.1568,0.1568,HOLD,True,strong_downtrend_guard,StrongDowntrend,LowVolatility,PositiveMomentum
GLD,2022-07-28,-0.1208,-0.05806,0.2,0.33675,0.17498,0.17498,HOLD,False,none,Downtrend,LowVolatility,PositiveMomentum
GLD,2022-07-29,-0.09059,-0.02353,0.2,0.33648,0.18915,0.18915,HOLD,False,none,Downtrend,LowVolatility,PositiveMomentum
GLD,2022-08-01,-0.06841,0.00182,0.2,0.34156,0.19909,0.19909,HOLD,False,none,Downtrend,LowVolatility,PositiveMomentum
GLD,2022-08-02,-0.01487,0.063,0.0,0.29461,0.28617,0.28617,HOLD,False,none,Sideways,LowVolatility,PositiveMomentum
GLD,2022-08-03,-0.13014,0.13699,0.0,0.26004,0.2714,0.2714,HOLD,False,none,Sideways,LowVolatility,PositiveMomentum
GLD,2022-08-04,-0.07342,0.1218,0.25,0.29232,0.22493,0.22493,HOLD,False,none,Sideways,LowVolatility,Overbought
GLD,2022-08-05,-0.11552,0.15369,0.0,0.31164,0.27545,0.27545,HOLD,False,none,Sideways,LowVolatility,PositiveMomentum
GLD,2022-08-08,-0.06596,0.21034,0.0,0.31252,0.30328,0.30328,HOLD,False,none,Sideways,LowVolatility,PositiveMomentum
GLD,2022-08-09,-0.04138,0.15843,0.25,0.30902,0.24039,0.24039,HOLD,False,none,Sideways,LowVolatility,Overbought
GLD,2022-08-10,-0.06781,0.20822,0.0,0.31018,0.30242,0.30242,HOLD,False,none,Sideways,LowVolatility,PositiveMomentum
GLD,2022-08-11,-0.02601,0.25599,0.0,0.28044,0.32836,0.32836,HOLD,False,none,Sideways,LowVolatility,PositiveMomentum
GLD,2022-08-12,0.01502,0.42288,0.0,0.28382,0.40482,0.40482,HOLD,False,none,Uptrend,LowVolatility,PositiveMomentum
GLD,2022-08-15,0.14404,0.24461,0.0,0.31291,0.37413,0.37413,HOLD,False,none,Sideways,LowVolatility,PositiveMomentum
GLD,2022-08-16,0.129,0.22742,0.0,0.31452,0.36553,0.36553,HOLD,False,none,Sideways,LowVolatility,PositiveMomentum
GLD,2022-08-17,0.13974,0.23971,0.0,0.30754,0.37215,0.37215,HOLD,False,none,Sideways,LowVolatility,PositiveMomentum
GLD,2022-08-18,0.07971,0.1711,0.0,0.28996,0.33978,0.33978,HOLD,False,none,Sideways,LowVolatility,PositiveMomentum
GLD,2022-08-19,-0.20534,0.05104,0.0,0.2983,0.22597,0.22597,HOLD,False,none,Sideways,LowVolatility,NegativeMomentum
