asset,date,open,high,low,close,volume
AAPL,2024-04-15,167.48,168.33,167.41,167.43,111906081
AAPL,2024-04-16,165.85,167.4,165.69,166.19,71719193
AAPL,2024-04-17,170.87,170.9,170.42,170.74,35199473
AAPL,2024-04-18,172.24,172.8,169.92,172.35,118156592
AAPL,2024-04-19,168.88,169.5,167.97,169.05,56037072
AAPL,2024-04-22,170.72,172.04,169.49,170.64,78064371
AAPL,2024-04-23,169.27,170.2,169.17,169.53,68591461
AAPL,2024-04-24,169.06,168.94,167.63,168.52,59986565
AAPL,2024-04-25,168.22,169.38,168.15,168.51,92985384
AAPL,2024-04-26,170.28,171.56,168.42,170.4,109217428
AAPL,2024-04-29,167.99,169.19,167.68,167.73,63631358
AAPL,2024-04-30,168.1,169.58,168.38,168.84,23101204
AAPL,2024-05-01,169.72,170.64,169.54,170.01,118817915
AAPL,2024-05-02,168.81,170.58,168.63,169.11,96768027
AAPL,2024-05-03,170.5,171.16,169.85,170.28,67342687
AAPL,2024-05-06,167.47,168.7,167.49,168.4,104747753
AAPL,2024-05-07,171.13,173.41,171.75,172.19,93284591
AAPL,2024-05-08,175.1,175.49,173.53,174.1,50903413
AAPL,2024-05-09,175.08,174.58,172.47,174.3,59321422
AAPL,2024-05-10,174.7,174.35,173.42,173.56,90284696
AAPL,2024-05-13,171.45,172.95,171.16,171.81,100367588
AAPL,2024-05-14,172.06,173.06,171.26,172.13,113623124
AAPL,2024-05-15,174.76,177.92,175.52,175.85,75324240
AAPL,2024-05-16,172.19,173.34,171.97,172.4,22970139
AAPL,2024-05-17,172.59,173.65,169.81,172.61,94637339
AAPL,2024-05-20,172.71,172.52,172.17,172.51,43525637
AAPL,2024-05-21,170.14,172.24,170.63,171.45,59862443
AAPL,2024-05-22,170.01,169.38,168.33,168.78,31026827
AAPL,2024-05-23,167.96,171.24,168.17,169.12,98010127
AAPL,2024-05-24,168.14,168.95,167.93,168.64,112769966
AAPL,2024-05-27,171.51,172.81,170.92,171.6,56812034
AAPL,2024-05-28,172.02,171.92,170.66,171.31,41738906
AAPL,2024-05-29,171.39,171.43,170.27,171.33,22094054
AAPL,2024-05-30,171.68,172.02,170.53,171.23,22819245
AAPL,2024-05-31,172.76,174.03,172.72,173.66,57690450
AAPL,2024-06-03,174.15,175.02,173.99,174.39,65885805
AAPL,2024-06-04,172.25,172.96,171.13,171.78,89649287
AAPL,2024-06-05,170.04,170.46,169.59,170.01,53002520
AAPL,2024-06-06,165.14,166.97,165.64,165.93,78501954
AAPL,2024-06-07,167.33,168.46,165.18,166.82,25039389
AAPL,2024-06-10,170.81,170.87,169.35,170.31,100115165
AAPL,2024-06-11,168.41,172.36,168.11,168.88,89863410
AAPL,2024-06-12,170.92,172.26,170.76,170.9,26524710
AAPL,2024-06-13,171.15,171.8,171.18,171.47,101947366
AAPL,2024-06-14,173.03,173.79,171.19,173.11,29274937
AAPL,2024-06-17,176.49,177.59,176.95,177.02,112407565
AAPL,2024-06-18,177.36,178.62,176.11,176.87,32711630
AAPL,2024-06-19,176.04,178.26,176.96,177.61,41852189
AAPL,2024-06-20,179.97,179.53,177.77,179.15,82202140
AAPL,2024-06-21,176.26,174.97,173.33,174.72,61974954
AAPL,2024-06-24,171.87,172.37,170.98,172.16,78015838
AAPL,2024-06-25,171.53,171.36,171.26,171.34,33213937
AAPL,2024-06-26,171.13,173.49,170.41,171.19,38994950
AAPL,2024-06-27,170.68,171.76,170.42,170.71,94596016
AAPL,2024-06-28,170.53,170.45,169.64,169.98,37885186
AAPL,2024-07-01,169.51,170.55,168.08,169.52,77128750
AAPL,2024-07-02,168.99,169.88,169.26,169.29,110691211
AAPL,2024-07-03,167.68,166.98,165.52,166.25,60143558
AAPL,2024-07-04,161.83,163.13,160.39,161.91,59459702
AAPL,2024-07-05,161.0,160.88,160.44,160.76,96925753
AAPL,2024-07-08,161.26,162.5,161.49,161.73,62966173
AAPL,2024-07-09,161.29,161.08,159.66,160.47,41894458
AAPL,2024-07-10,159.94,160.73,159.48,160.12,89493008
AAPL,2024-07-11,161.6,162.97,161.51,162.39,50407637
AAPL,2024-07-12,165.32,166.5,163.6,165.63,119163368
AAPL,2024-07-15,165.11,164.55,163.97,164.47,60666036
AAPL,2024-07-16,166.82,168.14,164.95,165.95,104631331
AAPL,2024-07-17,162.51,163.04,162.4,162.88,75523939
AAPL,2024-07-18,160.56,161.63,159.61,161.08,59888216
AAPL,2024-07-19,164.13,164.04,163.63,163.93,81017124
AAPL,2024-07-22,161.04,162.07,160.69,161.27,68196842
AAPL,2024-07-23,160.02,160.33,160.13,160.19,33481973
AAPL,2024-07-24,161.91,162.87,161.08,162.09,76278144
AAPL,2024-07-25,161.63,161.37,160.5,161.34,92559499
AAPL,2024-07-26,161.09,162.69,161.18,161.19,87105146
AAPL,2024-07-29,162.68,163.4,162.44,163.05,58926824
AAPL,2024-07-30,166.3,166.49,163.54,166.16,67174363
AAPL,2024-07-31,162.86,164.09,163.46,163.51,26266615
AAPL,2024-08-01,164.68,164.77,162.87,164.67,28101311
AAPL,2024-08-02,165.59,165.49,164.9,165.02,40498151
AAPL,2024-08-05,166.07,165.34,164.0,164.84,110721200
AAPL,2024-08-06,167.92,168.62,168.04,168.06,20370225
AAPL,2024-08-07,168.11,167.98,165.79,166.95,62411621
AAPL,2024-08-08,164.7,164.78,163.49,164.29,104221716
AAPL,2024-08-09,163.67,164.17,162.03,163.0,34561855
AAPL,2024-08-12,169.2,168.9,167.56,167.84,67541144
AAPL,2024-08-13,164.94,166.7,163.85,165.47,87769684
AAPL,2024-08-14,166.11,166.37,165.21,165.4,78171786
AAPL,2024-08-15,162.05,162.76,161.29,161.85,94573062
AAPL,2024-08-16,163.72,164.56,162.37,163.46,115806320
AAPL,2024-08-19,166.01,167.04,163.16,165.66,111613046
AAPL,2024-08-20,162.18,161.72,160.88,161.18,54611722
AAPL,2024-08-21,158.89,159.43,158.64,159.03,43777732
AAPL,2024-08-22,161.71,161.58,160.4,160.44,118402492
AAPL,2024-08-23,163.67,164.02,163.59,163.73,65219702
AAPL,2024-08-26,167.03,168.83,167.34,167.62,49236999
AAPL,2024-08-27,168.64,168.45,165.88,167.87,67727133
AAPL,2024-08-28,173.61,172.99,172.27,172.64,67377478
AAPL,2024-08-29,173.86,174.7,173.79,174.23,76055268
AAPL,2024-08-30,176.58,177.07,176.25,176.34,44207336
AAPL,2024-09-02,171.72,172.0,171.25,171.98,93140822
AAPL,2024-09-03,169.97,170.69,169.41,170.07,78495992
AAPL,2024-09-04,170.54,170.9,169.55,170.75,81292354
AAPL,2024-09-05,171.69,172.92,170.61,172.14,76399514
AAPL,2024-09-06,170.59,169.6,168.82,169.58,102754084
AAPL,2024-09-09,166.7,166.1,164.18,166.06,47082588
AAPL,2024-09-10,165.04,165.55,164.5,164.75,36846339
AAPL,2024-09-11,161.9,163.67,162.05,162.77,80984303
AAPL,2024-09-12,165.9,164.89,164.04,164.77,48930028
AAPL,2024-09-13,163.8,165.41,161.64,163.79,92757579
AAPL,2024-09-16,167.92,169.47,166.73,168.12,103277755
AAPL,2024-09-17,166.27,167.92,167.09,167.1,56890864
AAPL,2024-09-18,173.76,174.76,172.07,173.65,29947496
AAPL,2024-09-19,174.81,176.52,174.12,175.32,111204245
AAPL,2024-09-20,171.02,172.82,171.56,172.55,59515580
AAPL,2024-09-23,172.15,173.06,171.8,173.0,68279365
AAPL,2024-09-24,171.28,170.96,170.63,170.67,40575043
AAPL,2024-09-25,173.68,172.85,171.33,172.61,62696842
AAPL,2024-09-26,168.51,172.09,169.34,169.45,29267052
AAPL,2024-09-27,164.86,165.55,164.83,165.0,83154582
AAPL,2024-09-30,165.91,167.72,166.62,166.84,46473957
AAPL,2024-10-01,167.67,168.52,166.61,167.2,22047401
AAPL,2024-10-02,170.06,170.37,169.14,169.42,103290759
AAPL,2024-10-03,171.66,173.9,170.48,171.97,90168293
AAPL,2024-10-04,174.15,174.85,173.65,174.5,23213708
AAPL,2024-10-07,175.45,175.3,171.23,175.12,108749864
AAPL,2024-10-08,175.46,176.96,174.24,175.31,103572236
AAPL,2024-10-09,173.3,174.47,173.25,173.46,58861413
AAPL,2024-10-10,170.94,170.39,169.3,170.06,81970553
AAPL,2024-10-11,172.22,174.16,171.67,172.43,47468695
AAPL,2024-10-14,171.88,171.97,170.56,171.43,35525160
AAPL,2024-10-15,169.78,169.66,168.97,169.51,107550071
AAPL,2024-10-16,167.66,167.73,166.39,166.52,68392685
AAPL,2024-10-17,166.86,168.79,165.24,166.79,106951163
AAPL,2024-10-18,165.65,167.96,166.19,166.34,25591984
AAPL,2024-10-21,165.77,166.08,165.13,165.71,52601838
AAPL,2024-10-22,165.87,165.73,163.36,165.21,82569315
AAPL,2024-10-23,168.44,168.75,166.74,167.51,92332223
AAPL,2024-10-24,166.21,167.11,165.65,166.39,104320576
AAPL,2024-10-25,167.78,168.0,167.57,167.96,45535623
AAPL,2024-10-28,169.72,169.53,168.44,169.24,51768691
AAPL,2024-10-29,169.34,169.43,167.63,168.78,108067415
AAPL,2024-10-30,169.59,171.05,169.97,170.09,34239203
AAPL,2024-10-31,164.87,167.18,164.66,166.11,63315562
AAPL,2024-11-01,164.02,165.31,163.1,163.59,112687133
AAPL,2024-11-04,163.02,164.55,162.69,162.73,22356844
AAPL,2024-11-05,162.93,163.83,161.03,162.67,85599831
AAPL,2024-11-06,161.33,161.11,160.21,160.88,53514639
AAPL,2024-11-07,159.9,162.25,158.8,160.54,40523038
AAPL,2024-11-08,161.96,162.23,161.41,161.64,69052495
AAPL,2024-11-11,162.32,162.53,161.45,162.04,82615996
AAPL,2024-11-12,162.27,163.13,161.64,162.82,55734579
AAPL,2024-11-13,163.03,163.19,162.74,162.97,50078101
AAPL,2024-11-14,163.6,164.42,163.97,164.28,101182175
AAPL,2024-11-15,164.83,164.9,163.69,164.31,32577172
AAPL,2024-11-18,165.87,166.74,165.36,165.69,77213226
AAPL,2024-11-19,165.8,166.62,165.84,166.4,24521481
AAPL,2024-11-20,164.05,164.67,162.57,164.31,104049239
AAPL,2024-11-21,164.72,165.21,163.77,164.66,61429912
AAPL,2024-11-22,162.58,163.46,163.07,163.17,39074520
AAPL,2024-11-25,158.28,160.57,159.19,159.82,119130773
AAPL,2024-11-26,156.18,156.57,155.59,156.4,23503626
AAPL,2024-11-27,156.72,157.58,155.97,156.98,36281311
AAPL,2024-11-28,157.76,158.98,157.33,157.82,27142896
AAPL,2024-11-29,156.47,156.88,155.5,156.55,104890252
AAPL,2024-12-02,158.89,158.2,157.09,158.07,59886708
AAPL,2024-12-03,159.43,159.36,157.36,158.59,82584930
AAPL,2024-12-04,161.55,161.5,160.22,160.47,26817902
AAPL,2024-12-05,160.74,161.33,160.12,161.15,46720859
AAPL,2024-12-06,162.98,162.85,162.16,162.64,48838291
AAPL,2024-12-09,163.3,162.76,161.26,162.39,25499021
AAPL,2024-12-10,159.89,160.14,158.91,160.14,104751933
AAPL,2024-12-11,159.19,159.77,158.58,158.93,95926267
AAPL,2024-12-12,157.34,158.69,157.01,158.08,71924544
AAPL,2024-12-13,155.87,157.29,156.88,157.23,62702335
AAPL,2024-12-16,161.96,160.94,160.35,160.57,69265556
AAPL,2024-12-17,158.67,157.89,156.46,157.37,116264540
AAPL,2024-12-18,158.64,158.92,157.84,158.41,23625095
AAPL,2024-12-19,156.3,156.34,154.22,155.55,58004174
AAPL,2024-12-20,155.73,156.48,154.17,155.86,91003314
AAPL,2024-12-23,158.35,161.56,157.86,159.06,28565295
AAPL,2024-12-24,160.89,160.6,159.77,160.16,83931628
AAPL,2024-12-25,157.87,159.22,157.7,159.02,43594564
AAPL,2024-12-26,160.19,160.55,159.1,159.96,28743760
AAPL,2024-12-27,158.98,160.94,157.83,158.5,36044091
AAPL,2024-12-30,159.64,160.33,159.27,159.48,66617915
AAPL,2024-12-31,159.75,161.57,159.98,160.07,64305862
AAPL,2025-01-01,162.36,161.8,160.78,161.54,21089809
AAPL,2025-01-02,159.66,160.06,158.96,159.87,94862305
AAPL,2025-01-03,158.59,159.97,157.65,158.97,66239431
AAPL,2025-01-06,158.53,159.02,158.53,158.68,107988980
AAPL,2025-01-07,157.36,158.28,157.35,157.95,93238801
AAPL,2025-01-08,156.97,157.04,156.05,156.99,59453562
AAPL,2025-01-09,154.72,156.63,155.67,156.01,109054002
AAPL,2025-01-10,155.2,157.4,152.03,154.91,118383711
AAPL,2025-01-13,157.17,158.67,156.0,157.43,29338573
AAPL,2025-01-14,154.01,154.81,153.72,154.67,96115847
AAPL,2025-01-15,157.44,157.99,156.77,157.61,62521378
AAPL,2025-01-16,154.89,157.53,154.97,155.98,38757946
AAPL,2025-01-17,154.25,154.91,153.12,154.73,86551003
AAPL,2025-01-20,156.06,156.05,153.62,155.15,65287570
AAPL,2025-01-21,155.59,155.19,154.28,155.02,48947652
AAPL,2025-01-22,155.29,156.12,155.2,155.73,22612720
AAPL,2025-01-23,153.82,153.92,153.25,153.81,88728253
AAPL,2025-01-24,153.13,155.98,153.7,153.79,99201961
AAPL,2025-01-27,152.22,152.15,151.12,151.97,65660314
AAPL,2025-01-28,152.99,152.6,151.49,152.09,119019796
AAPL,2025-01-29,150.3,151.83,150.87,151.54,57211643
AAPL,2025-01-30,153.33,154.71,152.98,153.38,68473300
AAPL,2025-01-31,151.18,151.65,151.11,151.31,28369661
AAPL,2025-02-03,153.39,153.57,152.92,153.22,108132503
AAPL,2025-02-04,152.43,152.91,151.72,152.79,40336370
AAPL,2025-02-05,152.63,154.53,153.32,153.9,118982472
AAPL,2025-02-06,156.07,156.66,154.76,155.66,32043715
AAPL,2025-02-07,154.86,155.26,154.25,154.72,50927218
AAPL,2025-02-10,154.81,156.95,154.85,154.88,76416829
AAPL,2025-02-11,153.27,153.06,150.9,152.73,88387216
AAPL,2025-02-12,149.51,150.79,148.06,149.81,37912826
AAPL,2025-02-13,147.62,148.37,147.35,148.22,26387990
AAPL,2025-02-14,146.53,147.61,146.5,146.88,20512916
AAPL,2025-02-17,147.06,147.8,147.19,147.5,96619684
AAPL,2025-02-18,147.98,147.9,146.54,146.6,110864148
AAPL,2025-02-19,146.92,148.25,145.92,147.27,84415613
AAPL,2025-02-20,145.7,147.2,144.29,146.27,42454023
AAPL,2025-02-21,146.39,146.73,144.59,146.07,68420677
AAPL,2025-02-24,150.34,151.05,148.18,150.16,102420004
AAPL,2025-02-25,151.12,151.16,150.55,151.07,86715593
AAPL,2025-02-26,152.32,153.27,152.83,152.95,65040951
AAPL,2025-02-27,153.08,155.03,152.76,153.97,114798153
AAPL,2025-02-28,152.24,153.11,151.92,152.19,28351061
AAPL,2025-03-03,155.58,155.38,153.98,155.24,81834778
AAPL,2025-03-04,157.35,157.23,157.04,157.12,117268686
AAPL,2025-03-05,157.97,159.03,155.67,158.5,103243528
AAPL,2025-03-06,159.17,157.76,157.31,157.73,87432486
AAPL,2025-03-07,157.6,157.85,156.98,157.61,82370221
AAPL,2025-03-10,158.55,159.32,158.94,159.14,73724842
AAPL,2025-03-11,159.04,160.11,157.7,158.64,113469877
AAPL,2025-03-12,157.94,158.43,157.3,157.96,25635929
AAPL,2025-03-13,160.41,161.59,160.62,160.73,60900333
AAPL,2025-03-14,166.52,167.56,164.75,165.56,55754556
AAPL,2025-03-17,163.68,165.19,163.65,163.7,103992820
AAPL,2025-03-18,162.96,162.89,161.43,162.01,54030761
AAPL,2025-03-19,164.93,165.23,163.6,164.67,68042559
AAPL,2025-03-20,165.19,167.78,165.51,165.78,62462668
AAPL,2025-03-21,166.05,167.02,166.29,166.47,90287986
AAPL,2025-03-24,163.77,164.26,163.31,163.97,103987708
AAPL,2025-03-25,163.8,165.11,163.41,164.4,101716651
AAPL,2025-03-26,166.02,166.71,166.16,166.3,101100691
AAPL,2025-03-27,166.07,167.25,165.69,166.2,119893010
AAPL,2025-03-28,166.74,166.65,165.76,166.44,95666335
AAPL,2025-03-31,160.7,161.09,160.82,161.06,29881599
AAPL,2025-04-01,162.06,161.77,161.26,161.74,30669227
AAPL,2025-04-02,161.78,161.63,160.13,160.79,92157900
AAPL,2025-04-03,162.51,163.0,161.64,162.37,61185739
AAPL,2025-04-04,159.14,159.09,157.64,158.56,67659870
AAPL,2025-04-07,158.96,159.38,157.72,158.39,108973286
AAPL,2025-04-08,159.03,159.25,158.86,158.9,66203755
AAPL,2025-04-09,156.38,157.5,155.39,155.66,96781691
AAPL,2025-04-10,157.32,158.05,157.1,157.2,115779073
AAPL,2025-04-11,156.89,156.42,155.64,156.19,90955241
AAPL,2025-04-14,158.92,159.28,157.53,158.53,41678024
AAPL,2025-04-15,157.93,157.61,157.13,157.46,94724434
AAPL,2025-04-16,158.94,159.5,157.38,158.68,40666211
AAPL,2025-04-17,158.8,159.02,158.15,158.76,41156447
AAPL,2025-04-18,157.36,158.76,156.57,157.73,92573929
AAPL,2025-04-21,154.9,155.49,154.09,155.09,22349898
AAPL,2025-04-22,158.1,158.46,158.09,158.15,45365315
AAPL,2025-04-23,158.71,159.72,158.2,159.05,118934477
AAPL,2025-04-24,163.71,163.96,162.58,163.41,31780171
AAPL,2025-04-25,165.43,166.72,165.29,165.46,29577581
AAPL,2025-04-28,164.51,166.61,164.69,164.83,43050091
AAPL,2025-04-29,162.88,165.05,162.43,163.74,57191129
AAPL,2025-04-30,160.67,162.34,160.2,161.12,93673008
AAPL,2025-05-01,160.37,160.83,159.18,159.91,48514869
AAPL,2025-05-02,158.77,159.98,158.84,159.78,92544229
AAPL,2025-05-05,158.82,159.71,159.02,159.36,108040178
AAPL,2025-05-06,160.39,159.9,159.12,159.73,60156431
AAPL,2025-05-07,158.14,160.2,158.56,159.68,28365686
AAPL,2025-05-08,160.64,161.78,160.7,160.99,94445726
AAPL,2025-05-09,161.41,162.67,161.9,161.96,58213644
AAPL,2025-05-12,160.54,161.33,160.24,160.56,74953172
AAPL,2025-05-13,159.57,160.39,160.04,160.25,75919002
AAPL,2025-05-14,159.3,161.04,158.69,160.03,68360437
AAPL,2025-05-15,159.46,161.59,159.48,160.31,60712020
AAPL,2025-05-16,161.73,162.45,160.94,161.41,112653584
AAPL,2025-05-19,162.73,163.48,162.21,163.19,20214267
AAPL,2025-05-20,162.7,163.99,163.01,163.35,111032313
AAPL,2025-05-21,164.15,163.52,161.63,163.06,38975341
AAPL,2025-05-22,164.89,167.51,163.75,164.88,30459348
AAPL,2025-05-23,160.46,161.47,160.72,160.86,104959794
AAPL,2025-05-26,159.58,159.33,158.55,159.22,24813759
AAPL,2025-05-27,164.23,165.69,164.05,164.48,42082169
AAPL,2025-05-28,167.35,167.36,165.4,167.34,67297576
AAPL,2025-05-29,164.26,165.08,163.45,164.25,32508119
AAPL,2025-05-30,162.85,164.09,161.9,162.41,26910472
AAPL,2025-06-02,161.75,162.33,159.57,161.58,38547104
AAPL,2025-06-03,162.6,164.45,163.53,163.68,92031439
AAPL,2025-06-04,160.04,160.43,159.93,160.17,82507461
AAPL,2025-06-05,159.52,160.59,158.58,159.61,109905642
AAPL,2025-06-06,161.91,160.83,160.51,160.54,71710677
MSFT,2024-01-02,371.98,373.47,372.47,373.29,52866918
MSFT,2024-01-03,383.95,383.69,380.89,382.77,39413937
MSFT,2024-01-04,378.95,381.1,379.46,380.02,105934498
MSFT,2024-01-05,381.17,382.1,377.2,380.06,84938180
MSFT,2024-01-08,376.02,375.23,374.39,374.91,62529967
MSFT,2024-01-09,372.91,372.6,371.32,372.17,34916847
MSFT,2024-01-10,374.09,380.15,373.9,374.24,42999158
MSFT,2024-01-11,373.73,376.48,373.18,374.77,66718133
MSFT,2024-01-12,375.18,378.28,373.86,375.91,39786646
MSFT,2024-01-15,371.14,372.67,367.89,370.94,89252155
MSFT,2024-01-16,372.11,373.69,371.4,371.61,85562764
MSFT,2024-01-17,375.86,376.01,375.42,375.88,62597726
MSFT,2024-01-18,372.11,372.6,368.04,371.56,81767390
MSFT,2024-01-19,375.83,375.9,371.26,374.95,28276046
MSFT,2024-01-22,384.69,386.07,383.12,385.36,21939876
MSFT,2024-01-23,384.91,385.11,380.92,384.48,116290952
MSFT,2024-01-24,393.78,394.41,389.79,391.38,111355721
MSFT,2024-01-25,383.27,381.94,380.61,381.08,103393181
MSFT,2024-01-26,379.08,383.13,379.37,381.92,106215762
MSFT,2024-01-29,377.97,380.4,374.81,376.49,81515066
MSFT,2024-01-30,374.8,376.05,372.59,373.86,74513811
MSFT,2024-01-31,375.45,374.59,368.95,373.58,22314861
MSFT,2024-02-01,370.28,375.78,370.89,372.43,68659794
MSFT,2024-02-02,375.14,375.64,371.55,374.71,90154466
MSFT,2024-02-05,366.61,368.14,363.97,367.95,83089478
MSFT,2024-02-06,362.4,362.21,360.19,361.43,23789734
MSFT,2024-02-07,357.2,358.81,353.89,357.77,56609347
MSFT,2024-02-08,358.48,357.97,354.44,356.08,34078687
MSFT,2024-02-09,351.74,353.73,350.48,352.21,88419458
MSFT,2024-02-12,348.5,347.75,345.86,346.74,54296401
MSFT,2024-02-13,344.52,348.07,345.41,346.28,75124593
MSFT,2024-02-14,338.27,340.01,337.58,338.5,83662007
MSFT,2024-02-15,338.74,339.34,336.62,338.77,29773006
MSFT,2024-02-16,342.1,344.25,343.2,343.45,75876711
MSFT,2024-02-19,340.99,340.54,336.98,338.81,33124709
MSFT,2024-02-20,339.04,342.26,338.42,339.98,72523752
MSFT,2024-02-21,346.7,346.1,343.3,345.14,45305330
MSFT,2024-02-22,337.8,339.59,337.22,338.21,74390199
MSFT,2024-02-23,338.61,341.01,337.86,338.66,95541910
MSFT,2024-02-26,332.95,333.1,331.22,332.3,110692003
MSFT,2024-02-27,336.07,335.51,332.58,335.5,40322737
MSFT,2024-02-28,334.07,336.38,334.01,334.65,76079889
MSFT,2024-02-29,339.74,342.11,339.38,339.42,23079425
MSFT,2024-03-01,341.28,345.42,339.36,341.48,64818936
MSFT,2024-03-04,345.41,345.87,344.08,345.19,46596623
MSFT,2024-03-05,353.97,352.53,349.22,352.07,43611384
MSFT,2024-03-06,352.89,356.43,353.39,353.78,57254219
MSFT,2024-03-07,352.74,353.75,350.82,353.4,109057090
MSFT,2024-03-08,356.83,356.75,354.06,355.42,96787306
MSFT,2024-03-11,358.92,366.49,362.01,362.59,117945106
MSFT,2024-03-12,352.45,354.92,353.41,354.62,38943022
MSFT,2024-03-13,356.56,357.67,354.5,356.54,24214103
MSFT,2024-03-14,354.22,354.93,350.63,353.27,32747083
MSFT,2024-03-15,353.83,354.41,350.78,352.56,83870239
MSFT,2024-03-18,342.41,344.1,341.21,342.22,118307991
MSFT,2024-03-19,346.94,347.94,343.4,347.26,76675313
MSFT,2024-03-20,346.13,345.74,341.6,344.69,99677650
MSFT,2024-03-21,342.23,341.49,339.77,340.66,47027806
MSFT,2024-03-22,343.47,347.55,343.03,346.1,60119540
MSFT,2024-03-25,345.97,346.27,342.23,344.24,62749366
MSFT,2024-03-26,340.35,341.9,339.88,341.83,32494373
MSFT,2024-03-27,348.08,349.06,346.87,347.42,41610400
MSFT,2024-03-28,349.15,351.47,347.39,348.65,89022603
MSFT,2024-03-29,350.99,350.33,348.65,349.41,61567732
MSFT,2024-04-01,346.13,348.38,346.7,347.3,55782393
MSFT,2024-04-02,346.61,348.39,345.72,346.18,78736121
MSFT,2024-04-03,345.15,347.24,345.59,345.93,92921958
MSFT,2024-04-04,351.55,351.27,346.15,349.68,20448368
MSFT,2024-04-05,349.56,352.06,350.61,350.66,98953038
MSFT,2024-04-08,348.6,354.58,349.58,350.62,103029793
MSFT,2024-04-09,350.7,348.93,347.66,348.03,58340942
MSFT,2024-04-10,347.2,348.67,346.73,347.53,111959084
MSFT,2024-04-11,349.78,354.03,349.35,349.62,33896123
MSFT,2024-04-12,348.43,348.53,345.82,346.79,101974796
MSFT,2024-04-15,344.85,346.22,341.6,344.79,55465166
MSFT,2024-04-16,343.75,343.14,341.16,341.34,44106245
MSFT,2024-04-17,336.88,339.05,336.03,338.01,24086465
MSFT,2024-04-18,338.67,342.18,337.52,339.32,65042268
MSFT,2024-04-19,338.79,342.57,339.32,339.98,114096468
MSFT,2024-04-22,342.58,344.57,341.85,343.67,68201749
MSFT,2024-04-23,340.61,346.6,339.56,341.46,75198203
MSFT,2024-04-24,341.56,341.46,337.53,341.28,93023109
MSFT,2024-04-25,344.48,344.55,342.25,343.55,32017234
MSFT,2024-04-26,333.58,335.62,331.62,334.35,28878494
MSFT,2024-04-29,333.39,335.28,332.13,334.13,72510591
MSFT,2024-04-30,330.44,332.26,327.96,330.47,50742293
MSFT,2024-05-01,332.68,336.16,333.82,334.2,114817529
MSFT,2024-05-02,337.28,338.3,336.42,336.67,56406431
MSFT,2024-05-03,338.29,340.13,338.03,338.39,30705925
MSFT,2024-05-06,337.02,336.36,332.98,336.05,65922631
MSFT,2024-05-07,338.76,342.01,338.44,340.03,24603565
MSFT,2024-05-08,337.24,337.22,332.11,335.72,79508360
MSFT,2024-05-09,332.72,334.48,328.63,332.62,38662001
MSFT,2024-05-10,330.42,336.04,330.85,331.1,60255407
MSFT,2024-05-13,334.86,337.48,334.09,335.39,39859308
MSFT,2024-05-14,337.9,336.99,334.73,336.98,88436066
MSFT,2024-05-15,331.38,334.01,330.88,332.11,84641345
MSFT,2024-05-16,328.29,329.47,327.54,328.84,44537076
MSFT,2024-05-17,330.89,332.38,330.05,330.34,38554706
MSFT,2024-05-20,330.67,333.65,329.24,330.79,22695520
MSFT,2024-05-21,327.58,330.65,327.16,329.04,45203057
MSFT,2024-05-22,336.5,338.37,335.15,337.28,109459537
MSFT,2024-05-23,338.36,338.2,336.08,338.17,89243077
MSFT,2024-05-24,336.91,341.02,336.16,337.11,52760289
MSFT,2024-05-27,345.02,345.52,342.27,343.94,82742556
MSFT,2024-05-28,341.13,345.41,341.46,341.98,100181919
MSFT,2024-05-29,343.91,345.73,343.17,344.22,58363578
MSFT,2024-05-30,347.08,350.26,341.91,347.71,52219363
MSFT,2024-05-31,336.12,338.34,335.43,338.23,20501817
MSFT,2024-06-03,344.15,345.75,342.87,344.27,112522398
MSFT,2024-06-04,348.41,348.81,344.3,347.88,77231783
MSFT,2024-06-05,348.16,348.81,347.24,348.3,55552500
MSFT,2024-06-06,355.95,357.65,355.99,356.49,115055525
MSFT,2024-06-07,354.6,353.66,352.3,352.75,80951523
MSFT,2024-06-10,358.49,360.29,356.48,359.52,36244526
MSFT,2024-06-11,358.86,357.85,354.02,357.65,84345861
MSFT,2024-06-12,361.88,364.29,362.24,362.37,26367907
MSFT,2024-06-13,364.07,364.8,362.4,363.51,109280032
MSFT,2024-06-14,358.28,363.66,359.49,360.19,91489148
MSFT,2024-06-17,358.06,358.06,351.29,357.05,29805478
MSFT,2024-06-18,359.77,361.5,357.23,359.91,27939712
MSFT,2024-06-19,362.05,364.31,359.51,363.37,55519751
MSFT,2024-06-20,359.18,360.43,355.08,359.32,42468608
MSFT,2024-06-21,361.2,364.16,359.41,361.36,85628185
MSFT,2024-06-24,357.85,360.76,356.32,358.92,103082124
MSFT,2024-06-25,361.17,361.93,358.65,360.99,27652720
MSFT,2024-06-26,349.87,352.36,348.31,352.22,76754444
MSFT,2024-06-27,351.3,351.66,351.15,351.32,41087104
MSFT,2024-06-28,349.78,350.99,349.36,350.27,52965154
MSFT,2024-07-01,354.07,355.38,354.07,354.88,96127692
MSFT,2024-07-02,347.66,350.91,346.06,347.86,34428353
MSFT,2024-07-03,352.09,354.55,352.65,353.61,80235887
MSFT,2024-07-04,352.36,353.39,350.62,351.27,42837091
MSFT,2024-07-05,355.45,357.8,356.85,356.85,89860313
MSFT,2024-07-08,354.72,355.54,353.68,354.58,48894295
MSFT,2024-07-09,358.32,359.71,359.3,359.41,60494404
MSFT,2024-07-10,357.2,357.39,356.29,356.65,76844835
